id,nome,data_fondazione,quotazioni,sede
4410,Bradley LLC,1990-08-07,"[{'azionista': 1692, 'quota': 3}, {'azionista': 246, 'quota': 53}, {'azionista': 825, 'quota': 40}, {'azionista': 1415, 'quota': 4}]",43
4411,Reed-Robinson,1990-02-14,"[{'azionista': 2057, 'quota': 26}, {'azionista': 1488, 'quota': 74}]",47
4412,"Lutz, Monroe and Manning",1986-12-06,"[{'azionista': 2354, 'quota': 89}, {'azionista': 2216, 'quota': 11}]",21
4413,King and Sons,1992-06-05,"[{'azionista': 2097, 'quota': 80}, {'azionista': 2372, 'quota': 20}]",27
4414,"Santos, Knight and Evans",1968-01-20,"[{'azionista': 1188, 'quota': 20}, {'azionista': 2040, 'quota': 19}, {'azionista': 2332, 'quota': 52}, {'azionista': 1664, 'quota': 9}]",47
4415,Richmond-Wallace,1997-09-08,"[{'azionista': 485, 'quota': 69}, {'azionista': 2218, 'quota': 31}]",1
4416,Lang-Morse,1965-10-01,"[{'azionista': 967, 'quota': 93}, {'azionista': 125, 'quota': 7}]",26
4417,Allen-Melendez,1972-04-01,"[{'azionista': 1442, 'quota': 13}, {'azionista': 118, 'quota': 64}, {'azionista': 1048, 'quota': 23}]",97
4418,Floyd-Cordova,1979-05-10,"[{'azionista': 13, 'quota': 62}, {'azionista': 1755, 'quota': 3}, {'azionista': 1473, 'quota': 35}]",32
4419,Garcia-Wright,1964-11-02,"[{'azionista': 535, 'quota': 21}, {'azionista': 1444, 'quota': 65}, {'azionista': 2079, 'quota': 14}]",23
4420,Mcknight-Gonzalez,1961-06-09,"[{'azionista': 1822, 'quota': 12}, {'azionista': 713, 'quota': 88}]",92
4421,"Yu, Dillon and Flores",1967-08-12,"[{'azionista': 2054, 'quota': 61}, {'azionista': 1895, 'quota': 38}, {'azionista': 26, 'quota': 1}]",61
4422,Myers Group,1982-06-30,"[{'azionista': 2365, 'quota': 68}, {'azionista': 1287, 'quota': 32}]",44
4423,Gray LLC,1960-01-31,"[{'azionista': 1081, 'quota': 92}, {'azionista': 423, 'quota': 8}]",79
4424,Martin-Houston,1986-12-05,"[{'azionista': 1383, 'quota': 71}, {'azionista': 214, 'quota': 29}]",72
4425,Simmons LLC,1981-06-21,"[{'azionista': 1307, 'quota': 38}, {'azionista': 1512, 'quota': 53}, {'azionista': 1241, 'quota': 9}]",101
4426,Webb-Simpson,1963-05-07,"[{'azionista': 1142, 'quota': 84}, {'azionista': 1254, 'quota': 16}]",84
4427,Ballard-Allen,1964-10-25,"[{'azionista': 48, 'quota': 60}, {'azionista': 1455, 'quota': 13}, {'azionista': 900, 'quota': 27}]",41
4428,Lewis-Riley,1991-07-19,"[{'azionista': 2268, 'quota': 8}, {'azionista': 1914, 'quota': 92}]",68
4429,Villarreal-Logan,1973-07-22,"[{'azionista': 987, 'quota': 26}, {'azionista': 1504, 'quota': 74}]",10
4430,"Lopez, Adams and Jones",1979-09-20,"[{'azionista': 841, 'quota': 12}, {'azionista': 1713, 'quota': 36}, {'azionista': 1907, 'quota': 52}]",93
4431,"Miller, Swanson and Simmons",1966-12-01,"[{'azionista': 700, 'quota': 7}, {'azionista': 1047, 'quota': 18}, {'azionista': 467, 'quota': 41}, {'azionista': 2487, 'quota': 25}, {'azionista': 1765, 'quota': 9}]",82
4432,Todd Group,1966-03-13,"[{'azionista': 781, 'quota': 51}, {'azionista': 904, 'quota': 4}, {'azionista': 2427, 'quota': 5}, {'azionista': 249, 'quota': 40}]",53
4433,White PLC,1970-02-17,"[{'azionista': 2225, 'quota': 88}, {'azionista': 556, 'quota': 12}]",68
4434,Anderson LLC,1960-11-11,"[{'azionista': 63, 'quota': 5}, {'azionista': 1077, 'quota': 57}, {'azionista': 1973, 'quota': 38}]",79
4435,Mitchell-Harrington,1966-10-03,"[{'azionista': 802, 'quota': 17}, {'azionista': 1474, 'quota': 15}, {'azionista': 2154, 'quota': 66}, {'azionista': 955, 'quota': 2}]",93
4436,Parker PLC,1996-12-18,"[{'azionista': 1277, 'quota': 56}, {'azionista': 1449, 'quota': 42}, {'azionista': 1886, 'quota': 2}]",88
4437,"Smith, Allen and Livingston",1974-07-29,"[{'azionista': 393, 'quota': 50}, {'azionista': 1334, 'quota': 50}]",82
4438,Woods Inc,1968-11-06,"[{'azionista': 987, 'quota': 74}, {'azionista': 271, 'quota': 26}]",33
4439,Cohen Group,1965-09-07,"[{'azionista': 741, 'quota': 49}, {'azionista': 412, 'quota': 51}]",49
4440,Maynard LLC,1996-12-09,"[{'azionista': 869, 'quota': 6}, {'azionista': 741, 'quota': 26}, {'azionista': 840, 'quota': 68}]",97
4441,Newman-Hamilton,1996-08-16,"[{'azionista': 174, 'quota': 37}, {'azionista': 1199, 'quota': 14}, {'azionista': 278, 'quota': 49}]",101
4442,Bradford-Rivera,1999-04-24,"[{'azionista': 528, 'quota': 3}, {'azionista': 1060, 'quota': 2}, {'azionista': 1864, 'quota': 39}, {'azionista': 1947, 'quota': 56}]",4
4443,"Jackson, Walker and Powell",1963-02-18,"[{'azionista': 1253, 'quota': 49}, {'azionista': 1623, 'quota': 51}]",19
4444,Keller-Crawford,1970-01-23,"[{'azionista': 2186, 'quota': 23}, {'azionista': 1589, 'quota': 62}, {'azionista': 2231, 'quota': 15}]",26
4445,Baker-Dixon,1991-10-18,"[{'azionista': 2133, 'quota': 70}, {'azionista': 1625, 'quota': 30}]",20
4446,Greer-Bradley,1968-04-28,"[{'azionista': 832, 'quota': 77}, {'azionista': 2017, 'quota': 23}]",78
4447,Dixon-Molina,1996-04-06,"[{'azionista': 55, 'quota': 91}, {'azionista': 822, 'quota': 9}]",79
4448,Barnes LLC,1997-06-20,"[{'azionista': 224, 'quota': 24}, {'azionista': 1579, 'quota': 76}]",26
4449,"Fisher, Phillips and Barajas",1984-03-05,"[{'azionista': 2338, 'quota': 86}, {'azionista': 1693, 'quota': 14}]",94
4450,"Sharp, Nichols and Carr",1979-02-16,"[{'azionista': 1115, 'quota': 91}, {'azionista': 693, 'quota': 9}]",9
4451,Chang and Sons,1981-04-26,"[{'azionista': 1065, 'quota': 8}, {'azionista': 2175, 'quota': 15}, {'azionista': 1691, 'quota': 77}]",75
4452,Henson-Johnson,1980-07-26,"[{'azionista': 2015, 'quota': 91}, {'azionista': 2220, 'quota': 9}]",67
4453,Martinez-Sanders,1968-12-17,"[{'azionista': 2346, 'quota': 23}, {'azionista': 523, 'quota': 71}, {'azionista': 1997, 'quota': 6}]",23
4454,Harper-Murray,1996-01-27,"[{'azionista': 87, 'quota': 39}, {'azionista': 1975, 'quota': 37}, {'azionista': 779, 'quota': 18}, {'azionista': 1880, 'quota': 6}]",91
4455,Brooks Ltd,1963-12-01,"[{'azionista': 693, 'quota': 97}, {'azionista': 2129, 'quota': 3}]",59
4456,"Porter, Gutierrez and Shelton",1992-10-10,"[{'azionista': 1644, 'quota': 78}, {'azionista': 606, 'quota': 9}, {'azionista': 1358, 'quota': 13}]",3
4457,Abbott PLC,1989-03-12,"[{'azionista': 2284, 'quota': 44}, {'azionista': 1353, 'quota': 32}, {'azionista': 2445, 'quota': 24}]",17
4458,Silva LLC,1987-01-04,"[{'azionista': 231, 'quota': 24}, {'azionista': 1903, 'quota': 34}, {'azionista': 974, 'quota': 42}]",33
4459,Martinez-Powers,1970-02-01,"[{'azionista': 428, 'quota': 41}, {'azionista': 826, 'quota': 59}]",56
4460,Allen-Joseph,1988-09-19,"[{'azionista': 1294, 'quota': 63}, {'azionista': 275, 'quota': 34}, {'azionista': 795, 'quota': 3}]",98
4461,Long and Sons,1968-04-16,"[{'azionista': 373, 'quota': 29}, {'azionista': 2032, 'quota': 13}, {'azionista': 1575, 'quota': 58}]",82
4462,Garza-Wilson,1965-05-19,"[{'azionista': 831, 'quota': 6}, {'azionista': 284, 'quota': 94}]",49
4463,Mcdonald LLC,1988-12-28,"[{'azionista': 936, 'quota': 52}, {'azionista': 932, 'quota': 48}]",48
4464,Gibson and Sons,1988-05-10,"[{'azionista': 619, 'quota': 53}, {'azionista': 1910, 'quota': 4}, {'azionista': 1396, 'quota': 7}, {'azionista': 1101, 'quota': 35}, {'azionista': 496, 'quota': 1}]",101
4465,Hansen PLC,1984-09-07,"[{'azionista': 52, 'quota': 84}, {'azionista': 1327, 'quota': 16}]",71
4466,Fuentes-Mcgee,1981-04-18,"[{'azionista': 217, 'quota': 2}, {'azionista': 193, 'quota': 51}, {'azionista': 1269, 'quota': 47}]",94
4467,Brown PLC,1982-07-16,"[{'azionista': 339, 'quota': 100}]",79
4468,Morales-Benson,1980-02-12,"[{'azionista': 787, 'quota': 76}, {'azionista': 1172, 'quota': 24}]",17
4469,"Schultz, Bean and Jackson",1992-10-09,"[{'azionista': 1205, 'quota': 20}, {'azionista': 621, 'quota': 80}]",81
4470,Dudley and Sons,1978-06-11,"[{'azionista': 1505, 'quota': 96}, {'azionista': 1282, 'quota': 4}]",75
4471,Dodson LLC,1989-12-07,"[{'azionista': 1137, 'quota': 6}, {'azionista': 173, 'quota': 6}, {'azionista': 1468, 'quota': 82}, {'azionista': 2469, 'quota': 6}]",95
4472,Gonzales-Thompson,1981-07-16,"[{'azionista': 1279, 'quota': 69}, {'azionista': 2490, 'quota': 12}, {'azionista': 2051, 'quota': 19}]",74
4473,Lawrence-Murray,1983-12-26,"[{'azionista': 1854, 'quota': 75}, {'azionista': 1650, 'quota': 25}]",23
4474,Kelly Group,1989-09-13,"[{'azionista': 2186, 'quota': 75}, {'azionista': 739, 'quota': 25}]",7
4475,Gray-Castro,1975-07-07,"[{'azionista': 1120, 'quota': 88}, {'azionista': 1681, 'quota': 12}]",64
4476,Marks-Barker,1991-08-22,"[{'azionista': 839, 'quota': 11}, {'azionista': 1544, 'quota': 30}, {'azionista': 76, 'quota': 37}, {'azionista': 58, 'quota': 13}, {'azionista': 2123, 'quota': 9}]",38
4477,Phelps-Romero,1996-07-15,"[{'azionista': 427, 'quota': 70}, {'azionista': 1819, 'quota': 30}]",43
4478,"Haney, Porter and Kaiser",1961-01-23,"[{'azionista': 1047, 'quota': 17}, {'azionista': 418, 'quota': 4}, {'azionista': 1542, 'quota': 45}, {'azionista': 489, 'quota': 34}]",92
4479,"Ford, Mcneil and Walls",1976-08-17,"[{'azionista': 1707, 'quota': 76}, {'azionista': 108, 'quota': 24}]",54
4480,"Coleman, Mckinney and White",1981-11-29,"[{'azionista': 1528, 'quota': 58}, {'azionista': 2079, 'quota': 42}]",18
4481,"Nelson, Parker and Watson",1987-03-26,"[{'azionista': 1300, 'quota': 15}, {'azionista': 396, 'quota': 84}, {'azionista': 151, 'quota': 1}]",102
4482,"Jackson, Ramirez and Erickson",1989-06-07,"[{'azionista': 2049, 'quota': 73}, {'azionista': 1536, 'quota': 15}, {'azionista': 299, 'quota': 9}, {'azionista': 1897, 'quota': 3}]",103
4483,"Smith, Fischer and Newman",1972-10-28,"[{'azionista': 1990, 'quota': 6}, {'azionista': 2157, 'quota': 18}, {'azionista': 1038, 'quota': 62}, {'azionista': 1783, 'quota': 14}]",94
4484,Daniels PLC,1984-02-02,"[{'azionista': 1608, 'quota': 99}, {'azionista': 954, 'quota': 1}]",16
4485,Andersen-Fry,1965-05-18,"[{'azionista': 1832, 'quota': 66}, {'azionista': 2152, 'quota': 34}]",75
4486,Barron Group,1960-04-03,"[{'azionista': 2093, 'quota': 47}, {'azionista': 220, 'quota': 53}]",53
4487,"Briggs, Romero and Diaz",1962-01-29,"[{'azionista': 2286, 'quota': 9}, {'azionista': 2488, 'quota': 10}, {'azionista': 830, 'quota': 73}, {'azionista': 1154, 'quota': 8}]",48
4488,Sutton-Marshall,1972-03-01,"[{'azionista': 1822, 'quota': 37}, {'azionista': 1019, 'quota': 25}, {'azionista': 997, 'quota': 25}, {'azionista': 1381, 'quota': 13}]",39
4489,Tyler-May,1986-12-21,"[{'azionista': 216, 'quota': 10}, {'azionista': 2225, 'quota': 80}, {'azionista': 1542, 'quota': 10}]",98
4490,"Hobbs, Mcmahon and Patterson",1979-02-22,"[{'azionista': 867, 'quota': 5}, {'azionista': 1555, 'quota': 30}, {'azionista': 71, 'quota': 49}, {'azionista': 2487, 'quota': 16}]",24
4491,Riley Inc,1965-11-26,"[{'azionista': 1766, 'quota': 9}, {'azionista': 1832, 'quota': 16}, {'azionista': 1839, 'quota': 72}, {'azionista': 1803, 'quota': 3}]",58
4492,Torres Ltd,1976-09-15,"[{'azionista': 1144, 'quota': 70}, {'azionista': 1428, 'quota': 30}]",64
4493,"Williams, Chaney and Gibson",1974-05-17,"[{'azionista': 1983, 'quota': 7}, {'azionista': 1964, 'quota': 35}, {'azionista': 1664, 'quota': 58}]",55
4494,"White, Barton and Perry",1993-06-02,"[{'azionista': 1306, 'quota': 25}, {'azionista': 769, 'quota': 45}, {'azionista': 412, 'quota': 30}]",21
4495,"Obrien, Mendoza and Hernandez",1996-01-31,"[{'azionista': 586, 'quota': 78}, {'azionista': 2018, 'quota': 17}, {'azionista': 2297, 'quota': 5}]",29
4496,Benjamin-Henderson,1969-07-07,"[{'azionista': 745, 'quota': 83}, {'azionista': 40, 'quota': 17}]",37
4497,"Rogers, Smith and Collins",1975-03-05,"[{'azionista': 1556, 'quota': 38}, {'azionista': 2025, 'quota': 24}, {'azionista': 2382, 'quota': 38}]",31
4498,Mcneil-Barker,1974-08-28,"[{'azionista': 1424, 'quota': 88}, {'azionista': 2083, 'quota': 5}, {'azionista': 752, 'quota': 7}]",46
4499,Bernard PLC,1973-04-18,"[{'azionista': 1413, 'quota': 69}, {'azionista': 1390, 'quota': 31}]",27
4500,Hamilton PLC,1990-12-02,"[{'azionista': 2243, 'quota': 72}, {'azionista': 805, 'quota': 17}, {'azionista': 586, 'quota': 11}]",79
4501,Wilkerson PLC,1968-01-11,"[{'azionista': 369, 'quota': 54}, {'azionista': 159, 'quota': 46}]",40
4502,Lopez-Mack,1975-12-17,"[{'azionista': 1968, 'quota': 83}, {'azionista': 1963, 'quota': 17}]",93
4503,"Brady, Reyes and Thompson",1969-12-23,"[{'azionista': 67, 'quota': 52}, {'azionista': 1368, 'quota': 11}, {'azionista': 131, 'quota': 27}, {'azionista': 1687, 'quota': 10}]",5
4504,Powell-Nash,1980-02-08,"[{'azionista': 1088, 'quota': 11}, {'azionista': 369, 'quota': 49}, {'azionista': 109, 'quota': 21}, {'azionista': 407, 'quota': 19}]",3
4505,Smith-Flowers,1987-09-24,"[{'azionista': 391, 'quota': 14}, {'azionista': 2374, 'quota': 31}, {'azionista': 1795, 'quota': 55}]",67
4506,Morse-French,1995-10-16,"[{'azionista': 1473, 'quota': 71}, {'azionista': 1853, 'quota': 3}, {'azionista': 36, 'quota': 26}]",68
4507,"Little, Wilson and Smith",1964-11-14,"[{'azionista': 2057, 'quota': 63}, {'azionista': 1993, 'quota': 17}, {'azionista': 933, 'quota': 15}, {'azionista': 126, 'quota': 5}]",101
4508,Bennett Inc,1968-08-03,"[{'azionista': 293, 'quota': 30}, {'azionista': 1152, 'quota': 67}, {'azionista': 926, 'quota': 3}]",4
4509,Farmer and Sons,1966-07-31,"[{'azionista': 445, 'quota': 64}, {'azionista': 1124, 'quota': 22}, {'azionista': 2264, 'quota': 14}]",57
4510,Wells-Peterson,1999-07-18,"[{'azionista': 1608, 'quota': 74}, {'azionista': 1856, 'quota': 26}]",34
4511,Stone Inc,1983-02-22,"[{'azionista': 355, 'quota': 28}, {'azionista': 1231, 'quota': 8}, {'azionista': 1541, 'quota': 45}, {'azionista': 1756, 'quota': 19}]",15
4512,Mcfarland Inc,1968-04-03,"[{'azionista': 1237, 'quota': 77}, {'azionista': 1887, 'quota': 23}]",58
4513,"Pittman, Garcia and White",1971-04-30,"[{'azionista': 1212, 'quota': 36}, {'azionista': 890, 'quota': 8}, {'azionista': 1857, 'quota': 43}, {'azionista': 1559, 'quota': 13}]",25
4514,Freeman-Garcia,1965-01-28,"[{'azionista': 842, 'quota': 86}, {'azionista': 2094, 'quota': 14}]",100
4515,"Bradford, Hodges and Atkins",1972-01-01,"[{'azionista': 253, 'quota': 34}, {'azionista': 2218, 'quota': 43}, {'azionista': 1806, 'quota': 23}]",43
4516,Rose Group,1999-11-13,"[{'azionista': 1269, 'quota': 83}, {'azionista': 1172, 'quota': 17}]",55
4517,Jensen-Charles,1974-01-06,"[{'azionista': 2441, 'quota': 4}, {'azionista': 1616, 'quota': 42}, {'azionista': 1949, 'quota': 50}, {'azionista': 412, 'quota': 4}]",69
4518,Miller PLC,1998-08-21,"[{'azionista': 2111, 'quota': 34}, {'azionista': 1119, 'quota': 24}, {'azionista': 1169, 'quota': 42}]",60
4519,Gray Group,1990-03-31,"[{'azionista': 1263, 'quota': 19}, {'azionista': 1291, 'quota': 17}, {'azionista': 1831, 'quota': 18}, {'azionista': 1496, 'quota': 46}]",44
4520,Nunez PLC,1993-06-01,"[{'azionista': 273, 'quota': 12}, {'azionista': 1130, 'quota': 11}, {'azionista': 1241, 'quota': 37}, {'azionista': 965, 'quota': 24}, {'azionista': 152, 'quota': 16}]",11
4521,"Greer, Welch and Valdez",1973-09-22,"[{'azionista': 2488, 'quota': 10}, {'azionista': 1, 'quota': 74}, {'azionista': 1031, 'quota': 16}]",93
4522,Diaz PLC,1962-10-11,"[{'azionista': 565, 'quota': 25}, {'azionista': 1007, 'quota': 29}, {'azionista': 1386, 'quota': 10}, {'azionista': 406, 'quota': 36}]",18
4523,Duncan LLC,1967-01-11,"[{'azionista': 724, 'quota': 62}, {'azionista': 1922, 'quota': 3}, {'azionista': 1053, 'quota': 27}, {'azionista': 734, 'quota': 8}]",34
4524,"Sanchez, Wu and Dennis",1984-05-19,"[{'azionista': 1149, 'quota': 39}, {'azionista': 1400, 'quota': 20}, {'azionista': 1134, 'quota': 14}, {'azionista': 2497, 'quota': 27}]",63
4525,Stark-Hardy,1974-12-05,"[{'azionista': 932, 'quota': 29}, {'azionista': 1208, 'quota': 30}, {'azionista': 1056, 'quota': 41}]",5
4526,"Clark, Stewart and Hernandez",1972-05-25,"[{'azionista': 1360, 'quota': 66}, {'azionista': 1524, 'quota': 34}]",21
4527,Hendrix Group,1976-05-04,"[{'azionista': 1471, 'quota': 94}, {'azionista': 1454, 'quota': 6}]",100
4528,Harris-Blake,1998-05-04,"[{'azionista': 1479, 'quota': 64}, {'azionista': 1605, 'quota': 36}]",89
4529,Rubio Inc,1966-08-04,"[{'azionista': 35, 'quota': 7}, {'azionista': 2423, 'quota': 22}, {'azionista': 831, 'quota': 52}, {'azionista': 1194, 'quota': 19}]",60
4530,"Jackson, Vega and Harris",1973-01-04,"[{'azionista': 267, 'quota': 98}, {'azionista': 1189, 'quota': 2}]",52
4531,"Martin, Hicks and Hancock",1975-09-27,"[{'azionista': 1764, 'quota': 21}, {'azionista': 588, 'quota': 44}, {'azionista': 148, 'quota': 31}, {'azionista': 686, 'quota': 4}]",71
4532,"Booker, Martinez and Weaver",1966-01-10,"[{'azionista': 2301, 'quota': 93}, {'azionista': 1558, 'quota': 7}]",80
4533,Brown Group,1969-05-08,"[{'azionista': 167, 'quota': 54}, {'azionista': 17, 'quota': 46}]",0
4534,Boyd-Williams,1997-11-26,"[{'azionista': 1929, 'quota': 74}, {'azionista': 1892, 'quota': 26}]",30
4535,"Conley, Perkins and Clayton",1988-01-06,"[{'azionista': 1395, 'quota': 8}, {'azionista': 1149, 'quota': 15}, {'azionista': 667, 'quota': 77}]",91
4536,Schneider Group,1970-05-10,"[{'azionista': 844, 'quota': 70}, {'azionista': 1686, 'quota': 21}, {'azionista': 2058, 'quota': 9}]",80
4537,"Parker, Sharp and Lee",1988-11-03,"[{'azionista': 1740, 'quota': 31}, {'azionista': 2091, 'quota': 69}]",55
4538,"Garcia, Weaver and Taylor",1964-10-20,"[{'azionista': 2074, 'quota': 42}, {'azionista': 2464, 'quota': 58}]",27
4539,Jones-Walton,1993-02-15,"[{'azionista': 894, 'quota': 30}, {'azionista': 540, 'quota': 13}, {'azionista': 257, 'quota': 57}]",16
4540,Webster Inc,1967-06-09,"[{'azionista': 2361, 'quota': 55}, {'azionista': 1923, 'quota': 45}]",2
4541,"Briggs, Townsend and Briggs",1968-05-30,"[{'azionista': 1251, 'quota': 95}, {'azionista': 1882, 'quota': 5}]",97
4542,Thomas Inc,1980-07-31,"[{'azionista': 481, 'quota': 17}, {'azionista': 1951, 'quota': 20}, {'azionista': 2412, 'quota': 63}]",61
4543,Sanchez PLC,1967-10-08,"[{'azionista': 790, 'quota': 19}, {'azionista': 413, 'quota': 60}, {'azionista': 462, 'quota': 21}]",32
4544,Butler-Small,1964-11-05,"[{'azionista': 1259, 'quota': 83}, {'azionista': 1984, 'quota': 15}, {'azionista': 48, 'quota': 2}]",90
4545,"Hampton, Craig and Porter",1967-10-22,"[{'azionista': 2492, 'quota': 35}, {'azionista': 846, 'quota': 40}, {'azionista': 313, 'quota': 25}]",33
4546,Harris-Hanson,1994-05-03,"[{'azionista': 67, 'quota': 14}, {'azionista': 1220, 'quota': 58}, {'azionista': 1480, 'quota': 20}, {'azionista': 1114, 'quota': 5}, {'azionista': 1013, 'quota': 3}]",23
4547,Davis LLC,1993-04-09,"[{'azionista': 1751, 'quota': 69}, {'azionista': 1957, 'quota': 5}, {'azionista': 213, 'quota': 15}, {'azionista': 2207, 'quota': 11}]",94
4548,Simpson Ltd,1986-04-18,"[{'azionista': 44, 'quota': 79}, {'azionista': 434, 'quota': 21}]",72
4549,Lopez Inc,1975-11-26,"[{'azionista': 2243, 'quota': 87}, {'azionista': 455, 'quota': 13}]",48
4550,Nelson LLC,1999-03-25,"[{'azionista': 7, 'quota': 13}, {'azionista': 2391, 'quota': 73}, {'azionista': 1128, 'quota': 14}]",3
4551,Taylor-Hester,1972-06-08,"[{'azionista': 1956, 'quota': 87}, {'azionista': 1424, 'quota': 13}]",66
4552,Kim Group,1994-04-18,"[{'azionista': 1353, 'quota': 87}, {'azionista': 859, 'quota': 13}]",92
4553,Maxwell-Stevens,1983-02-09,"[{'azionista': 922, 'quota': 7}, {'azionista': 102, 'quota': 26}, {'azionista': 2013, 'quota': 36}, {'azionista': 1981, 'quota': 31}]",44
4554,Hartman-Beltran,1968-05-19,"[{'azionista': 1479, 'quota': 42}, {'azionista': 2194, 'quota': 56}, {'azionista': 1729, 'quota': 2}]",13
4555,Ramos PLC,1968-08-24,"[{'azionista': 2451, 'quota': 32}, {'azionista': 1397, 'quota': 28}, {'azionista': 149, 'quota': 35}, {'azionista': 1696, 'quota': 5}]",77
