id,nome,data_fondazione,quotazioni,sede
13146,Luna-Turner,1992-11-13,"[{'azionista': 262, 'quota': 79}, {'azionista': 4297, 'quota': 21}]",49
13147,Green Group,1969-09-26,"[{'azionista': 7439, 'quota': 79}, {'azionista': 5522, 'quota': 21}]",11
13148,Foster-Hendricks,1962-05-31,"[{'azionista': 2250, 'quota': 33}, {'azionista': 5130, 'quota': 67}]",102
13149,Hicks-Thompson,1972-07-23,"[{'azionista': 6053, 'quota': 23}, {'azionista': 4882, 'quota': 37}, {'azionista': 1046, 'quota': 10}, {'azionista': 6929, 'quota': 30}]",98
13150,Clark-Clark,1989-06-18,"[{'azionista': 5185, 'quota': 13}, {'azionista': 1109, 'quota': 87}]",42
13151,Davis LLC,1971-06-27,"[{'azionista': 1472, 'quota': 77}, {'azionista': 4980, 'quota': 23}]",5
13152,Taylor-Johnson,1973-01-23,"[{'azionista': 2047, 'quota': 99}, {'azionista': 5707, 'quota': 1}]",20
13153,Doyle and Sons,1984-02-08,"[{'azionista': 6684, 'quota': 92}, {'azionista': 1123, 'quota': 8}]",27
13154,Williams-Buck,1974-02-14,"[{'azionista': 1083, 'quota': 34}, {'azionista': 253, 'quota': 18}, {'azionista': 4697, 'quota': 48}]",88
13155,"Jones, Fletcher and Everett",1996-06-26,"[{'azionista': 4184, 'quota': 74}, {'azionista': 1606, 'quota': 26}]",59
13156,"Mason, Bennett and Nolan",1974-03-31,"[{'azionista': 1030, 'quota': 56}, {'azionista': 6120, 'quota': 44}]",102
13157,"Warren, Forbes and Adams",1966-06-28,"[{'azionista': 1369, 'quota': 29}, {'azionista': 4662, 'quota': 47}, {'azionista': 4227, 'quota': 24}]",50
13158,"Williams, Lucas and Brown",1986-12-20,"[{'azionista': 1531, 'quota': 64}, {'azionista': 6264, 'quota': 5}, {'azionista': 853, 'quota': 31}]",45
13159,Duncan Ltd,1978-05-30,"[{'azionista': 5335, 'quota': 13}, {'azionista': 5864, 'quota': 47}, {'azionista': 5414, 'quota': 40}]",37
13160,Kelley-Porter,1996-11-29,"[{'azionista': 2527, 'quota': 90}, {'azionista': 3785, 'quota': 8}, {'azionista': 1800, 'quota': 2}]",25
13161,"Smith, Jensen and Peters",1998-09-05,"[{'azionista': 6124, 'quota': 26}, {'azionista': 7378, 'quota': 60}, {'azionista': 6331, 'quota': 14}]",80
13162,Krueger PLC,1963-01-14,"[{'azionista': 2978, 'quota': 42}, {'azionista': 1294, 'quota': 58}]",90
13163,"Rhodes, Williams and Reynolds",1986-04-04,"[{'azionista': 328, 'quota': 32}, {'azionista': 3460, 'quota': 4}, {'azionista': 2735, 'quota': 64}]",34
13164,Gutierrez and Sons,1986-02-27,"[{'azionista': 51, 'quota': 34}, {'azionista': 7290, 'quota': 58}, {'azionista': 7260, 'quota': 8}]",78
13165,"Hickman, Maldonado and Velazquez",1998-01-13,"[{'azionista': 3065, 'quota': 34}, {'azionista': 476, 'quota': 4}, {'azionista': 5824, 'quota': 62}]",53
13166,Collins Inc,1996-05-11,"[{'azionista': 5034, 'quota': 75}, {'azionista': 5440, 'quota': 25}]",63
13167,Davis Group,1979-05-02,"[{'azionista': 2291, 'quota': 86}, {'azionista': 6127, 'quota': 14}]",93
13168,Compton LLC,1965-08-21,"[{'azionista': 5432, 'quota': 30}, {'azionista': 1442, 'quota': 37}, {'azionista': 3479, 'quota': 33}]",6
13169,"Whitney, Johnson and Chavez",1960-02-17,"[{'azionista': 1947, 'quota': 82}, {'azionista': 5805, 'quota': 18}]",38
13170,"Williams, Park and Thomas",1970-03-22,"[{'azionista': 3738, 'quota': 80}, {'azionista': 1248, 'quota': 20}]",55
13171,Mccarty-Patel,1971-03-08,"[{'azionista': 2804, 'quota': 56}, {'azionista': 1828, 'quota': 44}]",80
13172,Mason PLC,1995-05-15,"[{'azionista': 268, 'quota': 2}, {'azionista': 585, 'quota': 88}, {'azionista': 5910, 'quota': 10}]",68
13173,Lang-Stevenson,1974-03-05,"[{'azionista': 3638, 'quota': 60}, {'azionista': 571, 'quota': 34}, {'azionista': 1739, 'quota': 6}]",87
13174,Thompson-Hoffman,1977-09-12,"[{'azionista': 5934, 'quota': 89}, {'azionista': 3917, 'quota': 11}]",12
13175,Nichols-Collier,1989-11-27,"[{'azionista': 1419, 'quota': 18}, {'azionista': 3194, 'quota': 82}]",51
13176,Landry PLC,1977-06-24,"[{'azionista': 5444, 'quota': 98}, {'azionista': 3757, 'quota': 2}]",24
13177,Sullivan-Martinez,1992-07-19,"[{'azionista': 6244, 'quota': 1}, {'azionista': 7346, 'quota': 98}, {'azionista': 939, 'quota': 1}]",2
13178,Martin-Brown,1984-09-19,"[{'azionista': 7372, 'quota': 44}, {'azionista': 394, 'quota': 16}, {'azionista': 372, 'quota': 40}]",90
13179,"Marquez, Huffman and Diaz",1962-05-24,"[{'azionista': 279, 'quota': 81}, {'azionista': 3412, 'quota': 19}]",19
13180,Shelton LLC,1971-04-30,"[{'azionista': 7147, 'quota': 84}, {'azionista': 2223, 'quota': 16}]",81
13181,"Perez, Bennett and Ramirez",1960-04-06,"[{'azionista': 4117, 'quota': 75}, {'azionista': 6855, 'quota': 25}]",60
13182,Malone-Ryan,1985-08-05,"[{'azionista': 5137, 'quota': 95}, {'azionista': 2014, 'quota': 5}]",24
13183,Terry-Walker,1974-02-02,"[{'azionista': 729, 'quota': 59}, {'azionista': 3093, 'quota': 15}, {'azionista': 4034, 'quota': 6}, {'azionista': 4718, 'quota': 20}]",54
13184,Small Inc,1991-08-02,"[{'azionista': 4665, 'quota': 31}, {'azionista': 918, 'quota': 41}, {'azionista': 7058, 'quota': 28}]",75
13185,Mcneil-Duncan,1999-08-22,"[{'azionista': 1084, 'quota': 25}, {'azionista': 6401, 'quota': 9}, {'azionista': 1657, 'quota': 36}, {'azionista': 5223, 'quota': 30}]",27
13186,Mendez PLC,1973-12-11,"[{'azionista': 354, 'quota': 24}, {'azionista': 4562, 'quota': 58}, {'azionista': 3993, 'quota': 18}]",62
13187,"Mccarthy, Burns and Simpson",1968-11-30,"[{'azionista': 2569, 'quota': 72}, {'azionista': 4333, 'quota': 25}, {'azionista': 865, 'quota': 3}]",60
13188,Copeland-Atkins,1991-07-29,"[{'azionista': 7344, 'quota': 6}, {'azionista': 4199, 'quota': 89}, {'azionista': 5935, 'quota': 5}]",40
13189,Shepherd LLC,1988-06-15,"[{'azionista': 7090, 'quota': 74}, {'azionista': 50, 'quota': 17}, {'azionista': 4001, 'quota': 7}, {'azionista': 219, 'quota': 2}]",32
13190,Dodson-Reyes,1964-09-08,"[{'azionista': 3342, 'quota': 28}, {'azionista': 2350, 'quota': 60}, {'azionista': 2390, 'quota': 6}, {'azionista': 2040, 'quota': 6}]",80
13191,Oneill and Sons,1960-09-05,"[{'azionista': 1649, 'quota': 2}, {'azionista': 5607, 'quota': 74}, {'azionista': 6310, 'quota': 24}]",85
13192,Cooper LLC,1994-06-18,"[{'azionista': 6387, 'quota': 59}, {'azionista': 7496, 'quota': 41}]",77
13193,"Miller, Phillips and Moreno",1978-06-03,"[{'azionista': 2833, 'quota': 34}, {'azionista': 6279, 'quota': 14}, {'azionista': 2708, 'quota': 52}]",95
13194,Joseph and Sons,1977-08-20,"[{'azionista': 5564, 'quota': 36}, {'azionista': 5930, 'quota': 46}, {'azionista': 7475, 'quota': 14}, {'azionista': 6775, 'quota': 4}]",50
13195,"Reeves, Flores and Smith",1973-12-26,"[{'azionista': 1245, 'quota': 71}, {'azionista': 484, 'quota': 10}, {'azionista': 5646, 'quota': 19}]",27
13196,Wilson-Ellis,1998-06-06,"[{'azionista': 6154, 'quota': 25}, {'azionista': 3952, 'quota': 39}, {'azionista': 2619, 'quota': 36}]",39
13197,Phillips-Olsen,1976-04-13,"[{'azionista': 6594, 'quota': 64}, {'azionista': 2221, 'quota': 6}, {'azionista': 3606, 'quota': 30}]",92
13198,Wilson LLC,1960-10-26,"[{'azionista': 1527, 'quota': 2}, {'azionista': 408, 'quota': 32}, {'azionista': 3422, 'quota': 16}, {'azionista': 5503, 'quota': 50}]",96
13199,Austin Inc,1961-08-25,"[{'azionista': 3711, 'quota': 40}, {'azionista': 890, 'quota': 3}, {'azionista': 7119, 'quota': 57}]",84
13200,Wood-Potts,1989-01-27,"[{'azionista': 3522, 'quota': 8}, {'azionista': 1188, 'quota': 20}, {'azionista': 4540, 'quota': 20}, {'azionista': 6189, 'quota': 52}]",84
13201,Santana-Dillon,1979-10-11,"[{'azionista': 6480, 'quota': 78}, {'azionista': 5304, 'quota': 22}]",26
13202,Davis and Sons,1996-06-07,"[{'azionista': 2353, 'quota': 49}, {'azionista': 4471, 'quota': 51}]",43
13203,"Norris, Thompson and Patterson",1979-03-02,"[{'azionista': 1907, 'quota': 14}, {'azionista': 1253, 'quota': 86}]",47
13204,Baxter-Gordon,1998-12-12,"[{'azionista': 1214, 'quota': 92}, {'azionista': 1464, 'quota': 8}]",66
13205,"Andersen, Anderson and Thomas",1974-06-23,"[{'azionista': 2464, 'quota': 97}, {'azionista': 4717, 'quota': 3}]",63
13206,Walker Group,1974-04-27,"[{'azionista': 2783, 'quota': 10}, {'azionista': 1111, 'quota': 86}, {'azionista': 4611, 'quota': 4}]",83
13207,Hill Ltd,1961-04-30,"[{'azionista': 6833, 'quota': 15}, {'azionista': 2638, 'quota': 78}, {'azionista': 6049, 'quota': 7}]",43
13208,Castro-Wilson,1978-11-11,"[{'azionista': 1421, 'quota': 92}, {'azionista': 900, 'quota': 8}]",27
13209,Cuevas-Medina,1966-02-01,"[{'azionista': 2484, 'quota': 72}, {'azionista': 6005, 'quota': 28}]",45
13210,"Conley, Howard and Morgan",1965-09-16,"[{'azionista': 5, 'quota': 7}, {'azionista': 2460, 'quota': 45}, {'azionista': 1666, 'quota': 48}]",38
13211,Cox-Jones,1988-01-21,"[{'azionista': 856, 'quota': 83}, {'azionista': 3035, 'quota': 17}]",25
13212,Thomas-Blair,1969-11-08,"[{'azionista': 4506, 'quota': 88}, {'azionista': 7364, 'quota': 12}]",48
13213,Delgado Ltd,1988-05-22,"[{'azionista': 2833, 'quota': 61}, {'azionista': 5133, 'quota': 18}, {'azionista': 2616, 'quota': 21}]",87
13214,"Cochran, Martinez and Miller",1966-07-25,"[{'azionista': 3327, 'quota': 58}, {'azionista': 2651, 'quota': 19}, {'azionista': 3175, 'quota': 23}]",64
13215,Henry-Patterson,1978-04-03,"[{'azionista': 3150, 'quota': 95}, {'azionista': 4064, 'quota': 5}]",4
13216,"Robinson, Kelley and Higgins",1996-09-15,"[{'azionista': 5982, 'quota': 69}, {'azionista': 1571, 'quota': 31}]",52
13217,Murphy-Ellis,1972-01-05,"[{'azionista': 7406, 'quota': 58}, {'azionista': 3463, 'quota': 42}]",52
13218,"Walters, Miller and Woods",1964-10-13,"[{'azionista': 7100, 'quota': 85}, {'azionista': 5056, 'quota': 11}, {'azionista': 2285, 'quota': 4}]",35
13219,"Miller, Day and Mata",1995-03-07,"[{'azionista': 6068, 'quota': 89}, {'azionista': 4526, 'quota': 11}]",25
13220,"Yoder, Perkins and Wilson",1982-08-12,"[{'azionista': 3917, 'quota': 51}, {'azionista': 1020, 'quota': 49}]",28
13221,Novak-Gonzales,1964-10-19,"[{'azionista': 4600, 'quota': 61}, {'azionista': 3940, 'quota': 39}]",93
13222,"Robbins, Garcia and Zhang",1967-08-15,"[{'azionista': 7043, 'quota': 4}, {'azionista': 3476, 'quota': 30}, {'azionista': 6221, 'quota': 43}, {'azionista': 4521, 'quota': 22}, {'azionista': 5676, 'quota': 1}]",65
13223,Murphy-Garcia,1983-03-27,"[{'azionista': 4005, 'quota': 98}, {'azionista': 33, 'quota': 2}]",75
13224,Davis PLC,1989-05-31,"[{'azionista': 2238, 'quota': 91}, {'azionista': 7368, 'quota': 9}]",75
13225,Reyes Inc,1987-10-11,"[{'azionista': 2803, 'quota': 29}, {'azionista': 7178, 'quota': 19}, {'azionista': 2243, 'quota': 52}]",51
13226,Jimenez-Henson,1967-06-24,"[{'azionista': 7263, 'quota': 49}, {'azionista': 6783, 'quota': 34}, {'azionista': 6702, 'quota': 17}]",34
13227,Johnson LLC,1997-07-11,"[{'azionista': 5301, 'quota': 29}, {'azionista': 1812, 'quota': 71}]",69
13228,Dennis-Preston,1997-06-22,"[{'azionista': 453, 'quota': 46}, {'azionista': 2374, 'quota': 54}]",87
13229,"Mahoney, Nunez and Kirby",1983-07-05,"[{'azionista': 718, 'quota': 53}, {'azionista': 171, 'quota': 40}, {'azionista': 6729, 'quota': 7}]",58
13230,Ferguson and Sons,1960-01-08,"[{'azionista': 3483, 'quota': 35}, {'azionista': 3833, 'quota': 52}, {'azionista': 7100, 'quota': 13}]",53
13231,Taylor-Hernandez,1977-12-17,"[{'azionista': 3528, 'quota': 14}, {'azionista': 5402, 'quota': 75}, {'azionista': 2117, 'quota': 11}]",72
13232,Davis-Brown,1965-10-09,"[{'azionista': 5244, 'quota': 48}, {'azionista': 581, 'quota': 52}]",45
13233,Hayes-Jones,1980-01-19,"[{'azionista': 5538, 'quota': 95}, {'azionista': 3141, 'quota': 5}]",26
13234,Parker-Collins,1986-12-11,"[{'azionista': 5382, 'quota': 35}, {'azionista': 3371, 'quota': 65}]",30
13235,Schmidt-Russell,1977-08-10,"[{'azionista': 7213, 'quota': 16}, {'azionista': 1297, 'quota': 23}, {'azionista': 1258, 'quota': 40}, {'azionista': 6223, 'quota': 21}]",5
13236,"Galvan, Day and Wagner",1998-05-08,"[{'azionista': 2432, 'quota': 96}, {'azionista': 4463, 'quota': 4}]",85
13237,"Smith, Ingram and Arnold",1974-11-10,"[{'azionista': 4948, 'quota': 6}, {'azionista': 7107, 'quota': 39}, {'azionista': 2332, 'quota': 55}]",72
13238,Carr-Gonzalez,1997-02-11,"[{'azionista': 2934, 'quota': 41}, {'azionista': 3455, 'quota': 59}]",6
13239,"Carter, Taylor and Briggs",1995-06-07,"[{'azionista': 2592, 'quota': 25}, {'azionista': 4998, 'quota': 66}, {'azionista': 546, 'quota': 9}]",47
13240,Pierce LLC,1999-08-20,"[{'azionista': 2537, 'quota': 57}, {'azionista': 1091, 'quota': 9}, {'azionista': 3172, 'quota': 30}, {'azionista': 229, 'quota': 4}]",22
13241,Berg-Keith,1973-06-18,"[{'azionista': 2839, 'quota': 77}, {'azionista': 2849, 'quota': 23}]",18
13242,Baker Ltd,1961-02-21,"[{'azionista': 4265, 'quota': 38}, {'azionista': 678, 'quota': 46}, {'azionista': 7298, 'quota': 16}]",64
13243,Jones-Smith,1987-04-23,"[{'azionista': 6420, 'quota': 32}, {'azionista': 4677, 'quota': 68}]",89
13244,Smith Group,1981-07-13,"[{'azionista': 7255, 'quota': 75}, {'azionista': 1943, 'quota': 25}]",12
13245,Mitchell-Welch,1991-01-24,"[{'azionista': 3172, 'quota': 46}, {'azionista': 4788, 'quota': 40}, {'azionista': 565, 'quota': 14}]",46
13246,Cunningham and Sons,1962-06-06,"[{'azionista': 5585, 'quota': 54}, {'azionista': 5670, 'quota': 46}]",72
13247,Shepard Ltd,1984-02-18,"[{'azionista': 7470, 'quota': 83}, {'azionista': 5018, 'quota': 17}]",62
13248,"Payne, Riddle and Wright",1980-12-17,"[{'azionista': 7308, 'quota': 36}, {'azionista': 7317, 'quota': 24}, {'azionista': 5287, 'quota': 40}]",62
13249,Barron Ltd,1977-02-06,"[{'azionista': 5317, 'quota': 31}, {'azionista': 870, 'quota': 69}]",62
13250,"West, Wilson and Keller",1967-02-22,"[{'azionista': 5855, 'quota': 83}, {'azionista': 3215, 'quota': 17}]",81
13251,Holloway Ltd,1965-06-13,"[{'azionista': 3620, 'quota': 45}, {'azionista': 3291, 'quota': 55}]",79
13252,Mcfarland PLC,1994-11-24,"[{'azionista': 713, 'quota': 82}, {'azionista': 2577, 'quota': 14}, {'azionista': 6020, 'quota': 4}]",58
13253,Hill-Collier,1986-05-10,"[{'azionista': 1559, 'quota': 10}, {'azionista': 4034, 'quota': 26}, {'azionista': 6087, 'quota': 64}]",42
13254,"Hester, Robinson and Hernandez",1965-03-10,"[{'azionista': 7102, 'quota': 90}, {'azionista': 5067, 'quota': 10}]",65
13255,Rivas-Green,1980-04-15,"[{'azionista': 3693, 'quota': 33}, {'azionista': 1214, 'quota': 45}, {'azionista': 6160, 'quota': 22}]",25
13256,Ali and Sons,1963-05-08,"[{'azionista': 813, 'quota': 99}, {'azionista': 6250, 'quota': 1}]",92
13257,"Wise, Wilson and Carter",1987-05-13,"[{'azionista': 4062, 'quota': 93}, {'azionista': 3651, 'quota': 7}]",92
13258,Weber-Foster,1985-09-22,"[{'azionista': 4073, 'quota': 56}, {'azionista': 7072, 'quota': 44}]",81
13259,Young-Watson,1988-02-06,"[{'azionista': 2065, 'quota': 21}, {'azionista': 3469, 'quota': 68}, {'azionista': 3167, 'quota': 11}]",0
13260,"Johnson, Collier and Stevenson",1996-01-23,"[{'azionista': 5644, 'quota': 10}, {'azionista': 2909, 'quota': 85}, {'azionista': 1513, 'quota': 5}]",50
13261,Mcneil-Butler,1972-11-09,"[{'azionista': 4719, 'quota': 32}, {'azionista': 962, 'quota': 27}, {'azionista': 4231, 'quota': 41}]",51
13262,Bell and Sons,1976-09-09,"[{'azionista': 5730, 'quota': 48}, {'azionista': 2236, 'quota': 18}, {'azionista': 800, 'quota': 24}, {'azionista': 3319, 'quota': 10}]",24
13263,"Wells, Hawkins and George",1999-09-10,"[{'azionista': 701, 'quota': 48}, {'azionista': 3620, 'quota': 52}]",86
13264,Johnson LLC,1972-09-10,"[{'azionista': 6214, 'quota': 3}, {'azionista': 4638, 'quota': 81}, {'azionista': 4607, 'quota': 16}]",8
13265,"Rogers, Stewart and Howe",1979-09-24,"[{'azionista': 6434, 'quota': 95}, {'azionista': 4015, 'quota': 5}]",66
13266,Faulkner-Nelson,1969-12-19,"[{'azionista': 5739, 'quota': 72}, {'azionista': 2763, 'quota': 28}]",31
13267,Garcia Group,1981-01-29,"[{'azionista': 4062, 'quota': 73}, {'azionista': 2892, 'quota': 27}]",1
13268,Mcgrath Inc,1986-04-15,"[{'azionista': 4955, 'quota': 60}, {'azionista': 5936, 'quota': 13}, {'azionista': 5597, 'quota': 27}]",7
13269,Torres-Russell,1975-07-08,"[{'azionista': 5401, 'quota': 60}, {'azionista': 6195, 'quota': 40}]",73
13270,Howard Ltd,1962-07-09,"[{'azionista': 3731, 'quota': 97}, {'azionista': 6392, 'quota': 3}]",85
13271,Brown-Miles,1963-04-25,"[{'azionista': 4249, 'quota': 63}, {'azionista': 2808, 'quota': 37}]",34
13272,Vazquez Ltd,1984-04-27,"[{'azionista': 4414, 'quota': 69}, {'azionista': 641, 'quota': 31}]",78
13273,Adams-Simon,1997-07-17,"[{'azionista': 753, 'quota': 28}, {'azionista': 2328, 'quota': 12}, {'azionista': 2506, 'quota': 60}]",75
13274,Cortez-Chambers,1964-06-12,"[{'azionista': 2830, 'quota': 8}, {'azionista': 6776, 'quota': 65}, {'azionista': 6625, 'quota': 27}]",17
13275,Davis-Washington,1966-06-20,"[{'azionista': 5935, 'quota': 85}, {'azionista': 787, 'quota': 15}]",77
13276,Palmer-Alvarez,1981-01-18,"[{'azionista': 980, 'quota': 21}, {'azionista': 1886, 'quota': 77}, {'azionista': 2919, 'quota': 2}]",13
13277,Moore Group,1977-04-12,"[{'azionista': 1237, 'quota': 58}, {'azionista': 2198, 'quota': 25}, {'azionista': 3156, 'quota': 17}]",92
13278,Mejia Inc,1973-07-07,"[{'azionista': 763, 'quota': 4}, {'azionista': 5921, 'quota': 20}, {'azionista': 236, 'quota': 73}, {'azionista': 2679, 'quota': 3}]",42
13279,Day-Sullivan,1979-01-29,"[{'azionista': 5698, 'quota': 71}, {'azionista': 3644, 'quota': 29}]",19
13280,Duran Inc,1998-05-14,"[{'azionista': 2200, 'quota': 67}, {'azionista': 1556, 'quota': 33}]",84
13281,Roman-Solomon,1969-07-19,"[{'azionista': 2862, 'quota': 30}, {'azionista': 2012, 'quota': 9}, {'azionista': 4295, 'quota': 45}, {'azionista': 890, 'quota': 16}]",19
13282,Rhodes and Sons,1997-02-27,"[{'azionista': 4696, 'quota': 93}, {'azionista': 3439, 'quota': 7}]",2
13283,Carter PLC,1986-08-08,"[{'azionista': 2980, 'quota': 10}, {'azionista': 1796, 'quota': 5}, {'azionista': 1181, 'quota': 53}, {'azionista': 4904, 'quota': 4}, {'azionista': 1627, 'quota': 28}]",97
13284,"Spencer, Scott and Green",1996-12-02,"[{'azionista': 740, 'quota': 18}, {'azionista': 6573, 'quota': 82}]",9
13285,"Pierce, Summers and Summers",1985-01-16,"[{'azionista': 795, 'quota': 27}, {'azionista': 558, 'quota': 73}]",87
13286,Rodriguez-Taylor,1993-05-11,"[{'azionista': 4887, 'quota': 11}, {'azionista': 2491, 'quota': 35}, {'azionista': 5875, 'quota': 54}]",58
13287,"Brown, Odonnell and Baker",1995-06-24,"[{'azionista': 6635, 'quota': 80}, {'azionista': 4416, 'quota': 20}]",0
13288,"Phillips, Dyer and Matthews",1982-07-16,"[{'azionista': 1645, 'quota': 57}, {'azionista': 2458, 'quota': 43}]",84
13289,Campos Ltd,1961-09-10,"[{'azionista': 3887, 'quota': 94}, {'azionista': 4599, 'quota': 6}]",92
13290,"Manning, Sanchez and Anderson",1963-08-06,"[{'azionista': 4303, 'quota': 83}, {'azionista': 6843, 'quota': 17}]",89
13291,Gonzales-Peterson,1976-04-23,"[{'azionista': 2759, 'quota': 87}, {'azionista': 2760, 'quota': 13}]",43
13292,"Rivera, Burns and Brooks",1998-09-01,"[{'azionista': 4674, 'quota': 86}, {'azionista': 5320, 'quota': 14}]",11
13293,"Sanchez, Edwards and Mills",1988-12-10,"[{'azionista': 2309, 'quota': 65}, {'azionista': 4992, 'quota': 7}, {'azionista': 7301, 'quota': 9}, {'azionista': 5615, 'quota': 19}]",6
13294,Mcdonald-Mcdonald,1965-09-03,"[{'azionista': 6486, 'quota': 27}, {'azionista': 5543, 'quota': 68}, {'azionista': 461, 'quota': 5}]",30
13295,Williams and Sons,1971-10-11,"[{'azionista': 6998, 'quota': 63}, {'azionista': 1744, 'quota': 37}]",29
13296,Stephens-Mckenzie,1978-10-31,"[{'azionista': 4340, 'quota': 98}, {'azionista': 4909, 'quota': 2}]",25
13297,"Knight, Moody and Johnson",1980-12-18,"[{'azionista': 3436, 'quota': 28}, {'azionista': 985, 'quota': 41}, {'azionista': 862, 'quota': 31}]",38
13298,"Valentine, Bennett and Smith",1993-10-27,"[{'azionista': 766, 'quota': 19}, {'azionista': 4410, 'quota': 37}, {'azionista': 1973, 'quota': 44}]",61
13299,"Kim, Edwards and Miller",1980-04-29,"[{'azionista': 4274, 'quota': 13}, {'azionista': 4364, 'quota': 60}, {'azionista': 525, 'quota': 5}, {'azionista': 6877, 'quota': 22}]",42
13300,"Porter, Brown and Day",1992-06-02,"[{'azionista': 1522, 'quota': 50}, {'azionista': 4383, 'quota': 50}]",93
13301,Williams-Tyler,1988-08-22,"[{'azionista': 5440, 'quota': 97}, {'azionista': 732, 'quota': 3}]",74
13302,Ortiz PLC,1963-04-30,"[{'azionista': 4994, 'quota': 60}, {'azionista': 6215, 'quota': 4}, {'azionista': 6074, 'quota': 36}]",39
13303,Martinez-Barber,1982-10-09,"[{'azionista': 1501, 'quota': 87}, {'azionista': 7367, 'quota': 13}]",98
13304,Moses PLC,1969-01-28,"[{'azionista': 7457, 'quota': 46}, {'azionista': 7368, 'quota': 10}, {'azionista': 2056, 'quota': 20}, {'azionista': 2070, 'quota': 24}]",40
13305,Rosario-West,1968-11-07,"[{'azionista': 4417, 'quota': 100}]",17
13306,Mullins-Montgomery,1991-08-16,"[{'azionista': 1250, 'quota': 39}, {'azionista': 1812, 'quota': 33}, {'azionista': 3998, 'quota': 28}]",58
13307,Finley Inc,1970-09-19,"[{'azionista': 328, 'quota': 3}, {'azionista': 927, 'quota': 66}, {'azionista': 4730, 'quota': 31}]",73
13308,"Flores, Lopez and Mccann",1971-01-29,"[{'azionista': 1288, 'quota': 92}, {'azionista': 2501, 'quota': 8}]",18
13309,Roberts-Juarez,1983-12-05,"[{'azionista': 5908, 'quota': 77}, {'azionista': 4916, 'quota': 10}, {'azionista': 7379, 'quota': 13}]",84
13310,Rogers-Brown,1997-02-21,"[{'azionista': 1908, 'quota': 91}, {'azionista': 1067, 'quota': 9}]",92
