azienda,azionista,quota,ubo
205,6062,17,0,
205,8571,5,0,
206,4157,98,0,
206,4748,2,0,
207,8084,81,0,
207,4929,15,0,
207,5872,4,0,
208,7986,71,0,
208,4870,29,0,
209,5456,60,0,
209,7124,40,0,
210,7852,31,0,
210,7036,68,0,
210,4852,1,0,
211,7484,53,0,
211,4014,34,0,
211,3867,13,0,
212,6036,19,0,
212,6926,33,0,
212,6391,48,0,
213,8641,64,0,
213,4324,4,0,
213,8520,26,0,
213,3939,6,0,
214,6405,89,0,
214,7984,11,0,
215,5828,65,0,
215,8101,14,0,
215,5152,21,0,
216,8204,62,0,
216,4194,14,0,
216,8118,24,0,
217,7384,28,0,
217,6500,33,0,
217,5810,39,0,
218,8734,36,0,
218,5115,33,0,
218,8186,17,0,
218,8229,14,0,
219,4511,71,0,
219,8347,21,0,
219,5746,8,0,
220,7746,82,0,
220,5578,18,0,
221,6480,65,0,
221,4748,26,0,
221,6867,5,0,
221,8729,4,0,
222,5187,63,0,
222,5565,37,0,
223,5644,36,0,
223,4472,64,0,
224,7151,66,0,
224,5264,28,0,
224,6227,6,0,
225,8421,12,0,
225,6106,48,0,
225,5667,40,0,
226,5200,44,0,
226,6814,25,0,
226,4259,31,0,
227,4074,1,0,
227,6792,91,0,
227,4407,8,0,
228,4985,49,0,
228,7949,48,0,
228,3946,3,0,
229,7981,48,0,
229,7841,6,0,
229,6083,41,0,
229,4563,5,0,
230,6930,23,0,
230,8599,77,0,
231,8239,40,0,
231,8342,22,0,
231,6611,38,0,
232,5894,40,0,
232,8575,59,0,
232,4449,1,0,
233,7961,1,0,
233,7156,16,0,
233,8693,61,0,
233,4644,22,0,
234,6921,64,0,
234,4800,2,0,
234,5138,34,0,
235,8503,25,0,
235,7916,9,0,
235,8626,42,0,
235,5801,24,0,
236,5716,5,0,
236,4483,82,0,
236,7008,13,0,
237,5269,23,0,
237,4748,77,0,
238,8111,100,0,
239,5466,13,0,
239,6895,71,0,
239,5889,16,0,
240,5888,15,0,
240,8686,41,0,
240,6387,44,0,
241,4200,5,0,
241,3848,83,0,
241,8076,7,0,
241,7911,5,0,
242,4477,50,0,
242,7935,12,0,
242,5631,38,0,
243,8333,93,0,
243,5057,6,0,
243,7133,1,0,
244,6787,20,0,
244,7863,80,0,
245,5063,71,0,
245,5805,29,0,
246,6235,44,0,
246,7088,13,0,
246,8034,43,0,
247,6746,39,0,
247,7319,61,0,
248,8732,15,0,
248,4132,82,0,
248,8388,3,0,
249,4256,33,0,
249,7874,60,0,
249,7552,7,0,
250,4381,26,0,
250,6827,74,0,
251,6802,75,0,
251,8576,12,0,
251,5186,4,0,
251,7326,9,0,
252,3949,62,0,
252,8017,38,0,
253,8576,57,0,
253,4356,42,0,
253,6988,1,0,
254,7837,13,0,
254,7214,73,0,
254,6868,2,0,
254,8593,12,0,
255,7478,61,0,
255,7456,39,0,
256,7277,10,0,
256,6821,89,0,
256,8506,1,0,
257,5908,97,0,
257,8679,3,0,
258,7040,30,0,
258,8349,59,0,
258,6678,11,0,
259,5185,3,0,
259,6960,35,0,
259,6421,27,0,
259,8495,21,0,
259,8177,14,0,
260,4885,70,0,
260,6786,17,0,
260,6050,13,0,
261,4937,32,0,
261,7752,33,0,
261,4043,35,0,
262,7458,6,0,
262,7990,32,0,
262,5119,62,0,
263,5271,13,0,
263,4932,87,0,
264,6211,35,0,
264,7270,46,0,
264,4420,19,0,
265,4430,7,0,
265,6548,16,0,
265,6799,8,0,
265,8370,69,0,
266,8366,55,0,
266,7935,35,0,
266,6383,10,0,
267,5913,61,0,
267,8601,39,0,
268,7581,20,0,
268,4729,40,0,
268,5261,40,0,
269,5857,60,0,
269,4953,40,0,
270,6777,37,0,
270,3964,63,0,
271,7307,43,0,
271,5702,57,0,
272,4720,50,0,
272,6194,40,0,
272,5537,10,0,
273,6616,1,0,
273,6283,37,0,
273,4190,46,0,
273,4055,16,0,
274,4702,63,0,
274,5410,37,0,
275,6980,16,0,
275,8179,38,0,
275,5930,41,0,
275,4208,5,0,
276,4059,30,0,
276,5532,47,0,
276,4513,23,0,
277,4481,46,0,
277,8618,54,0,
278,3956,76,0,
278,8653,2,0,
278,4035,22,0,
279,5960,26,0,
279,7092,26,0,
279,8071,48,0,
280,5752,16,0,
280,5784,63,0,
280,3857,21,0,
281,5375,92,0,
281,7985,8,0,
282,5731,92,0,
282,4841,7,0,
282,8133,1,0,
283,6201,26,0,
283,5120,53,0,
283,8018,21,0,
284,5563,75,0,
284,8094,18,0,
284,5577,7,0,
285,3776,72,0,
285,6782,28,0,
286,5103,73,0,
286,7561,17,0,
286,8005,10,0,
287,5556,77,0,
287,8737,23,0,
288,5232,57,0,
288,5868,4,0,
288,8720,39,0,
289,8680,45,0,
289,6154,9,0,
289,6444,15,0,
289,4711,31,0,
290,4366,99,0,
290,4974,1,0,
291,6377,96,0,
291,7928,4,0,
292,4909,80,0,
292,5539,20,0,
293,3913,39,0,
293,6814,61,0,
294,6340,42,0,
294,6851,58,0,
295,5491,93,0,
295,4205,7,0,
296,8394,63,0,
296,7852,37,0,
297,6606,20,0,
297,5667,80,0,
298,5348,12,0,
298,5064,39,0,
298,3838,49,0,
299,5572,83,0,
299,8142,17,0,
300,5120,34,0,
300,7741,63,0,
300,6782,3,0,
301,6658,76,0,
301,5561,24,0,
302,4628,37,0,
302,6992,37,0,
302,6837,26,0,
303,3792,69,0,
303,8234,31,0,
304,6886,17,0,
304,3859,79,0,
304,6353,4,0,
305,7868,45,0,
305,7149,21,0,
305,8738,34,0,
306,4592,13,0,
306,4665,9,0,
306,8544,9,0,
306,4879,35,0,
306,7374,34,0,
307,5378,38,0,
307,6400,62,0,
308,5271,48,0,
308,4769,37,0,
308,4311,15,0,
309,4277,41,0,
309,8007,12,0,
309,4838,31,0,
309,7596,16,0,
310,3775,98,0,
310,5730,2,0,
311,5608,84,0,
311,4811,16,0,
312,4758,79,0,
312,5288,21,0,
313,8006,61,0,
313,7260,39,0,
314,5587,75,0,
314,5514,25,0,
315,4627,19,0,
315,5452,44,0,
315,4568,13,0,
315,5435,24,0,
316,6801,48,0,
316,4078,52,0,
317,4164,72,0,
317,8728,28,0,
318,5041,57,0,
318,5842,43,0,
319,8565,33,0,
319,8318,56,0,
319,6512,11,0,
320,5633,64,0,
320,7500,36,0,
321,8390,52,0,
321,4991,48,0,
322,7354,57,0,
322,6026,43,0,
323,8719,29,0,
323,3847,71,0,
324,8039,50,0,
324,5040,50,0,
325,6625,74,0,
325,4255,26,0,
326,4256,36,0,
326,4935,64,0,
327,5022,68,0,
327,4846,32,0,
328,7396,7,0,
328,4120,42,0,
328,3879,51,0,
329,4574,22,0,
329,3761,34,0,
329,3774,44,0,
330,4922,27,0,
330,6847,34,0,
330,4179,39,0,
331,8371,19,0,
331,5797,35,0,
331,3887,11,0,
331,8418,19,0,
331,5977,16,0,
332,4512,67,0,
332,4143,16,0,
332,3756,17,0,
333,7762,1,0,
333,4927,83,0,
333,5920,16,0,
334,7206,72,0,
334,5402,28,0,
335,7320,54,0,
335,7790,19,0,
335,8381,27,0,
336,5465,51,0,
336,6656,49,0,
337,5217,65,0,
337,6503,14,0,
337,5349,19,0,
337,4872,2,0,
338,4776,49,0,
338,8118,32,0,
338,4314,19,0,
339,4232,56,0,
339,7464,12,0,
339,4666,1,0,
339,7927,31,0,
340,6425,15,0,
340,7734,85,0,
341,5497,26,0,
341,4258,36,0,
341,6310,38,0,
342,8023,51,0,
342,6024,45,0,
342,4748,3,0,
342,7931,1,0,
343,3784,75,0,
343,5072,17,0,
343,6863,2,0,
343,7603,6,0,
344,7038,17,0,
344,6533,81,0,
344,7788,2,0,
345,8303,60,0,
345,4905,40,0,
346,5889,94,0,
346,7842,6,0,
347,6718,80,0,
347,5100,20,0,
348,4890,65,0,
348,7181,17,0,
348,7605,18,0,
349,3857,77,0,
349,6840,23,0,
350,6164,80,0,
350,6416,20,0,
351,7051,54,0,
351,6572,29,0,
351,5358,14,0,
351,6563,3,0,
352,7377,18,0,
352,3861,82,0,
353,4617,29,0,
353,8394,61,0,
353,8724,10,0,
354,7813,48,0,
354,8023,2,0,
354,7681,35,0,
354,6695,15,0,
355,8704,47,0,
355,7780,41,0,
355,3829,12,0,
356,7320,10,0,
356,7683,49,0,
356,7905,16,0,
356,5389,25,0,
357,6458,45,0,
357,7224,35,0,
357,4865,20,0,
358,4755,94,0,
358,6489,6,0,
359,5928,69,0,
359,8124,31,0,
360,6683,72,0,
360,6606,28,0,
361,5838,45,0,
361,5539,55,0,
362,4369,80,0,
362,8663,11,0,
362,5220,9,0,
363,7366,85,0,
363,8141,15,0,
364,6259,88,0,
364,7020,12,0,
365,6481,57,0,
365,8170,43,0,
366,5427,24,0,
366,4092,76,0,
367,6807,8,0,
367,8543,79,0,
367,5995,13,0,
368,5408,11,0,
368,7277,25,0,
368,6973,10,0,
368,4845,54,0,
369,4515,91,0,
369,4337,9,0,
370,4644,98,0,
370,7404,2,0,
371,4804,39,0,
371,5470,61,0,
372,4233,5,0,
372,8256,22,0,
372,6226,73,0,
373,5581,70,0,
373,8530,30,0,
374,4753,2,0,
374,7250,89,0,
374,4413,9,0,
375,8733,52,0,
375,5602,48,0,
376,6602,94,0,
376,7110,6,0,
377,6507,36,0,
377,6749,33,0,
377,7901,31,0,
378,5986,63,0,
378,6560,37,0,
379,8341,36,0,
379,4722,47,0,
379,6226,17,0,
380,7696,82,0,
380,6805,18,0,
381,7639,76,0,
381,4625,24,0,
382,3838,75,0,
382,4292,25,0,
383,6662,73,0,
383,5034,27,0,
384,4164,2,0,
384,6719,72,0,
384,8024,26,0,
385,7732,36,0,
385,4041,64,0,
386,8695,35,0,
386,4876,51,0,
386,5170,14,0,
387,5702,89,0,
387,5785,11,0,
388,6863,77,0,
388,4844,10,0,
388,6558,13,0,
389,5379,32,0,
389,5401,68,0,
390,4885,16,0,
390,4665,79,0,
390,6020,5,0,
391,8269,95,0,
391,6291,2,0,
391,8266,3,0,
392,6353,36,0,
392,3967,64,0,
393,7571,24,0,
393,4711,76,0,
394,7418,63,0,
394,8087,37,0,
395,8438,51,0,
395,6883,49,0,
396,5313,70,0,
396,6686,30,0,
397,5153,28,0,
397,8418,33,0,
397,5247,18,0,
397,6637,21,0,
398,3926,86,0,
398,7049,14,0,
399,8263,6,0,
399,5482,94,0,
400,8239,100,0,
401,4455,4,0,
401,7669,46,0,
401,5831,50,0,
402,6656,67,0,
402,8507,33,0,
403,3938,44,0,
403,5000,28,0,
403,6666,28,0,
404,6758,49,0,
404,8021,50,0,
404,6404,1,0,
405,8353,6,0,
405,3851,16,0,
405,8297,76,0,
405,5776,2,0,
406,8395,79,0,
406,3819,4,0,
406,6781,9,0,
406,4320,8,0,
407,5115,28,0,
407,6361,72,0,
408,4713,17,0,
408,7511,38,0,
408,8675,45,0,
409,4658,44,0,
409,5821,56,0,
410,6306,50,0,
410,7751,50,0,
411,8056,30,0,
411,4390,3,0,
411,6832,67,0,
412,6149,44,0,
412,7039,21,0,
412,8280,33,0,
412,6854,2,0,
413,4769,12,0,
413,7627,16,0,
413,4847,15,0,
413,6291,57,0,
414,7511,44,0,
414,5815,55,0,
414,5064,1,0,
415,5929,37,0,
415,4179,56,0,
415,6654,7,0,
416,5920,81,0,
416,4842,6,0,
416,6826,13,0,
417,8609,63,0,
417,4275,37,0,
418,6481,6,0,
418,8465,19,0,
418,6876,35,0,
418,8109,40,0,
419,7588,53,0,
419,4923,46,0,
419,4285,1,0,
420,5829,16,0,
420,7469,46,0,
420,7042,38,0,
421,5112,48,0,
421,7088,27,0,
421,7146,25,0,
422,4410,1,0,
422,5375,84,0,
422,7920,15,0,
423,4328,24,0,
423,6520,16,0,
423,5920,60,0,
424,7635,30,0,
424,6197,70,0,
425,8548,44,0,
425,6046,50,0,
425,8648,6,0,
426,3891,63,0,
426,5767,32,0,
426,7569,5,0,
427,8336,81,0,
427,6880,19,0,
428,4363,77,0,
428,8370,23,0,
429,7027,8,0,
429,6641,49,0,
429,5586,43,0,
430,4689,81,0,
430,7230,12,0,
430,7483,7,0,
431,8142,32,0,
431,7745,59,0,
431,7032,9,0,
432,3955,54,0,
432,5276,14,0,
432,8339,32,0,
433,6361,25,0,
433,6386,18,0,
433,8569,44,0,
433,7236,13,0,
434,7353,37,0,
434,4360,8,0,
434,8025,20,0,
434,3877,35,0,
435,7746,52,0,
435,7129,48,0,
436,5045,38,0,
436,8325,21,0,
436,8596,41,0,
437,7610,15,0,
437,7158,46,0,
437,7326,39,0,
438,8553,51,0,
438,6208,49,0,
439,5117,85,0,
439,6636,15,0,
440,6301,17,0,
440,4787,58,0,
440,4231,25,0,
441,3958,13,0,
441,6439,1,0,
441,4536,46,0,
441,8730,40,0,
442,7505,11,0,
442,5373,49,0,
442,5902,40,0,
443,8512,96,0,
443,7925,4,0,
444,6879,6,0,
444,6064,16,0,
444,5386,27,0,
444,7815,35,0,
444,7725,16,0,
445,8548,33,0,
445,3831,4,0,
445,3971,16,0,
445,8704,26,0,
445,4290,21,0,
446,8284,81,0,
446,6079,6,0,
446,5261,13,0,
447,3921,63,0,
447,8576,37,0,
448,6412,8,0,
448,4387,27,0,
448,8444,40,0,
448,5077,25,0,
449,5080,60,0,
449,5910,26,0,
449,8191,14,0,
450,8615,2,0,
450,3988,45,0,
450,8228,53,0,
451,8701,97,0,
451,3914,3,0,
452,5108,56,0,
452,6680,20,0,
452,4226,24,0,
453,5289,32,0,
453,8534,58,0,
453,6653,10,0,
454,7960,61,0,
454,7338,32,0,
454,4275,7,0,
455,7494,38,0,
455,6965,39,0,
455,6488,23,0,
456,3858,34,0,
456,4063,36,0,
456,5226,30,0,
457,5416,17,0,
457,4293,35,0,
457,6214,48,0,
458,4324,10,0,
458,6138,90,0,
459,4440,1,0,
459,5661,45,0,
459,5632,36,0,
459,8467,3,0,
459,8228,5,0,
459,6763,2,0,
459,8407,8,0,
460,6440,50,0,
460,4637,50,0,
461,6998,57,0,
461,6421,43,0,
462,4074,77,0,
462,6003,23,0,
463,6894,58,0,
463,8052,2,0,
463,4744,40,0,
464,8697,62,0,
464,5982,38,0,
465,6375,73,0,
465,5428,7,0,
465,5399,20,0,
466,4508,77,0,
466,5863,23,0,
467,8326,17,0,
467,4944,43,0,
467,7699,40,0,
468,4135,74,0,
468,4982,26,0,
469,7866,52,0,
469,4344,12,0,
469,6384,34,0,
469,4543,2,0,
470,4577,12,0,
470,6890,71,0,
470,4898,17,0,
471,7821,78,0,
471,8184,22,0,
472,5127,11,0,
472,5933,19,0,
472,6265,34,0,
472,5023,36,0,
473,5504,13,0,
473,8656,70,0,
473,6093,17,0,
474,6928,29,0,
474,5370,56,0,
474,8182,15,0,
475,5171,57,0,
475,7237,33,0,
475,4110,10,0,
476,5052,36,0,
476,6009,12,0,
476,6985,32,0,
476,5980,20,0,
477,4690,58,0,
477,4358,37,0,
477,5802,5,0,
478,4509,93,0,
478,7173,7,0,
479,4773,39,0,
479,5344,23,0,
479,5468,20,0,
479,4283,18,0,
480,6417,48,0,
480,8279,52,0,
481,4152,39,0,
481,8403,61,0,
482,7011,12,0,
482,8289,71,0,
482,6716,17,0,
483,5407,55,0,
483,6868,45,0,
484,4083,81,0,
484,4425,19,0,
485,4351,66,0,
485,4594,34,0,
486,7456,88,0,
486,6289,12,0,
487,4334,84,0,
487,7253,16,0,
488,7223,20,0,
488,6004,64,0,
488,7517,16,0,
489,7915,4,0,
489,4363,68,0,
489,4855,14,0,
489,6295,14,0,
490,4607,19,0,
490,5922,3,0,
490,6588,35,0,
490,4638,43,0,
491,8081,72,0,
491,3835,28,0,
492,5782,24,0,
492,4266,56,0,
492,3790,20,0,
493,8294,48,0,
493,7748,52,0,
494,6207,10,0,
494,7455,58,0,
494,5656,32,0,
495,7096,97,0,
495,6213,3,0,
496,7027,41,0,
496,6247,59,0,
497,4369,72,0,
497,3809,28,0,
498,8099,92,0,
498,6605,8,0,
499,7482,81,0,
499,7089,11,0,
499,7996,8,0,
500,6750,36,0,
500,7060,7,0,
500,5820,57,0,
501,4872,68,0,
501,6092,32,0,
502,8460,60,0,
502,4922,30,0,
502,6604,10,0,
503,4927,91,0,
503,6006,9,0,
504,6964,24,0,
504,4971,19,0,
504,8200,13,0,
504,8430,32,0,
504,8268,12,0,
505,5774,88,0,
505,7715,12,0,
506,8428,14,0,
506,8518,46,0,
506,5018,39,0,
506,4390,1,0,
507,8218,74,0,
507,4285,16,0,
507,7936,1,0,
507,6851,9,0,
508,4884,76,0,
508,7943,24,0,
509,5544,91,0,
509,3949,9,0,
510,4000,91,0,
510,4814,4,0,
510,8092,5,0,
511,6201,8,0,
511,8235,5,0,
