id,codice_transazione,importo,emittente,beneficiario,banca,data
44,308637,915988.46,11683,7735,68,2009-07-19
45,451979,979632.24,12115,553,12,2002-11-14
46,242884,473335.42,2936,10424,62,2009-10-31
47,685727,425018.92,12195,5357,40,2004-04-27
48,623353,841166.9,9010,5227,73,2006-04-03
49,113616,298829.08,9639,2142,28,2012-08-01
50,730251,426086.8,9970,3646,49,2012-03-24
51,949186,843183.63,1910,10386,91,2002-05-23
52,628770,239286.49,6331,4631,3,2001-02-12
53,369670,418335.24,10090,1608,28,2006-03-14
54,388343,224216.31,4255,898,67,2010-03-10
55,470999,928913.06,7613,7358,47,2003-01-01
56,174623,88434.99,6107,8791,114,2012-09-12
57,233836,979036.67,4048,2491,9,2009-04-06
58,530325,78163.29,1595,679,61,2008-06-16
59,31630,211572.44,2335,7946,110,2004-07-03
60,820518,912019.63,6361,9295,83,2017-10-13
61,551371,875757.24,4555,7598,5,2012-02-04
62,524155,629116.13,3366,1029,48,2008-02-25
63,6068,131399.65,10957,11712,56,2019-10-15
64,579228,457763.95,9551,6022,40,2009-01-17
65,744932,190020.68,1217,7735,52,2005-07-12
66,637487,542687.95,10259,1677,45,2013-09-03
67,546885,975352.15,8510,1731,77,2000-05-30
68,967502,868228.36,12102,2317,93,2019-06-30
69,385765,285785.7,4754,6774,101,2019-02-05
70,320929,379622.86,3100,2220,115,2014-04-06
71,683897,533448.55,8495,4988,62,2008-10-06
72,765227,69904.56,9313,9637,55,2000-10-18
73,958789,17166.85,574,3336,31,2002-09-10
74,945131,290087.36,8908,9154,98,2002-01-16
75,469566,904331.23,622,7413,54,2004-10-22
76,711368,499140.75,2801,6797,25,2019-01-02
77,536319,729466.24,1218,12132,3,2008-07-27
78,696064,305331.59,59,319,81,2013-09-10
79,632528,749059.2,6569,4270,44,2007-09-27
80,62010,992209.16,7587,7277,114,2015-04-23
81,403398,300855.91,9971,4562,64,2011-02-08
82,390186,687041.88,1741,2854,0,2012-02-14
83,716023,362168.07,5799,6371,37,2008-08-28
84,849411,361856.75,5407,1550,24,2020-10-10
85,321552,775114.93,9979,5021,96,2003-10-12
86,846498,454008.75,2004,3560,68,2015-04-14
87,456172,432554.09,5138,10907,114,2000-10-17
88,56041,587739.9,7048,2169,116,2020-04-22
89,54697,120756.53,4916,3109,70,2011-05-14
90,478432,830392.85,5042,3605,48,2016-05-18
91,729724,801324.33,8972,5315,104,2004-02-07
92,43215,742523.74,7358,12378,110,2019-01-12
93,335284,481565.23,6456,1833,71,2015-06-10
94,966290,575394.55,6024,195,80,2004-07-01
95,589672,728986.61,2235,2478,88,2020-09-29
96,773146,17855.56,11404,980,90,2008-07-02
97,798381,549057.39,974,1265,7,2009-11-05
98,158955,938669.59,1684,2495,63,2021-12-29
99,271098,50605.06,12308,900,77,2009-08-26
100,132822,618522.74,11516,8027,71,2004-12-30
101,46646,568348.37,491,10461,6,2012-01-12
102,558863,449935.53,1161,10467,29,2016-11-24
103,507572,39669.42,11645,12223,68,2021-05-06
104,759546,770884.86,8775,751,55,2002-10-12
105,330825,460315.41,506,11554,69,2007-10-29
106,952135,307996.46,10473,11848,25,2002-10-08
107,571150,992830.71,10399,6010,103,2017-03-27
108,323411,169761.78,6967,1405,111,2000-10-07
109,829771,272041.04,6031,6168,92,2016-05-23
110,18767,418704.14,6947,7522,13,2020-10-15
111,650361,58013.95,3793,9933,7,2009-09-26
112,58832,383543.54,8015,2082,10,2001-03-02
113,269099,641678.99,10238,2548,3,2016-12-12
114,198853,792513.99,6792,4364,75,2022-03-11
115,175058,659510.28,10504,8449,35,2017-01-02
116,997804,460628.65,182,12223,51,2009-07-26
117,255578,647645.36,890,7491,68,2018-03-26
118,920028,605229.72,3025,4577,56,2012-09-03
119,692844,300080.94,5582,3170,88,2002-09-27
120,118106,734464.03,11200,2886,1,2010-01-08
121,481757,133372.45,7633,2627,117,2005-02-05
122,609076,283596.7,4027,10830,106,2018-12-21
123,627881,340017.2,11889,9974,95,2009-04-14
124,978193,349611.43,2883,11365,100,2019-02-10
125,506130,650216.56,10312,5135,56,2007-09-15
126,144309,979860.53,9577,11003,81,2002-01-05
127,967277,589232.5,8778,4433,89,2022-05-30
128,490008,818173.97,6128,4031,77,2005-07-28
129,665966,342039.27,8784,303,91,2006-04-09
130,420500,880293.88,10381,10531,67,2008-05-21
131,216786,113044.15,10748,5063,53,2002-01-24
132,232784,487765.37,3735,504,69,2019-08-19
133,967360,286408.62,6223,7703,115,2012-03-08
134,501506,847227.11,6733,1457,91,2007-12-06
135,813459,706630.82,1070,592,19,2014-05-13
136,417318,919535.44,12492,5147,107,2003-11-02
137,119733,637364.15,5143,9691,85,2008-01-13
138,540409,199633.93,10266,12236,0,2008-05-22
139,233798,185233.3,11183,1594,67,2001-09-02
140,999576,628981.3,4798,11624,106,2016-09-07
141,924018,755292.48,2539,4935,104,2000-03-03
142,847751,359420.65,7400,10135,45,2019-02-07
143,312658,898444.47,5553,7998,114,2020-10-28
144,785449,115965.85,5650,10449,85,2021-04-14
145,465799,772725.7,10544,11046,19,2015-06-05
146,882139,482771.14,4876,7740,4,2011-06-03
147,133369,557490.27,12137,8939,24,2014-01-20
148,909752,704047.34,3404,8385,46,2004-11-23
149,136295,973246.53,447,8256,103,2013-05-01
150,790666,707761.46,2482,7481,41,2007-03-11
151,661066,214107.08,12393,1017,46,2008-08-23
152,111323,12427.28,10910,9869,88,2014-09-28
153,518040,737668.22,719,8994,82,2009-10-03
154,633021,721203.66,7787,9755,32,2012-04-02
155,255882,758455.57,12191,7628,61,2002-08-21
156,115636,789994.87,9422,7832,82,2000-03-06
157,519436,334477.41,8168,6118,75,2005-04-17
158,179820,455868.27,10415,6718,76,2018-05-18
159,309077,506894.82,427,1679,14,2011-06-14
160,899376,904367.47,5846,701,91,2017-11-10
161,147529,414858.74,9825,1146,60,2002-10-29
162,435980,560311.74,7151,6036,90,2007-09-06
163,60666,161695.85,3453,8546,2,2016-05-24
164,749150,539796.2,1901,1984,43,2016-09-12
165,561644,97533.08,10606,6280,92,2009-03-06
166,460699,247277.39,12154,893,101,2021-10-23
167,134025,725744.6,3284,9071,2,2009-04-11
168,846933,916199.18,7799,9214,79,2008-03-09
169,64235,910770.85,7773,6287,13,2011-02-03
170,231952,857173.25,2408,9642,47,2006-02-10
171,980907,298055.2,4165,307,4,2007-04-05
172,127719,812237.42,1703,1195,12,2018-12-31
173,277278,751420.2,1927,146,64,2005-08-31
174,262924,374588.09,9179,2123,89,2022-02-22
175,138435,422892.72,3118,11473,73,2008-08-03
176,809114,889840.52,2164,10690,38,2017-11-11
177,45163,885607.0,1750,11325,41,2015-05-26
178,157321,75643.2,7269,7627,84,2007-10-08
179,696501,931922.66,11307,4394,22,2000-01-24
180,221271,951300.81,4046,1266,66,2019-12-21
181,182637,96762.85,6602,3953,57,2007-01-16
182,829363,682283.78,8163,10049,91,2018-04-13
183,829647,170687.9,880,9950,91,2006-12-10
184,84812,981057.11,10112,11261,69,2015-01-29
185,767128,529904.08,8098,11796,83,2015-10-12
186,515615,476315.63,1884,12424,50,2000-08-30
187,910209,174244.82,12261,4623,111,2003-05-03
188,704606,550197.29,4957,6393,4,2018-06-11
189,414267,76893.45,924,7729,98,2000-07-23
190,149183,627840.05,8665,3525,75,2003-08-30
191,954995,702709.23,6489,1089,48,2000-04-25
192,895628,202441.7,2462,805,83,2009-09-02
193,579747,180663.57,8085,11876,14,2010-08-24
194,331893,241306.67,1269,1121,73,2002-02-19
195,699217,633134.11,2074,2877,46,2001-03-27
196,596266,744651.53,4204,10239,15,2006-07-05
197,425652,254439.7,11108,12494,49,2015-05-10
198,146220,542343.87,10624,6743,24,2017-04-05
199,165182,768499.76,1902,7873,109,2021-02-09
200,40097,27257.77,4827,3730,40,2002-09-17
201,262227,645931.28,1512,12142,46,2012-10-13
202,652461,852160.89,8401,9068,86,2003-10-20
203,802820,265232.41,4945,2313,13,2017-10-17
204,951517,34281.67,9698,7927,44,2012-06-10
205,221510,848149.74,8208,4284,69,2022-03-03
206,962780,421683.99,2083,10962,48,2017-07-29
207,301658,685449.25,11028,11354,46,2010-01-31
208,803614,906849.26,10901,8506,61,2000-07-24
209,994447,904666.95,3391,4909,50,2007-10-25
210,169884,83266.58,10107,307,48,2006-11-06
211,868411,877545.29,2212,1925,30,2016-03-17
212,647707,43386.0,9518,4732,84,2014-03-01
213,522160,123535.61,10818,140,87,2008-04-30
214,233032,890409.84,12255,4547,32,2009-06-11
215,148898,125224.33,6906,9704,10,2007-06-18
216,197526,834990.28,2679,10521,98,2003-05-06
217,192337,290893.1,1011,301,50,2009-09-20
218,815023,293806.42,11261,7695,89,2003-01-19
219,235375,221554.96,2318,5104,109,2015-05-14
220,735855,172129.85,2702,6968,101,2006-02-07
221,436233,258083.64,2546,2764,19,2012-10-10
222,524115,523229.53,7359,7597,43,2015-10-20
223,905795,67407.56,7453,99,79,2017-04-17
224,180020,432763.44,6272,702,28,2005-04-19
225,393427,20299.57,8135,6355,61,2003-03-18
226,992393,670727.56,11439,4788,69,2015-11-22
227,549832,33680.27,9528,11020,94,2005-08-27
228,715694,190145.4,2065,7892,70,2004-09-12
229,489574,114178.33,2382,6407,22,2007-04-18
230,287153,611296.41,10447,7819,74,2009-11-25
231,553766,292334.82,9501,11100,106,2003-07-13
232,861865,378314.06,12119,5829,44,2009-11-24
233,864422,640462.37,6004,10989,82,2002-02-19
234,759055,387965.14,1812,10986,86,2006-07-07
235,783568,905223.62,12365,247,58,2012-10-16
236,961606,366726.68,11536,523,85,2017-04-28
237,873258,112670.04,7919,3118,88,2012-01-30
238,60950,120886.54,8129,5473,69,2007-05-01
239,408844,236790.94,9368,4940,9,2019-08-09
240,456621,208215.76,6707,10588,28,2002-08-20
241,27023,266803.65,10410,2577,101,2000-11-03
242,635342,968819.32,9036,4600,57,2017-12-15
243,699612,680297.39,3715,9269,9,2006-01-20
244,137984,276492.14,12044,9727,38,2010-07-09
245,832080,750938.91,7577,2470,51,2014-06-30
246,251381,993206.64,7103,5687,119,2002-02-12
247,223225,418948.79,5581,7701,108,2017-02-16
248,842921,457030.58,2537,7909,58,2007-10-02
249,328870,805984.62,6419,9044,63,2018-05-14
250,515643,758365.73,855,4252,100,2012-10-03
251,598057,555680.79,1443,12361,81,2009-08-13
252,953491,354546.45,955,7541,71,2007-03-05
253,974689,67308.64,213,5684,92,2021-12-05
254,590522,559921.09,1484,5122,67,2005-01-05
255,161618,242528.01,2873,864,118,2019-07-19
256,423227,624132.21,364,10579,61,2011-03-15
257,137603,310293.38,7433,3195,35,2018-02-19
258,706887,321946.45,2230,447,25,2020-06-22
259,767268,262879.41,8601,6113,22,2012-10-12
260,756235,60729.8,9271,11583,109,2011-05-17
261,736912,753920.99,8495,6002,56,2000-10-13
262,508188,787161.7,4433,1627,33,2004-03-24
263,457953,977762.14,7586,1346,51,2007-07-10
264,724265,348970.56,4152,2849,48,2013-07-26
265,603433,94158.35,8603,6392,34,2020-02-23
266,356797,111784.85,10351,8620,55,2016-09-28
267,778969,438323.17,11205,8275,112,2007-01-26
268,473572,981590.59,8253,8127,42,2009-08-07
269,488753,383406.25,11968,5609,37,2003-01-06
270,982747,878567.04,8209,11538,40,2010-11-25
271,955261,121587.81,2255,11273,117,2004-02-06
272,224963,858635.32,4421,3377,63,2018-05-25
273,765430,701738.52,147,5706,86,2007-10-06
274,710678,148890.99,3770,7721,73,2004-02-01
275,283390,409660.51,9479,10877,86,2007-12-25
276,120145,10902.86,9005,2211,92,2009-09-09
277,443749,923560.11,7240,9536,93,2008-12-23
278,71061,530482.01,5969,6989,19,2020-11-12
279,223781,257350.59,5729,5757,101,2010-08-16
280,485932,729315.02,2979,5037,108,2009-10-07
281,575881,461196.07,756,3532,109,2010-01-28
282,929288,852201.69,1805,5232,86,2000-01-17
283,792329,229148.76,2649,11425,0,2006-11-07
284,253740,923166.87,2581,8367,3,2005-08-07
285,757467,182692.07,9327,8357,96,2006-08-15
286,561736,414742.49,3412,3728,6,2008-08-22
287,388565,24559.34,1957,3339,42,2012-11-24
288,506579,692839.86,4712,11688,81,2005-03-18
289,740631,331706.53,438,11380,87,2018-01-04
290,188843,99650.6,7881,8357,99,2021-10-04
291,802938,814240.28,8299,6867,96,2015-12-14
292,600435,400589.68,1883,1327,7,2009-08-19
293,367219,263649.4,10568,143,38,2019-08-15
294,301181,261376.78,2061,839,39,2015-02-28
295,655650,834125.97,8500,8931,97,2006-07-20
296,570147,493400.8,4639,7371,76,2001-12-07
297,66710,727540.32,9554,3070,107,2016-02-21
298,525613,191628.6,11513,9746,110,2008-02-13
299,978178,151086.31,9119,11641,42,2016-02-08
300,567477,129787.54,4048,1709,69,2018-12-17
301,625705,358771.18,1683,6291,95,2020-09-12
302,405997,98287.07,8578,3994,66,2005-11-19
303,600879,109847.28,7522,2389,111,2003-08-24
304,822981,906919.11,5477,1641,10,2013-06-10
305,322753,559219.91,11372,802,75,2003-09-19
306,167914,773887.86,10548,7639,34,2016-11-27
307,481059,481167.06,5375,2740,35,2020-10-27
308,826539,47978.7,10814,3662,81,2020-07-13
309,819831,744130.51,7065,1493,7,2014-05-11
310,188030,693369.68,11307,1277,109,2013-12-08
311,204667,574674.85,7086,2020,36,2005-09-17
312,119228,165202.51,10541,1658,79,2013-03-16
313,616814,316749.57,9324,1563,88,2016-08-31
314,710014,611700.99,10353,4451,54,2015-02-23
315,604345,588143.62,11959,1946,32,2011-09-25
316,265740,188145.53,1229,3496,57,2003-04-09
317,239491,430004.48,1287,7129,43,2011-09-26
318,294266,715288.66,4339,1403,109,2022-04-22
319,318373,957426.47,4847,4824,20,2005-10-16
320,751605,181706.71,11879,5278,85,2018-07-06
321,635147,128464.05,10282,10169,31,2006-08-04
322,689948,421635.52,10811,503,73,2017-08-18
323,17061,416326.96,1172,5234,78,2015-03-09
324,334049,890119.32,4458,8569,101,2002-07-27
325,134491,509503.88,5227,11092,40,2001-01-18
326,180187,456735.71,7966,1173,36,2006-12-29
327,890983,658983.79,11241,9244,100,2021-04-12
328,473215,443991.48,1982,5931,119,2003-05-31
329,820733,669164.02,9506,1556,83,2004-02-16
330,922993,301313.85,4324,10206,47,2011-04-28
331,692800,695360.48,9707,3040,87,2003-04-04
332,324425,507745.09,4542,3351,65,2022-03-03
333,195018,372000.67,11181,1447,38,2006-09-08
334,168506,675524.82,7637,4588,72,2013-10-12
335,767003,79096.23,12258,2264,70,2006-09-13
336,90148,123490.15,1300,3522,42,2012-03-03
337,31858,393016.71,4177,7729,9,2009-01-01
338,267790,609645.86,2737,1456,81,2013-07-29
339,429803,689874.73,7014,854,23,2012-03-19
340,693565,822837.54,12146,4037,57,2018-09-27
341,210781,995767.39,10751,1676,76,2004-08-04
342,575598,34331.68,12301,54,112,2000-02-27
343,625314,43452.41,5514,3813,107,2018-03-11
344,932776,667751.03,3838,3983,98,2009-12-05
345,324500,609736.53,7960,1715,82,2014-09-26
346,552979,81645.75,5906,4212,102,2015-02-15
347,706359,926189.49,4215,5633,26,2000-08-11
348,153769,304411.34,1373,11271,66,2013-01-02
349,499852,579189.73,10628,598,14,2021-05-19
350,757337,212649.59,3981,9270,71,2012-10-31
351,822322,841688.81,9329,1218,71,2007-06-14
352,821278,557224.1,1638,10059,85,2021-08-04
353,606335,181817.82,7071,309,62,2021-10-02
354,38530,911612.69,11398,11537,3,2015-08-10
355,571491,34077.94,4962,9464,50,2008-10-20
356,297061,667901.49,350,2318,72,2007-01-17
357,779147,465050.66,7323,6624,5,2021-12-24
358,221198,118352.48,3626,4660,86,2013-09-23
359,107372,646864.48,2098,10591,108,2003-07-24
360,368418,80754.36,3353,1935,22,2007-11-17
361,452848,737182.84,359,3675,76,2019-04-19
362,600431,726054.69,1952,5840,49,2022-05-02
363,162167,403503.65,3990,7462,79,2002-01-27
364,92960,73701.72,1771,4843,81,2010-10-09
365,362122,21792.06,370,6784,76,2011-02-21
366,362747,364778.98,10490,11565,42,2012-05-29
367,746945,895889.06,7932,452,110,2007-03-26
368,756475,606839.69,3082,392,40,2013-12-16
369,621979,40108.17,4342,11032,51,2016-06-24
370,115112,541748.16,1248,3411,114,2013-03-26
371,508883,632599.32,9953,11338,47,2002-03-12
372,371787,257066.29,2836,6829,92,2016-07-10
373,607413,160067.85,3500,11834,109,2005-03-07
374,429135,957677.4,2995,10325,92,2013-06-28
375,333601,316313.67,4392,3681,9,2004-08-09
376,391894,994230.4,8843,3465,119,2000-06-16
377,30497,635298.51,707,2608,23,2016-12-20
378,299534,413491.24,9535,9284,94,2000-12-21
379,808731,167539.48,5633,8124,77,2013-06-28
380,332629,342719.62,2614,6725,7,2017-04-21
381,556702,558003.22,6303,6959,12,2013-09-27
382,653000,421770.08,5268,11838,91,2011-06-30
383,60954,396925.2,5087,7383,17,2008-11-26
384,565004,185698.25,7977,2517,110,2006-08-31
385,663247,740885.96,733,6744,20,2017-04-30
386,732852,480977.71,8844,5617,35,2002-10-23
387,918650,685939.28,3705,4073,55,2012-11-17
388,505461,963097.21,1140,772,92,2013-05-01
389,354581,501101.82,3499,11727,119,2006-12-15
390,187517,943133.45,8272,11156,49,2012-08-14
391,776266,363110.22,4138,10528,80,2015-07-11
392,524096,929191.3,6759,11412,41,2001-05-13
393,590873,533084.17,11433,889,42,2018-03-07
394,147752,287966.98,6889,1395,53,2017-04-29
395,342309,549347.03,5662,10072,48,2007-10-03
396,847221,15855.2,12059,5598,65,2016-05-17
397,440529,435021.52,9551,8710,82,2000-05-18
398,987974,521752.61,7153,6410,25,2011-02-28
399,541311,516906.78,561,6911,113,2017-05-20
400,503162,595671.05,11057,8908,4,2005-04-17
401,559025,473451.39,10779,6379,110,2008-09-20
402,173637,842740.64,4078,2841,109,2015-09-02
403,98522,132313.34,11017,11823,86,2015-06-20
404,887005,901361.83,6171,2797,56,2009-03-04
405,434690,226338.33,3121,5304,15,2017-04-07
406,88707,335514.1,8816,8165,6,2013-04-23
407,325261,300463.22,3104,4748,44,2000-12-21
408,846765,292110.72,6283,8832,77,2017-04-02
409,314870,575750.46,11483,6252,40,2002-05-26
410,694908,951492.11,5811,12008,72,2006-11-09
411,921950,944223.06,8964,528,77,2012-01-15
412,140124,641469.78,2820,11512,13,2011-04-10
413,288161,32078.23,12035,6669,75,2004-09-06
414,226004,123739.32,12030,2721,34,2007-01-16
415,139648,856920.26,7631,2846,15,2018-07-12
416,917151,772651.22,9579,12471,3,2015-02-20
417,735837,695608.96,11820,9548,39,2013-10-23
418,732161,527309.06,3760,502,34,2001-07-07
419,8310,339569.49,1813,5324,101,2020-02-22
420,73127,733322.41,3814,2525,102,2021-08-21
421,364095,914388.25,9857,5940,54,2011-10-13
422,325718,76450.29,11817,2895,70,2020-01-19
423,825490,585954.37,8261,1402,61,2011-05-04
424,626258,473547.7,2556,9222,54,2019-08-27
425,195842,806858.7,8780,2989,119,2012-10-14
426,107736,299329.26,6242,2838,21,2020-03-01
427,484000,622807.33,6023,2880,89,2002-04-12
428,354060,892342.33,4984,3678,9,2020-02-03
429,71370,36356.91,2505,11769,42,2015-04-18
430,980834,831441.3,4535,11190,21,2013-07-15
431,276223,69614.27,1554,9925,34,2004-05-28
432,704609,940323.92,11484,4435,66,2010-10-31
433,967323,599685.4,10664,3014,3,2006-12-15
434,81620,358720.16,7828,8789,116,2016-04-09
435,639661,217576.27,2954,5339,39,2016-02-23
436,222801,996262.07,10927,6781,6,2012-07-02
437,576461,646942.65,4287,7308,11,2005-07-02
438,286074,591777.9,4703,4096,81,2004-08-14
439,402710,121492.96,6151,4954,72,2008-07-17
440,737080,757290.93,5908,12045,111,2003-06-03
441,780467,607882.09,3215,2900,59,2004-04-20
442,92917,846877.49,218,2492,88,2005-10-26
443,785521,222625.21,12221,2915,71,2002-03-13
444,382224,45849.39,5260,8900,39,2000-06-30
445,121402,865530.82,1827,141,92,2021-07-30
446,507925,536929.36,8772,8711,47,2007-11-06
447,646407,119386.02,9936,6399,52,2021-08-16
448,859404,486962.22,6873,12131,107,2016-07-08
449,836127,225235.06,11103,10722,47,2016-01-25
450,153472,907085.67,6996,12250,10,2010-08-13
451,204586,401307.46,3343,9278,34,2013-07-17
452,949652,292184.85,2770,791,20,2010-10-29
453,862509,693347.4,10435,8922,67,2009-07-01
454,525104,872349.44,1753,6927,8,2000-06-13
455,922998,731853.18,10000,1771,67,2014-09-09
456,207348,473718.27,10125,10547,10,2001-03-22
457,101275,760077.78,11374,2883,13,2018-02-05
458,43596,366360.02,8576,4860,17,2008-07-29
459,408423,652740.63,1640,1772,96,2002-06-21
460,344984,310042.27,10738,2033,62,2005-07-22
461,916600,565725.21,3369,4267,21,2012-01-31
462,554997,269269.54,1944,9339,44,2005-11-01
463,648333,310886.72,1700,8092,54,2017-06-16
464,460151,137436.45,11356,4541,110,2017-04-18
465,912038,610657.82,2532,2087,72,2012-10-24
466,284264,571969.48,9808,10377,72,2019-04-06
467,906303,510785.13,6780,7308,84,2004-06-11
468,568131,415976.45,11881,1624,35,2007-03-08
469,55287,306125.67,1099,8864,83,2016-08-21
470,189155,896629.27,1478,4669,51,2013-12-14
471,964592,759191.0,3614,683,106,2008-09-08
472,342356,26205.94,6107,4845,94,2009-11-12
473,563056,38680.85,7028,2305,40,2008-11-24
474,6824,742922.59,9796,12100,64,2014-03-05
475,991937,4814.59,9771,341,57,2019-10-06
476,171751,31932.76,3724,4970,37,2011-07-06
477,111751,95496.85,9648,11460,73,2006-10-30
478,333727,553596.26,12295,12490,39,2007-01-22
479,517246,81595.98,11203,10602,114,2008-06-23
480,113132,147612.56,10395,1726,53,2020-08-26
481,209673,986092.48,9080,6293,83,2006-11-19
482,57090,128083.57,6598,4547,27,2013-05-30
483,698540,394710.26,6723,9775,42,2005-07-31
484,505429,380202.88,6840,3911,26,2013-02-07
485,926577,294573.77,205,111,58,2014-01-10
486,585987,815038.43,6474,12217,90,2005-07-12
487,732551,726484.4,3574,12335,44,2018-03-16
488,746679,897586.99,12335,11709,79,2006-09-12
489,503692,315688.97,2349,8076,116,2010-04-01
490,223139,676325.06,8304,118,103,2003-03-05
491,468550,131741.6,1769,6238,93,2005-12-19
492,899158,997664.72,6652,8847,86,2006-10-13
493,721423,64809.42,5131,4330,89,2013-01-31
494,677143,80311.1,3203,7675,0,2001-12-16
495,478461,906863.37,8730,11829,80,2019-12-10
496,4252,545351.34,8972,7560,102,2012-11-17
497,613998,848906.74,5273,3637,34,2007-10-04
498,14868,753609.37,6900,7200,77,2012-08-26
499,826605,647719.0,11010,6439,33,2001-11-12
500,487267,696534.62,9596,8884,34,2017-05-02
501,197971,55855.24,10274,5784,26,2005-12-10
502,538056,465703.95,2483,10117,114,2010-04-28
503,267017,978427.65,4384,8018,32,2005-07-10
504,378108,937724.36,7509,10471,79,2010-05-29
505,200722,654538.2,6291,8182,45,2020-03-14
506,514547,702608.16,10010,11984,60,2019-04-22
507,655945,715740.49,11264,1110,89,2001-08-01
508,269520,794183.96,4378,11371,71,2021-08-01
509,847859,653225.13,3651,11569,114,2017-05-06
510,639377,341850.4,9089,4129,115,2004-01-17
511,775779,744753.04,6165,1803,55,2008-12-08
512,66893,176174.95,7623,1720,20,2003-05-28
513,748456,11049.3,1181,10272,1,2003-04-15
514,670775,368146.34,5528,10049,36,2000-04-26
515,153373,614207.32,494,9214,95,2017-10-29
516,979551,332114.88,5999,718,76,2021-08-29
517,732918,432237.85,6897,4084,57,2017-03-01
518,893666,147444.9,2514,11089,69,2008-07-17
519,928056,244742.08,9797,789,21,2001-05-10
520,297688,321185.1,3518,7011,91,2013-03-08
521,744845,108318.81,10700,1859,11,2006-03-20
522,738885,432967.77,8231,5071,64,2005-12-24
523,36975,373215.73,11737,10850,0,2000-04-14
524,423444,354002.98,8477,7693,32,2002-03-16
525,875058,351610.42,3000,5686,65,2021-04-09
526,230124,377721.22,9872,5365,44,2010-03-29
527,519799,322768.01,5425,2855,9,2007-09-18
528,747723,976564.16,7559,10639,71,2004-09-21
529,86060,362717.71,4911,7372,93,2007-09-05
530,820657,152035.37,10794,4797,12,2001-05-12
531,575015,671296.88,7225,9428,94,2006-10-20
532,692910,622004.35,293,4959,27,2000-04-08
533,492924,62832.78,1966,6177,28,2019-07-07
534,150583,936648.41,4307,2251,10,2015-11-08
535,167981,238271.56,2473,9005,7,2001-10-12
536,225562,297943.73,1576,10302,26,2020-06-30
537,173097,290497.24,9738,807,92,2016-09-01
538,746317,145393.44,3548,8971,24,2018-04-06
539,562957,361242.65,8634,6955,98,2010-08-01
540,999267,295735.71,619,9733,60,2013-12-20
541,659000,8489.53,1926,4470,51,2001-05-27
542,305159,663901.9,2674,8872,16,2005-01-07
543,550167,803371.94,10515,8658,72,2008-07-20
544,946568,160634.05,3255,851,56,2012-06-26
545,449169,751282.43,7610,935,110,2009-09-11
546,470156,409537.33,10015,240,17,2018-10-19
547,330628,48768.33,11254,1063,7,2005-12-06
548,188981,820773.09,1126,11391,54,2012-09-29
549,314076,833883.07,8974,9175,109,2014-05-10
550,227805,721332.07,10412,8473,58,2005-12-04
551,126747,172595.08,3962,10717,15,2005-07-31
552,370900,514044.08,5102,5182,45,2009-08-22
553,106325,223075.92,5952,11630,10,2010-09-09
554,275188,388103.52,8059,3403,33,2011-12-01
555,779852,898745.86,6304,4080,21,2005-04-30
556,519476,337817.36,1874,10811,4,2003-05-04
557,523629,280039.22,2303,3165,15,2016-04-20
558,138353,2517.21,10847,8602,112,2002-01-08
559,315768,885890.71,6889,10362,50,2013-05-28
560,765992,561056.8,8936,8377,66,2018-11-17
