id,nome,data_fondazione,quotazioni,sede
37,Perry-Phillips,1971-09-02,"[{'azionista': 3151, 'quota': 70}, {'azionista': 4324, 'quota': 6}, {'azionista': 2383, 'quota': 24}]",33
38,Smith-Collins,1988-11-10,"[{'azionista': 3505, 'quota': 49}, {'azionista': 2512, 'quota': 51}]",90
39,Dunn Group,1964-02-02,"[{'azionista': 3897, 'quota': 41}, {'azionista': 4051, 'quota': 49}, {'azionista': 2658, 'quota': 1}, {'azionista': 3506, 'quota': 9}]",23
40,Cannon-Schmidt,1999-01-17,"[{'azionista': 2961, 'quota': 14}, {'azionista': 3391, 'quota': 37}, {'azionista': 2297, 'quota': 49}]",76
41,Porter Inc,1986-10-04,"[{'azionista': 3705, 'quota': 4}, {'azionista': 2044, 'quota': 48}, {'azionista': 3897, 'quota': 48}]",21
42,"Wade, Anderson and Lynn",1969-01-15,"[{'azionista': 2707, 'quota': 15}, {'azionista': 3005, 'quota': 22}, {'azionista': 3059, 'quota': 30}, {'azionista': 2302, 'quota': 33}]",79
43,Ali-Gordon,1970-03-18,"[{'azionista': 2975, 'quota': 33}, {'azionista': 3081, 'quota': 67}]",72
44,Hughes-Weaver,1998-10-04,"[{'azionista': 2002, 'quota': 65}, {'azionista': 2593, 'quota': 35}]",95
45,"Miller, Green and Turner",1960-02-03,"[{'azionista': 2006, 'quota': 66}, {'azionista': 4246, 'quota': 34}]",102
46,"Lopez, Donovan and Costa",1963-10-20,"[{'azionista': 4235, 'quota': 18}, {'azionista': 2051, 'quota': 54}, {'azionista': 3981, 'quota': 28}]",21
47,"Jones, Andrews and Maxwell",1988-07-05,"[{'azionista': 4302, 'quota': 86}, {'azionista': 2063, 'quota': 14}]",54
48,"Smith, Adams and Johnson",1967-05-29,"[{'azionista': 2085, 'quota': 54}, {'azionista': 2150, 'quota': 1}, {'azionista': 4326, 'quota': 15}, {'azionista': 3939, 'quota': 26}, {'azionista': 2630, 'quota': 4}]",20
49,Jackson-Kennedy,1986-11-04,"[{'azionista': 2280, 'quota': 94}, {'azionista': 2430, 'quota': 6}]",21
50,"Cabrera, Ross and Owens",1997-08-06,"[{'azionista': 2352, 'quota': 52}, {'azionista': 3313, 'quota': 48}]",81
51,Rocha-Robertson,1967-08-06,"[{'azionista': 2332, 'quota': 17}, {'azionista': 4356, 'quota': 57}, {'azionista': 2347, 'quota': 26}]",23
52,Livingston-Aguilar,1971-02-22,"[{'azionista': 4094, 'quota': 40}, {'azionista': 2355, 'quota': 58}, {'azionista': 3135, 'quota': 2}]",15
53,Mcgrath-Fisher,1973-03-17,"[{'azionista': 3784, 'quota': 15}, {'azionista': 3731, 'quota': 9}, {'azionista': 3819, 'quota': 26}, {'azionista': 2354, 'quota': 24}, {'azionista': 2313, 'quota': 26}]",36
54,Villa Ltd,1999-10-06,"[{'azionista': 3551, 'quota': 15}, {'azionista': 2499, 'quota': 54}, {'azionista': 3790, 'quota': 31}]",68
55,"Salazar, Reed and Oconnor",1979-04-12,"[{'azionista': 2635, 'quota': 29}, {'azionista': 2580, 'quota': 23}, {'azionista': 2157, 'quota': 7}, {'azionista': 3684, 'quota': 31}, {'azionista': 2301, 'quota': 10}]",21
56,Lopez LLC,1970-01-10,"[{'azionista': 2536, 'quota': 32}, {'azionista': 2146, 'quota': 68}]",46
57,Rose-Williams,1960-02-05,"[{'azionista': 4350, 'quota': 32}, {'azionista': 3867, 'quota': 44}, {'azionista': 3756, 'quota': 24}]",69
58,Price Inc,1986-02-06,"[{'azionista': 2948, 'quota': 54}, {'azionista': 2253, 'quota': 38}, {'azionista': 2666, 'quota': 8}]",54
59,Cross-Shaw,1972-11-15,"[{'azionista': 2014, 'quota': 42}, {'azionista': 3529, 'quota': 58}]",61
60,"Jacobson, Byrd and Stuart",1994-03-24,"[{'azionista': 2992, 'quota': 53}, {'azionista': 3999, 'quota': 47}]",12
61,Young-Shepard,1962-06-13,"[{'azionista': 2380, 'quota': 63}, {'azionista': 3734, 'quota': 29}, {'azionista': 2148, 'quota': 8}]",20
62,"Johnson, Wolfe and Moran",1992-03-29,"[{'azionista': 3459, 'quota': 21}, {'azionista': 3198, 'quota': 36}, {'azionista': 2745, 'quota': 43}]",81
63,Jenkins LLC,1978-06-04,"[{'azionista': 3084, 'quota': 1}, {'azionista': 2758, 'quota': 92}, {'azionista': 3854, 'quota': 7}]",97
64,"Garner, Adkins and Torres",1982-06-04,"[{'azionista': 4244, 'quota': 76}, {'azionista': 2130, 'quota': 24}]",44
65,Clark-Guzman,1991-11-24,"[{'azionista': 2535, 'quota': 55}, {'azionista': 2900, 'quota': 13}, {'azionista': 2448, 'quota': 32}]",52
66,Stevens-Fuller,1989-06-10,"[{'azionista': 3588, 'quota': 38}, {'azionista': 3503, 'quota': 35}, {'azionista': 3000, 'quota': 18}, {'azionista': 3429, 'quota': 9}]",90
67,Garcia-Wolfe,1965-03-13,"[{'azionista': 4085, 'quota': 75}, {'azionista': 3442, 'quota': 17}, {'azionista': 3838, 'quota': 8}]",41
68,Sandoval-Crawford,1966-12-16,"[{'azionista': 4066, 'quota': 99}, {'azionista': 2505, 'quota': 1}]",94
69,Carter Group,1969-02-24,"[{'azionista': 2296, 'quota': 72}, {'azionista': 2815, 'quota': 28}]",91
70,Cox-Burke,1995-01-18,"[{'azionista': 3657, 'quota': 76}, {'azionista': 3745, 'quota': 24}]",0
71,"Miles, Powell and Walker",1975-10-31,"[{'azionista': 3251, 'quota': 39}, {'azionista': 3990, 'quota': 61}]",70
72,Perez and Sons,1999-05-25,"[{'azionista': 2822, 'quota': 65}, {'azionista': 2090, 'quota': 35}]",65
73,"Singh, Fischer and Smith",1973-05-17,"[{'azionista': 3033, 'quota': 12}, {'azionista': 1999, 'quota': 32}, {'azionista': 2996, 'quota': 45}, {'azionista': 2926, 'quota': 11}]",14
74,Hicks-Andrews,1988-11-18,"[{'azionista': 2204, 'quota': 99}, {'azionista': 3498, 'quota': 1}]",71
75,Collins and Sons,1991-01-27,"[{'azionista': 2795, 'quota': 13}, {'azionista': 2825, 'quota': 42}, {'azionista': 4172, 'quota': 34}, {'azionista': 3648, 'quota': 11}]",100
76,Cordova-Howard,1999-07-03,"[{'azionista': 3363, 'quota': 72}, {'azionista': 2524, 'quota': 7}, {'azionista': 2094, 'quota': 21}]",37
77,Simon Ltd,1982-12-02,"[{'azionista': 2776, 'quota': 13}, {'azionista': 2990, 'quota': 6}, {'azionista': 3539, 'quota': 58}, {'azionista': 3621, 'quota': 23}]",76
78,"Clark, Evans and Brown",1961-08-11,"[{'azionista': 2946, 'quota': 76}, {'azionista': 2305, 'quota': 24}]",90
79,Williams-Wood,1967-10-09,"[{'azionista': 4145, 'quota': 27}, {'azionista': 2187, 'quota': 73}]",6
80,Davis PLC,1973-11-21,"[{'azionista': 3516, 'quota': 100}]",91
81,"Singh, Baldwin and Bennett",1987-03-03,"[{'azionista': 3174, 'quota': 49}, {'azionista': 2408, 'quota': 51}]",3
82,Spencer and Sons,1996-08-31,"[{'azionista': 2104, 'quota': 60}, {'azionista': 1900, 'quota': 4}, {'azionista': 1997, 'quota': 36}]",50
83,Brown-Padilla,1992-01-13,"[{'azionista': 2907, 'quota': 99}, {'azionista': 3883, 'quota': 1}]",81
84,"Johnson, Shaffer and Davis",1961-10-30,"[{'azionista': 4205, 'quota': 6}, {'azionista': 2406, 'quota': 57}, {'azionista': 3440, 'quota': 37}]",38
85,"Thompson, Jones and Davis",1999-05-04,"[{'azionista': 3881, 'quota': 24}, {'azionista': 3993, 'quota': 17}, {'azionista': 3047, 'quota': 59}]",92
86,Frank Ltd,1991-08-16,"[{'azionista': 2938, 'quota': 71}, {'azionista': 2691, 'quota': 4}, {'azionista': 2402, 'quota': 2}, {'azionista': 2903, 'quota': 23}]",22
87,"Brown, Holden and Smith",1984-03-13,"[{'azionista': 3145, 'quota': 17}, {'azionista': 4134, 'quota': 16}, {'azionista': 2590, 'quota': 7}, {'azionista': 2561, 'quota': 10}, {'azionista': 4280, 'quota': 50}]",12
88,"Weber, Carrillo and King",1971-07-14,"[{'azionista': 4043, 'quota': 71}, {'azionista': 3032, 'quota': 4}, {'azionista': 2020, 'quota': 25}]",1
89,Garcia-Oconnell,1972-03-19,"[{'azionista': 2164, 'quota': 14}, {'azionista': 2750, 'quota': 66}, {'azionista': 2723, 'quota': 8}, {'azionista': 2938, 'quota': 12}]",17
90,Jackson-Kirk,1960-11-06,"[{'azionista': 2072, 'quota': 67}, {'azionista': 3424, 'quota': 33}]",69
91,"Chavez, Payne and Grimes",1972-05-01,"[{'azionista': 3447, 'quota': 82}, {'azionista': 1903, 'quota': 18}]",22
92,Hill Inc,1994-07-08,"[{'azionista': 2365, 'quota': 81}, {'azionista': 3979, 'quota': 19}]",48
93,"Abbott, Hudson and Kennedy",1979-11-22,"[{'azionista': 1935, 'quota': 63}, {'azionista': 4316, 'quota': 37}]",94
94,Taylor Ltd,1980-02-13,"[{'azionista': 1888, 'quota': 88}, {'azionista': 3243, 'quota': 12}]",57
95,Lopez Group,1969-07-21,"[{'azionista': 2270, 'quota': 22}, {'azionista': 3531, 'quota': 34}, {'azionista': 1922, 'quota': 44}]",39
96,Washington-Peterson,1995-06-24,"[{'azionista': 4168, 'quota': 99}, {'azionista': 3315, 'quota': 1}]",56
97,Flowers Ltd,1988-04-12,"[{'azionista': 4311, 'quota': 99}, {'azionista': 4256, 'quota': 1}]",23
98,Bell LLC,1997-05-14,"[{'azionista': 2709, 'quota': 75}, {'azionista': 2396, 'quota': 25}]",100
99,"Garcia, Jackson and Hernandez",1999-04-02,"[{'azionista': 4116, 'quota': 54}, {'azionista': 2435, 'quota': 46}]",66
100,Williams Group,1998-04-02,"[{'azionista': 3749, 'quota': 36}, {'azionista': 2350, 'quota': 58}, {'azionista': 2117, 'quota': 6}]",8
101,"Richmond, Marsh and Owens",1965-02-20,"[{'azionista': 2904, 'quota': 30}, {'azionista': 2223, 'quota': 27}, {'azionista': 2500, 'quota': 8}, {'azionista': 2924, 'quota': 13}, {'azionista': 2244, 'quota': 22}]",73
102,Carter-West,1994-07-19,"[{'azionista': 4190, 'quota': 91}, {'azionista': 3991, 'quota': 9}]",40
103,Baker-Cline,1995-12-08,"[{'azionista': 3935, 'quota': 45}, {'azionista': 2484, 'quota': 3}, {'azionista': 3257, 'quota': 52}]",87
104,"Gilbert, Hall and Woods",1962-06-19,"[{'azionista': 4274, 'quota': 38}, {'azionista': 2436, 'quota': 40}, {'azionista': 4068, 'quota': 22}]",28
105,"Cook, Kelly and Rivera",1986-03-05,"[{'azionista': 1930, 'quota': 96}, {'azionista': 3299, 'quota': 4}]",3
106,Williams PLC,1965-02-10,"[{'azionista': 3890, 'quota': 75}, {'azionista': 3590, 'quota': 25}]",84
107,Jones-Smith,1963-07-02,"[{'azionista': 3424, 'quota': 84}, {'azionista': 4320, 'quota': 16}]",95
108,"Cook, Flores and King",1984-11-25,"[{'azionista': 2073, 'quota': 8}, {'azionista': 4307, 'quota': 26}, {'azionista': 4247, 'quota': 66}]",65
109,Byrd Inc,1987-08-15,"[{'azionista': 2957, 'quota': 65}, {'azionista': 3015, 'quota': 35}]",55
110,Johnson Ltd,1977-12-26,"[{'azionista': 4099, 'quota': 89}, {'azionista': 3251, 'quota': 11}]",45
111,Anderson-Ali,1990-11-24,"[{'azionista': 1968, 'quota': 67}, {'azionista': 2109, 'quota': 33}]",79
112,"Chapman, Johnson and Murphy",1963-11-26,"[{'azionista': 3141, 'quota': 24}, {'azionista': 2988, 'quota': 76}]",28
113,"Garcia, Bender and Snyder",1975-04-12,"[{'azionista': 2573, 'quota': 55}, {'azionista': 3632, 'quota': 39}, {'azionista': 3976, 'quota': 6}]",83
114,Bass-Harris,1988-06-29,"[{'azionista': 2845, 'quota': 63}, {'azionista': 2253, 'quota': 37}]",73
115,Nguyen and Sons,1965-06-24,"[{'azionista': 3864, 'quota': 68}, {'azionista': 4316, 'quota': 32}]",92
116,"Curtis, Ryan and Lambert",1961-01-10,"[{'azionista': 2756, 'quota': 80}, {'azionista': 2919, 'quota': 20}]",32
117,Jackson Inc,1965-03-15,"[{'azionista': 4345, 'quota': 29}, {'azionista': 2186, 'quota': 71}]",11
118,Hudson-Martin,1966-12-20,"[{'azionista': 3259, 'quota': 3}, {'azionista': 3418, 'quota': 64}, {'azionista': 2131, 'quota': 33}]",28
119,Warren-Marshall,1972-05-11,"[{'azionista': 3560, 'quota': 38}, {'azionista': 2641, 'quota': 39}, {'azionista': 2654, 'quota': 20}, {'azionista': 4142, 'quota': 3}]",32
120,Rose-Wells,1967-09-24,"[{'azionista': 2318, 'quota': 67}, {'azionista': 3380, 'quota': 33}]",40
121,"Sloan, Jackson and Brown",1989-07-27,"[{'azionista': 3390, 'quota': 30}, {'azionista': 3501, 'quota': 7}, {'azionista': 3421, 'quota': 63}]",77
122,"Mcneil, Pineda and Rodriguez",1990-07-18,"[{'azionista': 2723, 'quota': 40}, {'azionista': 2265, 'quota': 60}]",4
123,Wagner LLC,1977-11-12,"[{'azionista': 2980, 'quota': 49}, {'azionista': 2466, 'quota': 51}]",46
124,Reyes Ltd,1982-07-17,"[{'azionista': 2539, 'quota': 93}, {'azionista': 2285, 'quota': 7}]",25
125,Richardson-Cummings,1999-09-15,"[{'azionista': 3867, 'quota': 29}, {'azionista': 3637, 'quota': 47}, {'azionista': 2175, 'quota': 10}, {'azionista': 2927, 'quota': 6}, {'azionista': 3581, 'quota': 3}, {'azionista': 1897, 'quota': 5}]",7
126,Lee Ltd,1963-01-01,"[{'azionista': 3458, 'quota': 67}, {'azionista': 3023, 'quota': 16}, {'azionista': 2803, 'quota': 17}]",22
127,Garza-Williams,1991-08-18,"[{'azionista': 2921, 'quota': 2}, {'azionista': 2474, 'quota': 7}, {'azionista': 3251, 'quota': 43}, {'azionista': 2409, 'quota': 48}]",64
128,Howell PLC,1970-08-23,"[{'azionista': 2082, 'quota': 79}, {'azionista': 4187, 'quota': 21}]",1
129,"Shannon, Stokes and Ray",1962-12-15,"[{'azionista': 4085, 'quota': 15}, {'azionista': 1969, 'quota': 29}, {'azionista': 2215, 'quota': 56}]",17
130,West and Sons,1995-11-11,"[{'azionista': 3165, 'quota': 54}, {'azionista': 4063, 'quota': 46}]",54
131,Gonzalez-Pearson,1968-08-31,"[{'azionista': 3644, 'quota': 55}, {'azionista': 2970, 'quota': 41}, {'azionista': 2775, 'quota': 4}]",33
132,Ruiz LLC,1990-12-23,"[{'azionista': 3356, 'quota': 6}, {'azionista': 2589, 'quota': 23}, {'azionista': 4329, 'quota': 8}, {'azionista': 3112, 'quota': 63}]",64
133,"Bates, Santos and Douglas",1985-04-01,"[{'azionista': 4109, 'quota': 97}, {'azionista': 2860, 'quota': 3}]",24
134,"Sandoval, Hall and Mcconnell",1974-07-11,"[{'azionista': 4036, 'quota': 58}, {'azionista': 2434, 'quota': 42}]",71
135,"Rosales, Martin and Ellis",1964-05-15,"[{'azionista': 3173, 'quota': 33}, {'azionista': 2361, 'quota': 67}]",35
136,Mata PLC,1969-08-31,"[{'azionista': 2472, 'quota': 94}, {'azionista': 2773, 'quota': 6}]",74
137,Gillespie-Morgan,1975-06-12,"[{'azionista': 3909, 'quota': 9}, {'azionista': 3718, 'quota': 21}, {'azionista': 4047, 'quota': 70}]",51
138,Lowe-Lewis,1993-06-06,"[{'azionista': 3003, 'quota': 46}, {'azionista': 3554, 'quota': 23}, {'azionista': 3283, 'quota': 25}, {'azionista': 3233, 'quota': 6}]",62
139,"Ward, Flowers and Bell",1986-05-05,"[{'azionista': 4190, 'quota': 55}, {'azionista': 2929, 'quota': 45}]",46
140,Robinson-Delgado,1966-06-18,"[{'azionista': 2660, 'quota': 25}, {'azionista': 3983, 'quota': 52}, {'azionista': 2447, 'quota': 23}]",35
141,"Stanley, Brown and Odom",1978-12-30,"[{'azionista': 2478, 'quota': 14}, {'azionista': 4072, 'quota': 51}, {'azionista': 2446, 'quota': 15}, {'azionista': 3880, 'quota': 20}]",43
142,Lopez PLC,1962-04-16,"[{'azionista': 3197, 'quota': 59}, {'azionista': 2395, 'quota': 41}]",38
143,"Wilson, Stone and Dudley",1997-04-29,"[{'azionista': 2677, 'quota': 12}, {'azionista': 2181, 'quota': 43}, {'azionista': 3106, 'quota': 45}]",61
144,Cole-Horton,1980-08-17,"[{'azionista': 1952, 'quota': 50}, {'azionista': 4029, 'quota': 50}]",90
145,Herrera Ltd,1960-06-08,"[{'azionista': 2768, 'quota': 71}, {'azionista': 2526, 'quota': 29}]",47
146,Collins LLC,1994-02-21,"[{'azionista': 3167, 'quota': 34}, {'azionista': 2908, 'quota': 59}, {'azionista': 2241, 'quota': 7}]",35
147,Barr-Thomas,1982-07-13,"[{'azionista': 2554, 'quota': 63}, {'azionista': 2996, 'quota': 30}, {'azionista': 2362, 'quota': 7}]",62
148,Haynes and Sons,1965-04-08,"[{'azionista': 2943, 'quota': 75}, {'azionista': 3439, 'quota': 22}, {'azionista': 2189, 'quota': 3}]",47
149,"Ramos, Thomas and Wise",1992-07-28,"[{'azionista': 3148, 'quota': 4}, {'azionista': 4133, 'quota': 53}, {'azionista': 2285, 'quota': 43}]",78
150,"Nichols, Soto and Brown",1999-12-07,"[{'azionista': 2310, 'quota': 34}, {'azionista': 2680, 'quota': 66}]",99
151,"Smith, May and Davis",1977-03-18,"[{'azionista': 2541, 'quota': 76}, {'azionista': 3008, 'quota': 24}]",43
152,"Giles, Cantrell and Massey",1981-04-03,"[{'azionista': 4108, 'quota': 55}, {'azionista': 2537, 'quota': 39}, {'azionista': 2129, 'quota': 2}, {'azionista': 3313, 'quota': 4}]",80
153,Martinez Inc,1987-02-11,"[{'azionista': 3984, 'quota': 79}, {'azionista': 3935, 'quota': 15}, {'azionista': 3063, 'quota': 6}]",71
154,Johnson-Taylor,1980-11-01,"[{'azionista': 4308, 'quota': 39}, {'azionista': 3323, 'quota': 61}]",18
155,Clark PLC,1977-12-24,"[{'azionista': 3151, 'quota': 48}, {'azionista': 2790, 'quota': 52}]",63
156,Arnold LLC,1997-06-16,"[{'azionista': 3622, 'quota': 95}, {'azionista': 4002, 'quota': 5}]",1
157,Gay-Adams,1984-01-20,"[{'azionista': 3257, 'quota': 54}, {'azionista': 2809, 'quota': 46}]",67
158,Lewis Group,1978-11-10,"[{'azionista': 2733, 'quota': 90}, {'azionista': 2934, 'quota': 10}]",46
159,"Hayes, Tapia and Hernandez",1972-05-27,"[{'azionista': 2490, 'quota': 38}, {'azionista': 2408, 'quota': 43}, {'azionista': 2527, 'quota': 19}]",47
160,Davis PLC,1992-05-25,"[{'azionista': 4250, 'quota': 63}, {'azionista': 2035, 'quota': 37}]",94
161,"Schmidt, Lopez and Taylor",1993-10-09,"[{'azionista': 2776, 'quota': 40}, {'azionista': 2669, 'quota': 39}, {'azionista': 2708, 'quota': 21}]",57
162,Coleman Group,1996-12-10,"[{'azionista': 3653, 'quota': 9}, {'azionista': 3489, 'quota': 47}, {'azionista': 2348, 'quota': 32}, {'azionista': 2906, 'quota': 12}]",57
163,Peterson-Powers,1991-04-21,"[{'azionista': 2412, 'quota': 59}, {'azionista': 2433, 'quota': 41}]",48
164,Ewing Ltd,1976-11-21,"[{'azionista': 3494, 'quota': 8}, {'azionista': 2047, 'quota': 77}, {'azionista': 4353, 'quota': 15}]",2
165,Bentley-Wong,1993-11-14,"[{'azionista': 3312, 'quota': 84}, {'azionista': 2762, 'quota': 16}]",80
166,Gibbs Inc,1981-11-24,"[{'azionista': 4017, 'quota': 30}, {'azionista': 2597, 'quota': 45}, {'azionista': 1896, 'quota': 19}, {'azionista': 3569, 'quota': 6}]",85
167,Hoffman Ltd,1996-07-10,"[{'azionista': 2475, 'quota': 57}, {'azionista': 1951, 'quota': 43}]",94
168,Riley-Bell,1966-06-13,"[{'azionista': 2008, 'quota': 39}, {'azionista': 3761, 'quota': 50}, {'azionista': 4055, 'quota': 11}]",55
169,"Weber, Robinson and Wells",1997-05-19,"[{'azionista': 2432, 'quota': 15}, {'azionista': 2417, 'quota': 41}, {'azionista': 4070, 'quota': 44}]",83
170,Rowe-Patton,1987-02-07,"[{'azionista': 2847, 'quota': 2}, {'azionista': 2618, 'quota': 63}, {'azionista': 3858, 'quota': 35}]",93
171,Walters LLC,1963-11-07,"[{'azionista': 2071, 'quota': 83}, {'azionista': 3242, 'quota': 17}]",66
172,Thompson Group,1967-06-09,"[{'azionista': 3335, 'quota': 72}, {'azionista': 2322, 'quota': 10}, {'azionista': 3847, 'quota': 18}]",77
173,"Oliver, Higgins and Jones",1969-06-09,"[{'azionista': 2428, 'quota': 37}, {'azionista': 2204, 'quota': 44}, {'azionista': 3035, 'quota': 19}]",86
174,Case-Chan,1993-02-08,"[{'azionista': 2479, 'quota': 38}, {'azionista': 4131, 'quota': 25}, {'azionista': 2602, 'quota': 37}]",9
175,Richards-Brewer,1962-06-24,"[{'azionista': 2700, 'quota': 17}, {'azionista': 3193, 'quota': 16}, {'azionista': 3012, 'quota': 67}]",33
176,"Krause, Lang and Chan",1987-02-18,"[{'azionista': 3945, 'quota': 47}, {'azionista': 2114, 'quota': 20}, {'azionista': 3190, 'quota': 10}, {'azionista': 4107, 'quota': 23}]",4
177,Smith Ltd,1978-01-29,"[{'azionista': 3435, 'quota': 93}, {'azionista': 4121, 'quota': 7}]",66
178,Campos-Grant,1994-12-01,"[{'azionista': 2058, 'quota': 76}, {'azionista': 4314, 'quota': 24}]",35
179,King-Harris,1995-04-25,"[{'azionista': 2107, 'quota': 3}, {'azionista': 3824, 'quota': 17}, {'azionista': 2521, 'quota': 63}, {'azionista': 4307, 'quota': 9}, {'azionista': 3903, 'quota': 8}]",57
180,"Taylor, Patterson and Juarez",1982-08-13,"[{'azionista': 3286, 'quota': 28}, {'azionista': 4219, 'quota': 54}, {'azionista': 3533, 'quota': 18}]",66
181,Walker-Ware,1982-02-25,"[{'azionista': 3476, 'quota': 39}, {'azionista': 3930, 'quota': 40}, {'azionista': 4228, 'quota': 21}]",42
