azienda,azionista,quota,ubo
108,13560,13,0,
108,9355,26,0,
109,13327,57,0,
109,15613,22,0,
109,8610,21,0,
110,17462,21,0,
110,11267,79,0,
111,16708,9,0,
111,12333,15,0,
111,17157,58,0,
111,8358,18,0,
112,17131,47,0,
112,9733,53,0,
113,11906,47,0,
113,10059,53,0,
114,9778,93,0,
114,17410,7,0,
115,13440,96,0,
115,12253,4,0,
116,7590,53,0,
116,14501,3,0,
116,17113,44,0,
117,15025,42,0,
117,7682,58,0,
118,14603,59,0,
118,7722,41,0,
119,8983,82,0,
119,11799,18,0,
120,16235,15,0,
120,11784,35,0,
120,12417,50,0,
121,15313,76,0,
121,8215,7,0,
121,8026,17,0,
122,10279,21,0,
122,12355,66,0,
122,9103,13,0,
123,16700,85,0,
123,11399,15,0,
124,8953,3,0,
124,14169,38,0,
124,12150,59,0,
125,8015,23,0,
125,16762,77,0,
126,15886,42,0,
126,14625,26,0,
126,13994,32,0,
127,14743,32,0,
127,9157,68,0,
128,9357,17,0,
128,15273,42,0,
128,8112,27,0,
128,13737,14,0,
129,14990,7,0,
129,14535,30,0,
129,12674,63,0,
130,11550,87,0,
130,8332,13,0,
131,7887,66,0,
131,10056,34,0,
132,10394,3,0,
132,9873,29,0,
132,8852,42,0,
132,9919,26,0,
133,13070,97,0,
133,16204,3,0,
134,11147,67,0,
134,9630,22,0,
134,10189,11,0,
135,11940,46,0,
135,9559,20,0,
135,7672,34,0,
136,9900,94,0,
136,16153,6,0,
137,13825,6,0,
137,11383,13,0,
137,15100,62,0,
137,13413,19,0,
138,8459,64,0,
138,9930,36,0,
139,8135,57,0,
139,12912,43,0,
140,15839,42,0,
140,16415,3,0,
140,16144,55,0,
141,8358,86,0,
141,10127,14,0,
142,12998,60,0,
142,8463,40,0,
143,15162,31,0,
143,15306,69,0,
144,8812,77,0,
144,13224,23,0,
145,11687,84,0,
145,14353,2,0,
145,16109,5,0,
145,10237,9,0,
146,15267,42,0,
146,7510,19,0,
146,14331,28,0,
146,13082,11,0,
147,11297,81,0,
147,10771,13,0,
147,14549,6,0,
148,16422,90,0,
148,15300,3,0,
148,12785,7,0,
149,12146,77,0,
149,16387,23,0,
150,8160,54,0,
150,16412,46,0,
151,8157,95,0,
151,13515,5,0,
152,11400,59,0,
152,15932,2,0,
152,16589,39,0,
153,10644,69,0,
153,9108,31,0,
154,10961,19,0,
154,10514,70,0,
154,7574,11,0,
155,11766,36,0,
155,10774,38,0,
155,10366,9,0,
155,14042,17,0,
156,17245,61,0,
156,9754,8,0,
156,7541,31,0,
157,10641,42,0,
157,13647,27,0,
157,11913,3,0,
157,16571,13,0,
157,15683,15,0,
158,16239,89,0,
158,15172,11,0,
159,14316,66,0,
159,15243,34,0,
160,13834,74,0,
160,16235,26,0,
161,16257,97,0,
161,9340,3,0,
162,12605,65,0,
162,10123,20,0,
162,15098,11,0,
162,8745,4,0,
163,13143,70,0,
163,14465,30,0,
164,10654,83,0,
164,13396,17,0,
165,11032,73,0,
165,8516,27,0,
166,12412,19,0,
166,15076,24,0,
166,15548,42,0,
166,17382,15,0,
167,13553,1,0,
167,11305,98,0,
167,9521,1,0,
168,9017,53,0,
168,8412,31,0,
168,17397,16,0,
169,13859,42,0,
169,10189,1,0,
169,11678,57,0,
170,10119,80,0,
170,8881,20,0,
171,10274,93,0,
171,7773,7,0,
172,14041,68,0,
172,12072,32,0,
173,14452,75,0,
173,17499,25,0,
174,12708,85,0,
174,14325,15,0,
175,7898,53,0,
175,11302,47,0,
176,8539,7,0,
176,14674,34,0,
176,9335,28,0,
176,16898,15,0,
176,17131,16,0,
177,11323,25,0,
177,7623,3,0,
177,11876,72,0,
178,14092,74,0,
178,11973,26,0,
179,9555,81,0,
179,12683,19,0,
180,11120,32,0,
180,11679,13,0,
180,11589,55,0,
181,14927,80,0,
181,10244,20,0,
182,7975,42,0,
182,12303,58,0,
183,13086,58,0,
183,7834,42,0,
184,13834,42,0,
184,13731,58,0,
185,14824,23,0,
185,15670,77,0,
186,13267,68,0,
186,13783,16,0,
186,10031,16,0,
187,11931,66,0,
187,15122,26,0,
187,9508,8,0,
188,15769,2,0,
188,9087,57,0,
188,11605,40,0,
188,10132,1,0,
189,9307,75,0,
189,12533,7,0,
189,17158,18,0,
190,9673,6,0,
190,7719,58,0,
190,8109,36,0,
191,9847,72,0,
191,11021,4,0,
191,13688,24,0,
192,9480,49,0,
192,15830,47,0,
192,16656,4,0,
193,10740,36,0,
193,14635,64,0,
194,16361,54,0,
194,15510,46,0,
195,13429,16,0,
195,16660,32,0,
195,15289,52,0,
196,16260,48,0,
196,11050,25,0,
196,9954,27,0,
197,11936,41,0,
197,8522,58,0,
197,11074,1,0,
198,8052,7,0,
198,16135,59,0,
198,7955,34,0,
199,8796,43,0,
199,16038,32,0,
199,13371,25,0,
200,16937,43,0,
200,8629,56,0,
200,9675,1,0,
201,8464,80,0,
201,13348,20,0,
202,11320,8,0,
202,15719,92,0,
203,7646,91,0,
203,9388,9,0,
204,17327,15,0,
204,13403,57,0,
204,16833,28,0,
205,9645,56,0,
205,15587,44,0,
206,10843,46,0,
206,14478,54,0,
207,12866,28,0,
207,12886,72,0,
208,14140,33,0,
208,13987,40,0,
208,10570,4,0,
208,7735,23,0,
209,10814,74,0,
209,17473,26,0,
210,17044,48,0,
210,12521,52,0,
211,8581,20,0,
211,13655,2,0,
211,13905,34,0,
211,16919,44,0,
212,11020,84,0,
212,10256,16,0,
213,10140,2,0,
213,9971,91,0,
213,8492,7,0,
214,10406,1,0,
214,16424,84,0,
214,16377,15,0,
215,15487,8,0,
215,13836,84,0,
215,12457,8,0,
216,11093,35,0,
216,16734,9,0,
216,16897,56,0,
217,9079,100,0,
218,15041,87,0,
218,10089,5,0,
218,8527,8,0,
219,16104,86,0,
219,15019,14,0,
220,8338,35,0,
220,14886,65,0,
221,16892,83,0,
221,7748,17,0,
222,8221,51,0,
222,12364,49,0,
223,12351,50,0,
223,15232,50,0,
224,15608,24,0,
224,15622,20,0,
224,13631,42,0,
224,17009,14,0,
225,8228,12,0,
225,11334,22,0,
225,7532,66,0,
226,14133,11,0,
226,13990,71,0,
226,14561,18,0,
227,15075,48,0,
227,10495,52,0,
228,10355,8,0,
228,15059,73,0,
228,11782,19,0,
229,12657,65,0,
229,7980,35,0,
230,9275,86,0,
230,12044,14,0,
231,8544,19,0,
231,14644,81,0,
232,17443,60,0,
232,14391,40,0,
233,8733,58,0,
233,13864,9,0,
233,15256,25,0,
233,8525,8,0,
234,16521,61,0,
234,13608,31,0,
234,8432,8,0,
235,10912,49,0,
235,11203,43,0,
235,11569,8,0,
236,15444,71,0,
236,8752,7,0,
236,11418,22,0,
237,13520,96,0,
237,13480,4,0,
238,11865,36,0,
238,11107,64,0,
239,10278,85,0,
239,11890,15,0,
240,11885,94,0,
240,11755,6,0,
241,15662,57,0,
241,10294,31,0,
241,8618,12,0,
242,10227,51,0,
242,12032,14,0,
242,11126,35,0,
243,8941,21,0,
243,15124,24,0,
243,15195,51,0,
243,11229,4,0,
244,12919,52,0,
244,12537,21,0,
244,16565,27,0,
245,11777,59,0,
245,11928,41,0,
246,7813,62,0,
246,9779,38,0,
247,12880,94,0,
247,17433,6,0,
248,15138,71,0,
248,8025,29,0,
249,17387,88,0,
249,9257,12,0,
250,12012,34,0,
250,11917,25,0,
250,8357,16,0,
250,11176,8,0,
250,15512,17,0,
251,15992,74,0,
251,9642,26,0,
252,16430,36,0,
252,16314,64,0,
253,12249,58,0,
253,9333,33,0,
253,9530,6,0,
253,16656,3,0,
254,10388,95,0,
254,13246,5,0,
255,13358,20,0,
255,15610,32,0,
255,16079,48,0,
256,8683,13,0,
256,13534,33,0,
256,11797,6,0,
256,14645,48,0,
257,13098,29,0,
257,11910,71,0,
258,9148,63,0,
258,10449,37,0,
259,13809,20,0,
259,10285,68,0,
259,14005,12,0,
260,17314,62,0,
260,15379,30,0,
260,9384,8,0,
261,11149,84,0,
261,7969,16,0,
262,9974,33,0,
262,15458,9,0,
262,11523,58,0,
263,9447,16,0,
263,8282,16,0,
263,13996,67,0,
263,11802,1,0,
264,15655,51,0,
264,9904,49,0,
265,15249,45,0,
265,13353,55,0,
266,9154,60,0,
266,9105,37,0,
266,9890,2,0,
266,8160,1,0,
267,14861,86,0,
267,10232,14,0,
268,10203,26,0,
268,11244,24,0,
268,13709,50,0,
269,17030,76,0,
269,10570,24,0,
270,11463,93,0,
270,11137,7,0,
271,7805,46,0,
271,13912,10,0,
271,10029,44,0,
272,16311,29,0,
272,13905,71,0,
273,11870,84,0,
273,14245,16,0,
274,8997,33,0,
274,9310,7,0,
274,8010,60,0,
275,16905,34,0,
275,13811,64,0,
275,8198,2,0,
276,14201,35,0,
276,8198,65,0,
277,7646,44,0,
277,11298,27,0,
277,16077,29,0,
278,16835,11,0,
278,9515,27,0,
278,12457,27,0,
278,8171,35,0,
279,11677,90,0,
279,16109,10,0,
280,14253,57,0,
280,13044,21,0,
280,11214,22,0,
281,14070,14,0,
281,11360,60,0,
281,9370,5,0,
281,12591,21,0,
282,9673,23,0,
282,14601,77,0,
283,12486,28,0,
283,8243,42,0,
283,12821,19,0,
283,12601,11,0,
284,13965,12,0,
284,12354,28,0,
284,11458,34,0,
284,12865,26,0,
285,7697,62,0,
285,17086,9,0,
285,11019,17,0,
285,15806,4,0,
285,9430,8,0,
286,14955,57,0,
286,10649,43,0,
287,8722,26,0,
287,8777,74,0,
288,8083,90,0,
288,9183,10,0,
289,8109,45,0,
289,10127,24,0,
289,15089,31,0,
290,15114,57,0,
290,16884,43,0,
291,14663,16,0,
291,9747,71,0,
291,8414,13,0,
292,14563,44,0,
292,13718,56,0,
293,13027,89,0,
293,12063,11,0,
294,10689,11,0,
294,12884,28,0,
294,13968,5,0,
294,8305,56,0,
295,15178,76,0,
295,12656,24,0,
296,8173,49,0,
296,12974,13,0,
296,9775,38,0,
297,11324,59,0,
297,7932,32,0,
297,17151,9,0,
298,10321,32,0,
298,10483,9,0,
298,11235,30,0,
298,9628,29,0,
299,7786,82,0,
299,10274,18,0,
300,16162,58,0,
300,13657,42,0,
301,13294,17,0,
301,14234,26,0,
301,14589,57,0,
302,10319,17,0,
302,13087,52,0,
302,7968,31,0,
303,12645,4,0,
303,11060,8,0,
303,15109,74,0,
303,16151,9,0,
303,16260,4,0,
303,9955,1,0,
304,15835,51,0,
304,10096,20,0,
304,17449,29,0,
305,13769,41,0,
305,12992,39,0,
305,9713,20,0,
306,14956,44,0,
306,14996,56,0,
307,17006,47,0,
307,14636,11,0,
307,9830,42,0,
308,15975,59,0,
308,9644,41,0,
309,11690,16,0,
309,16016,60,0,
309,16052,5,0,
309,11048,19,0,
310,10579,11,0,
310,16684,55,0,
310,15310,34,0,
311,14419,5,0,
311,15488,11,0,
311,8830,84,0,
312,8818,98,0,
312,13732,2,0,
313,10010,83,0,
313,11350,17,0,
314,15022,5,0,
314,13698,82,0,
314,10747,13,0,
315,13172,42,0,
315,7790,41,0,
315,16075,5,0,
315,12079,12,0,
316,7661,82,0,
316,13796,5,0,
316,12870,13,0,
317,14230,7,0,
317,7933,52,0,
317,14661,41,0,
318,17082,8,0,
318,13015,72,0,
318,7769,20,0,
319,16405,2,0,
319,12558,96,0,
319,8424,2,0,
320,12688,90,0,
320,15139,10,0,
321,7664,24,0,
321,11277,76,0,
322,12311,83,0,
322,8052,17,0,
323,15322,93,0,
323,13558,7,0,
324,15603,54,0,
324,15877,10,0,
324,14089,36,0,
325,14670,9,0,
325,12474,59,0,
325,15597,32,0,
326,9715,3,0,
326,12852,1,0,
326,12473,73,0,
326,11943,23,0,
327,10237,34,0,
327,10564,30,0,
327,10674,36,0,
328,9593,79,0,
328,16223,21,0,
329,14941,51,0,
329,15097,49,0,
330,12142,90,0,
330,10035,10,0,
331,11557,61,0,
331,8655,39,0,
332,8116,41,0,
332,8587,59,0,
333,9568,84,0,
333,10408,3,0,
333,14765,13,0,
334,17288,29,0,
334,9486,52,0,
334,15796,19,0,
335,13830,26,0,
335,9465,38,0,
335,10075,7,0,
335,10316,29,0,
336,7589,17,0,
336,11820,62,0,
336,16112,21,0,
337,14934,75,0,
337,7576,25,0,
338,9363,48,0,
338,10518,52,0,
339,10349,95,0,
339,9337,5,0,
340,7977,50,0,
340,11604,30,0,
340,10603,15,0,
340,11465,5,0,
341,8950,86,0,
341,12221,14,0,
342,17396,60,0,
342,14735,37,0,
342,14714,3,0,
343,16624,37,0,
343,14985,61,0,
343,11722,2,0,
344,12986,14,0,
344,11205,45,0,
344,13414,41,0,
345,8325,62,0,
345,16175,9,0,
345,17470,10,0,
345,15936,5,0,
345,16979,14,0,
346,14989,83,0,
346,8788,17,0,
347,10216,21,0,
347,14403,28,0,
347,15893,51,0,
348,7854,88,0,
348,12732,11,0,
348,15805,1,0,
349,14074,98,0,
349,12156,2,0,
350,17435,10,0,
350,9220,7,0,
350,7622,31,0,
350,14051,47,0,
350,15464,5,0,
351,8813,63,0,
351,13217,37,0,
352,16448,57,0,
352,11376,43,0,
353,7508,61,0,
353,9858,39,0,
354,14467,36,0,
354,14783,52,0,
354,12843,12,0,
355,17262,5,0,
355,16477,70,0,
355,13809,12,0,
355,7678,13,0,
356,9453,45,0,
356,9685,19,0,
356,17418,36,0,
357,8437,38,0,
357,10733,3,0,
357,8751,26,0,
357,11684,33,0,
358,14260,59,0,
358,15838,41,0,
359,10462,1,0,
359,11807,14,0,
359,7845,85,0,
360,12359,92,0,
360,8467,8,0,
361,13478,56,0,
361,16658,44,0,
362,10142,17,0,
362,11371,32,0,
362,16515,51,0,
363,10970,86,0,
363,8761,14,0,
364,11850,2,0,
364,11921,55,0,
364,8174,12,0,
364,12807,30,0,
364,13305,1,0,
365,12019,45,0,
365,12534,43,0,
365,13713,12,0,
366,12755,35,0,
366,13782,6,0,
366,16203,59,0,
367,11169,71,0,
367,13086,29,0,
368,14381,16,0,
368,15480,9,0,
368,13138,38,0,
368,8280,20,0,
368,15401,17,0,
369,15145,94,0,
369,11877,6,0,
370,13986,5,0,
370,12231,76,0,
370,8651,19,0,
371,14071,85,0,
371,7703,15,0,
372,15519,68,0,
372,9212,32,0,
373,12237,78,0,
373,12971,22,0,
374,15965,48,0,
374,16175,52,0,
375,10152,2,0,
375,16346,71,0,
375,12119,27,0,
376,9733,69,0,
376,10899,3,0,
376,17347,28,0,
377,13671,95,0,
377,8449,5,0,
378,8548,26,0,
378,16719,63,0,
378,12220,11,0,
379,8072,67,0,
379,14998,33,0,
380,12821,53,0,
380,16351,23,0,
380,11971,24,0,
381,7963,27,0,
381,14627,54,0,
381,14723,19,0,
382,13832,13,0,
382,7710,87,0,
383,8179,52,0,
383,14494,48,0,
384,11989,14,0,
384,8045,49,0,
384,8910,12,0,
384,8633,2,0,
384,10681,23,0,
385,9470,69,0,
385,14256,31,0,
386,12640,41,0,
386,10879,59,0,
387,8320,74,0,
387,10302,26,0,
388,15431,76,0,
388,12471,24,0,
389,9599,2,0,
389,8689,76,0,
389,13144,22,0,
390,12946,35,0,
390,9773,1,0,
390,15435,64,0,
391,10093,33,0,
391,13567,1,0,
391,8340,66,0,
392,11807,27,0,
392,10710,15,0,
392,14737,57,0,
392,8225,1,0,
393,8852,71,0,
393,10671,29,0,
394,10692,58,0,
394,12872,42,0,
395,14494,32,0,
395,14840,32,0,
395,9770,15,0,
395,16592,21,0,
396,9714,40,0,
396,15490,3,0,
396,12459,57,0,
397,12195,73,0,
397,11772,27,0,
398,10005,28,0,
398,13777,24,0,
398,10871,18,0,
398,7517,30,0,
399,13393,31,0,
399,14997,19,0,
399,8233,44,0,
399,8597,6,0,
400,9966,15,0,
400,8226,16,0,
400,11820,19,0,
400,13999,50,0,
401,11031,6,0,
401,10770,19,0,
401,13192,35,0,
401,8388,40,0,
402,16846,36,0,
402,16665,54,0,
402,10881,10,0,
403,13772,66,0,
403,10830,34,0,
404,15063,31,0,
404,17118,69,0,
405,9869,66,0,
405,13927,34,0,
406,12059,76,0,
406,7591,3,0,
406,16736,21,0,
407,10249,67,0,
407,17386,5,0,
407,13093,28,0,
408,15616,73,0,
408,13404,27,0,
409,11809,71,0,
409,10002,29,0,
410,16109,55,0,
410,17319,41,0,
410,9828,4,0,
411,8897,61,0,
411,10625,39,0,
412,9514,97,0,
412,14101,3,0,
413,7988,82,0,
413,16027,18,0,
414,15119,13,0,
414,17012,44,0,
414,9542,2,0,
414,17246,28,0,
414,17401,8,0,
414,14969,5,0,
415,9239,14,0,
415,8641,73,0,
415,16788,10,0,
415,17248,3,0,
416,9400,33,0,
416,13929,9,0,
416,10446,40,0,
416,14782,9,0,
416,8380,9,0,
417,8830,62,0,
417,10249,7,0,
417,9161,31,0,
418,7843,78,0,
418,13808,5,0,
418,8512,17,0,
419,10546,65,0,
419,9683,35,0,
420,10782,16,0,
420,14152,18,0,
420,14891,54,0,
420,13409,12,0,
421,13685,69,0,
421,17039,31,0,
422,15718,48,0,
422,13204,52,0,
423,14852,24,0,
423,11378,76,0,
424,10796,45,0,
424,14379,21,0,
424,11128,6,0,
424,15426,28,0,
425,8825,83,0,
425,17159,14,0,
425,14783,3,0,
426,9975,65,0,
426,8237,35,0,
427,7901,87,0,
427,9931,13,0,
428,14349,100,0,
429,13317,6,0,
429,13969,31,0,
429,16204,18,0,
429,16121,45,0,
430,15252,78,0,
430,10241,22,0,
431,15944,2,0,
431,12980,64,0,
431,10165,28,0,
431,14635,6,0,
432,10953,23,0,
432,13546,43,0,
432,16301,34,0,
433,14711,96,0,
433,13068,4,0,
434,17042,41,0,
434,14660,59,0,
435,9211,18,0,
435,17076,62,0,
435,17002,20,0,
436,8352,23,0,
436,7865,35,0,
436,15905,42,0,
437,11218,63,0,
437,8991,7,0,
437,11913,7,0,
437,12369,23,0,
438,8847,52,0,
438,15213,48,0,
439,12258,67,0,
439,15953,33,0,
440,12188,17,0,
440,11017,32,0,
440,11522,51,0,
441,17060,48,0,
441,7899,52,0,
442,11340,92,0,
442,16948,8,0,
443,10982,27,0,
443,11852,73,0,
444,11159,71,0,
444,13592,29,0,
445,12975,56,0,
445,14663,44,0,
446,10973,62,0,
446,17155,38,0,
447,10132,77,0,
447,11636,23,0,
448,15011,61,0,
448,8485,39,0,
449,9467,42,0,
449,16994,39,0,
449,11070,6,0,
449,15608,6,0,
449,14521,7,0,
450,9518,70,0,
450,8611,30,0,
451,17213,74,0,
451,11843,26,0,
452,11868,38,0,
452,7508,54,0,
452,14161,8,0,
453,15198,13,0,
453,15572,11,0,
453,12890,7,0,
453,8640,28,0,
453,13351,41,0,
454,10019,5,0,
454,14889,53,0,
454,11343,38,0,
454,10563,4,0,
455,12405,64,0,
455,12885,28,0,
455,17232,8,0,
456,11597,44,0,
456,13866,56,0,
457,15452,95,0,
457,14572,5,0,
458,9531,52,0,
458,9186,48,0,
459,16228,100,0,
460,15135,36,0,
460,12773,64,0,
461,14390,50,0,
461,13206,42,0,
461,13547,8,0,
462,11764,30,0,
462,11770,70,0,
463,10300,83,0,
463,9081,17,0,
464,10232,29,0,
464,16906,71,0,
465,12142,95,0,
465,11379,5,0,
466,15842,25,0,
466,9729,36,0,
466,14144,39,0,
467,9749,17,0,
467,10170,65,0,
467,13662,18,0,
468,14509,48,0,
468,13482,6,0,
468,13021,16,0,
468,12526,23,0,
468,9163,7,0,
469,15224,45,0,
469,15167,55,0,
470,16655,84,0,
470,10128,16,0,
471,10031,6,0,
471,12434,63,0,
471,9883,3,0,
471,11029,6,0,
471,8189,22,0,
472,11142,74,0,
472,9740,7,0,
472,8755,1,0,
472,16006,14,0,
472,14265,4,0,
473,14841,55,0,
473,11733,19,0,
473,8287,26,0,
474,7521,4,0,
474,16070,96,0,
475,17361,9,0,
475,15652,6,0,
475,7594,75,0,
475,9333,10,0,
476,11761,78,0,
476,9453,22,0,
477,13679,53,0,
477,17424,47,0,
478,7568,74,0,
478,15617,26,0,
479,12244,73,0,
479,9691,27,0,
480,10040,16,0,
480,15483,63,0,
480,15114,21,0,
481,17269,48,0,
481,13594,41,0,
481,13150,11,0,
482,7947,13,0,
482,15962,81,0,
482,9738,6,0,
483,10495,11,0,
483,8877,88,0,
483,8184,1,0,
484,12774,38,0,
484,15574,62,0,
485,15466,19,0,
485,8713,40,0,
485,11165,22,0,
485,9558,19,0,
486,13919,91,0,
486,14424,1,0,
486,10686,8,0,
487,12953,66,0,
487,12407,34,0,
488,14064,59,0,
488,16783,41,0,
489,17375,93,0,
489,13432,7,0,
490,10617,32,0,
490,13065,42,0,
490,13161,26,0,
491,14443,41,0,
491,13431,30,0,
491,15619,29,0,
492,14081,82,0,
492,16695,10,0,
492,7803,8,0,
493,10651,76,0,
493,8553,14,0,
493,10036,10,0,
494,10702,48,0,
494,11369,42,0,
494,14572,10,0,
495,12579,63,0,
495,10164,8,0,
495,16961,29,0,
496,10188,16,0,
496,12981,84,0,
497,17198,14,0,
497,14591,23,0,
497,12518,48,0,
497,11095,15,0,
498,11042,16,0,
498,11839,50,0,
498,16098,10,0,
498,15688,24,0,
499,14153,31,0,
499,13154,61,0,
499,17168,8,0,
500,16465,5,0,
500,9352,85,0,
500,12073,10,0,
501,12432,81,0,
501,11080,19,0,
502,9834,41,0,
502,14943,59,0,
503,8119,52,0,
503,12916,48,0,
504,17256,13,0,
504,13322,19,0,
504,15911,51,0,
504,14147,17,0,
505,14707,52,0,
505,17091,48,0,
506,13439,48,0,
506,15987,52,0,
507,17167,63,0,
507,15047,37,0,
508,11861,31,0,
508,11143,69,0,
509,16255,47,0,
509,15019,53,0,
510,13073,34,0,
510,16005,32,0,
510,9033,34,0,
511,15980,59,0,
511,17048,41,0,
512,7650,90,0,
512,16295,10,0,
513,15699,82,0,
513,15353,12,0,
513,14768,6,0,
514,12953,13,0,
514,10896,40,0,
514,9852,47,0,
515,8490,73,0,
515,12597,27,0,
516,13387,71,0,
516,8084,29,0,
517,14622,6,0,
517,16428,94,0,
518,17158,4,0,
518,7894,3,0,
518,13068,35,0,
518,9123,58,0,
519,14447,82,0,
519,10104,18,0,
520,14634,34,0,
520,16990,35,0,
520,14610,31,0,
521,11017,65,0,
521,11155,35,0,
522,16207,94,0,
522,13014,6,0,
523,10994,55,0,
523,10037,38,0,
523,13010,7,0,
524,10474,41,0,
524,17044,19,0,
524,12694,6,0,
524,14554,34,0,
525,8209,35,0,
525,9722,65,0,
526,17350,59,0,
526,9858,41,0,
