id,nome,data_fondazione,quotazioni,sede
8768,Frye-Melendez,1992-06-19,"[{'azionista': 874, 'quota': 93}, {'azionista': 199, 'quota': 7}]",4
8769,Allen Inc,1989-01-23,"[{'azionista': 569, 'quota': 76}, {'azionista': 917, 'quota': 20}, {'azionista': 2046, 'quota': 4}]",49
8770,Garcia-Reyes,1999-05-16,"[{'azionista': 727, 'quota': 34}, {'azionista': 2176, 'quota': 66}]",33
8771,Bell LLC,1962-11-04,"[{'azionista': 3189, 'quota': 23}, {'azionista': 4827, 'quota': 32}, {'azionista': 1638, 'quota': 9}, {'azionista': 3284, 'quota': 36}]",72
8772,Robertson-Baker,1994-08-17,"[{'azionista': 4125, 'quota': 8}, {'azionista': 2735, 'quota': 67}, {'azionista': 1837, 'quota': 25}]",5
8773,Williams-Carney,1989-10-02,"[{'azionista': 4224, 'quota': 98}, {'azionista': 1313, 'quota': 2}]",20
8774,Bush-Buchanan,1974-07-23,"[{'azionista': 4266, 'quota': 92}, {'azionista': 478, 'quota': 8}]",99
8775,"Bradshaw, Townsend and Contreras",1960-11-21,"[{'azionista': 2800, 'quota': 53}, {'azionista': 1242, 'quota': 41}, {'azionista': 3791, 'quota': 6}]",40
8776,Miller Inc,1981-03-31,"[{'azionista': 4631, 'quota': 65}, {'azionista': 4556, 'quota': 35}]",87
8777,Brennan-Morris,1962-07-10,"[{'azionista': 3618, 'quota': 50}, {'azionista': 3874, 'quota': 8}, {'azionista': 1636, 'quota': 42}]",55
8778,Cobb and Sons,1999-04-11,"[{'azionista': 2563, 'quota': 33}, {'azionista': 2905, 'quota': 67}]",68
8779,Sanford-Chambers,1972-04-02,"[{'azionista': 4815, 'quota': 69}, {'azionista': 4390, 'quota': 11}, {'azionista': 4604, 'quota': 20}]",4
8780,Bryant-Lawrence,1972-02-24,"[{'azionista': 857, 'quota': 17}, {'azionista': 3975, 'quota': 7}, {'azionista': 2463, 'quota': 76}]",64
8781,Cooley-Proctor,1990-05-25,"[{'azionista': 2524, 'quota': 45}, {'azionista': 3160, 'quota': 37}, {'azionista': 4048, 'quota': 18}]",27
8782,Garcia PLC,1992-03-04,"[{'azionista': 250, 'quota': 79}, {'azionista': 4276, 'quota': 21}]",37
8783,Salazar Group,1990-09-22,"[{'azionista': 2192, 'quota': 41}, {'azionista': 1138, 'quota': 59}]",56
8784,"Wright, Nichols and Potter",1970-06-28,"[{'azionista': 2556, 'quota': 78}, {'azionista': 2931, 'quota': 22}]",77
8785,Cox and Sons,1985-12-23,"[{'azionista': 4321, 'quota': 18}, {'azionista': 2989, 'quota': 18}, {'azionista': 1568, 'quota': 64}]",2
8786,"Foster, Carpenter and Robertson",1984-02-20,"[{'azionista': 3448, 'quota': 98}, {'azionista': 1846, 'quota': 2}]",10
8787,Webb Inc,1970-08-10,"[{'azionista': 2868, 'quota': 58}, {'azionista': 3106, 'quota': 23}, {'azionista': 4485, 'quota': 6}, {'azionista': 2777, 'quota': 13}]",12
8788,"Miller, Jones and Marquez",1975-08-12,"[{'azionista': 2876, 'quota': 53}, {'azionista': 840, 'quota': 18}, {'azionista': 4214, 'quota': 29}]",55
8789,"Hebert, Cross and Thomas",1983-11-13,"[{'azionista': 414, 'quota': 8}, {'azionista': 4681, 'quota': 2}, {'azionista': 2343, 'quota': 74}, {'azionista': 3339, 'quota': 16}]",79
8790,Adkins-Matthews,1974-12-29,"[{'azionista': 1121, 'quota': 51}, {'azionista': 4801, 'quota': 49}]",65
8791,Weaver Inc,1986-12-01,"[{'azionista': 3951, 'quota': 94}, {'azionista': 643, 'quota': 6}]",13
8792,Hernandez Group,1972-03-31,"[{'azionista': 3158, 'quota': 86}, {'azionista': 2297, 'quota': 14}]",82
8793,Barnes Ltd,1999-03-07,"[{'azionista': 508, 'quota': 36}, {'azionista': 763, 'quota': 58}, {'azionista': 2069, 'quota': 6}]",68
8794,"Newman, Herrera and Strong",1997-09-08,"[{'azionista': 477, 'quota': 54}, {'azionista': 4711, 'quota': 46}]",37
8795,"Mendez, Simon and Davis",1980-08-17,"[{'azionista': 4787, 'quota': 22}, {'azionista': 4510, 'quota': 20}, {'azionista': 1913, 'quota': 8}, {'azionista': 1973, 'quota': 50}]",7
8796,"Rodriguez, Perez and Clark",1998-02-24,"[{'azionista': 2208, 'quota': 33}, {'azionista': 524, 'quota': 45}, {'azionista': 3406, 'quota': 22}]",10
8797,King-Rice,1996-06-19,"[{'azionista': 1034, 'quota': 25}, {'azionista': 1194, 'quota': 45}, {'azionista': 2795, 'quota': 30}]",57
8798,"Ramirez, Gregory and Lloyd",1999-01-18,"[{'azionista': 4649, 'quota': 83}, {'azionista': 1578, 'quota': 17}]",99
8799,Johns Inc,1996-08-30,"[{'azionista': 4144, 'quota': 31}, {'azionista': 4888, 'quota': 69}]",0
8800,Mccormick-Mahoney,1973-03-29,"[{'azionista': 2409, 'quota': 78}, {'azionista': 265, 'quota': 22}]",12
8801,Hawkins Ltd,1989-04-28,"[{'azionista': 3051, 'quota': 85}, {'azionista': 1906, 'quota': 15}]",53
8802,Martinez-Rowe,1960-02-15,"[{'azionista': 4751, 'quota': 36}, {'azionista': 437, 'quota': 64}]",59
8803,Rivers-Hall,1982-07-04,"[{'azionista': 1741, 'quota': 58}, {'azionista': 2526, 'quota': 42}]",63
8804,"Andrade, Hopkins and Curtis",1995-11-25,"[{'azionista': 1797, 'quota': 35}, {'azionista': 1754, 'quota': 30}, {'azionista': 2969, 'quota': 35}]",101
8805,Mccarty Group,1987-07-15,"[{'azionista': 3008, 'quota': 68}, {'azionista': 1793, 'quota': 30}, {'azionista': 665, 'quota': 2}]",60
8806,Porter-Thomas,1960-12-30,"[{'azionista': 4948, 'quota': 81}, {'azionista': 3510, 'quota': 19}]",81
8807,"Banks, King and Rodriguez",1993-10-06,"[{'azionista': 1427, 'quota': 15}, {'azionista': 2324, 'quota': 13}, {'azionista': 470, 'quota': 72}]",46
8808,Sullivan-Williams,1979-08-15,"[{'azionista': 665, 'quota': 6}, {'azionista': 2097, 'quota': 11}, {'azionista': 1953, 'quota': 59}, {'azionista': 226, 'quota': 14}, {'azionista': 2670, 'quota': 10}]",36
8809,"Rollins, Schultz and Evans",1991-11-23,"[{'azionista': 2410, 'quota': 56}, {'azionista': 994, 'quota': 44}]",51
8810,Neal-Bird,1967-07-04,"[{'azionista': 1355, 'quota': 57}, {'azionista': 3703, 'quota': 43}]",65
8811,"Farley, Mills and Hatfield",1980-04-29,"[{'azionista': 80, 'quota': 72}, {'azionista': 97, 'quota': 28}]",18
8812,Freeman-Duncan,1971-06-27,"[{'azionista': 4951, 'quota': 60}, {'azionista': 2010, 'quota': 40}]",10
8813,"Ramos, Ferguson and Norton",1960-10-24,"[{'azionista': 2798, 'quota': 85}, {'azionista': 1141, 'quota': 15}]",15
8814,Lamb Ltd,1980-08-26,"[{'azionista': 1279, 'quota': 84}, {'azionista': 1667, 'quota': 16}]",61
8815,Peterson PLC,1987-08-18,"[{'azionista': 1864, 'quota': 20}, {'azionista': 2483, 'quota': 34}, {'azionista': 3614, 'quota': 46}]",72
8816,"Jordan, Hill and Brown",1964-01-12,"[{'azionista': 3463, 'quota': 82}, {'azionista': 4448, 'quota': 18}]",20
8817,Hansen-Robertson,1982-06-28,"[{'azionista': 1938, 'quota': 82}, {'azionista': 1470, 'quota': 18}]",27
8818,Johnson-Marshall,1969-08-05,"[{'azionista': 1948, 'quota': 98}, {'azionista': 2507, 'quota': 2}]",32
8819,"Vaughn, Rodriguez and Holt",1997-02-10,"[{'azionista': 3104, 'quota': 42}, {'azionista': 2174, 'quota': 7}, {'azionista': 2224, 'quota': 18}, {'azionista': 1860, 'quota': 26}, {'azionista': 2075, 'quota': 7}]",86
8820,"Thompson, Walker and Thompson",1991-09-08,"[{'azionista': 1295, 'quota': 97}, {'azionista': 2913, 'quota': 3}]",92
8821,"Harris, Schmidt and Kennedy",1984-05-04,"[{'azionista': 1142, 'quota': 42}, {'azionista': 2331, 'quota': 58}]",36
8822,Taylor-Cox,1997-01-19,"[{'azionista': 686, 'quota': 91}, {'azionista': 3744, 'quota': 9}]",44
8823,Hanson-Bonilla,1962-12-26,"[{'azionista': 4561, 'quota': 92}, {'azionista': 1662, 'quota': 8}]",100
8824,"Moore, Richards and Sanders",1998-11-03,"[{'azionista': 928, 'quota': 49}, {'azionista': 1453, 'quota': 51}]",19
8825,Burns and Sons,1979-07-02,"[{'azionista': 4885, 'quota': 94}, {'azionista': 1735, 'quota': 6}]",57
8826,Brock Ltd,1992-07-20,"[{'azionista': 361, 'quota': 55}, {'azionista': 2313, 'quota': 45}]",52
8827,"Patel, Romero and Carter",1981-10-23,"[{'azionista': 2500, 'quota': 50}, {'azionista': 1099, 'quota': 50}]",22
8828,Martinez LLC,1970-11-16,"[{'azionista': 698, 'quota': 59}, {'azionista': 271, 'quota': 38}, {'azionista': 404, 'quota': 3}]",103
8829,Davenport-May,1986-09-05,"[{'azionista': 3674, 'quota': 10}, {'azionista': 3785, 'quota': 38}, {'azionista': 155, 'quota': 52}]",14
8830,"Gardner, Powers and Jones",1975-09-24,"[{'azionista': 4358, 'quota': 73}, {'azionista': 3469, 'quota': 16}, {'azionista': 1187, 'quota': 11}]",56
8831,"Walker, Maxwell and White",1995-03-05,"[{'azionista': 1054, 'quota': 49}, {'azionista': 2414, 'quota': 27}, {'azionista': 883, 'quota': 24}]",99
8832,Holloway-Schmidt,1984-10-08,"[{'azionista': 4147, 'quota': 10}, {'azionista': 4093, 'quota': 42}, {'azionista': 2330, 'quota': 48}]",12
8833,Chandler Group,1994-11-24,"[{'azionista': 717, 'quota': 7}, {'azionista': 1933, 'quota': 24}, {'azionista': 4670, 'quota': 42}, {'azionista': 3805, 'quota': 27}]",62
8834,"Austin, Andrade and Goodman",1961-10-12,"[{'azionista': 1433, 'quota': 90}, {'azionista': 2267, 'quota': 10}]",55
8835,"Avila, Long and Brown",1964-01-01,"[{'azionista': 2102, 'quota': 19}, {'azionista': 4429, 'quota': 15}, {'azionista': 4574, 'quota': 66}]",89
8836,Skinner Group,1976-02-08,"[{'azionista': 2606, 'quota': 19}, {'azionista': 1073, 'quota': 36}, {'azionista': 4883, 'quota': 45}]",10
8837,Cole-Stewart,1983-07-18,"[{'azionista': 433, 'quota': 16}, {'azionista': 821, 'quota': 2}, {'azionista': 1815, 'quota': 10}, {'azionista': 3838, 'quota': 18}, {'azionista': 621, 'quota': 19}, {'azionista': 3202, 'quota': 35}]",0
8838,Griffith-Gaines,1991-09-09,"[{'azionista': 2434, 'quota': 90}, {'azionista': 1364, 'quota': 10}]",22
8839,"Cooley, Carter and Adams",1984-08-06,"[{'azionista': 4956, 'quota': 26}, {'azionista': 1047, 'quota': 74}]",11
8840,"Greene, Calhoun and Pittman",1972-06-02,"[{'azionista': 753, 'quota': 79}, {'azionista': 57, 'quota': 21}]",8
8841,Rose-Ford,1964-02-17,"[{'azionista': 948, 'quota': 98}, {'azionista': 382, 'quota': 2}]",55
8842,"Kelley, Haley and Patterson",1997-07-05,"[{'azionista': 432, 'quota': 12}, {'azionista': 444, 'quota': 29}, {'azionista': 1869, 'quota': 1}, {'azionista': 4034, 'quota': 54}, {'azionista': 181, 'quota': 4}]",68
8843,Adams Group,1979-07-27,"[{'azionista': 475, 'quota': 98}, {'azionista': 4627, 'quota': 2}]",53
8844,Owens-Riggs,1973-05-20,"[{'azionista': 3667, 'quota': 64}, {'azionista': 2441, 'quota': 36}]",41
8845,Evans and Sons,1973-01-01,"[{'azionista': 4255, 'quota': 74}, {'azionista': 604, 'quota': 26}]",40
8846,Smith-Vang,1976-03-04,"[{'azionista': 4704, 'quota': 92}, {'azionista': 3981, 'quota': 8}]",101
8847,Lopez-Smith,1995-07-13,"[{'azionista': 924, 'quota': 52}, {'azionista': 2005, 'quota': 48}]",80
8848,Patterson and Sons,1970-01-18,"[{'azionista': 4494, 'quota': 66}, {'azionista': 4724, 'quota': 34}]",2
8849,Blake Ltd,1978-10-19,"[{'azionista': 4253, 'quota': 74}, {'azionista': 749, 'quota': 7}, {'azionista': 933, 'quota': 19}]",25
8850,Bird and Sons,1985-03-27,"[{'azionista': 4291, 'quota': 99}, {'azionista': 4204, 'quota': 1}]",100
8851,Morrison-Salinas,1976-11-08,"[{'azionista': 1954, 'quota': 40}, {'azionista': 2632, 'quota': 1}, {'azionista': 4153, 'quota': 59}]",73
8852,"Carey, Lloyd and Schmitt",1999-11-02,"[{'azionista': 1649, 'quota': 61}, {'azionista': 3589, 'quota': 39}]",47
8853,"Silva, George and Jones",1972-06-28,"[{'azionista': 2721, 'quota': 4}, {'azionista': 697, 'quota': 2}, {'azionista': 2649, 'quota': 6}, {'azionista': 3254, 'quota': 63}, {'azionista': 1704, 'quota': 25}]",76
8854,"Ponce, Terrell and Mitchell",1998-07-26,"[{'azionista': 3550, 'quota': 67}, {'azionista': 4739, 'quota': 33}]",94
8855,Taylor-Mclaughlin,1987-09-02,"[{'azionista': 1165, 'quota': 1}, {'azionista': 2474, 'quota': 80}, {'azionista': 421, 'quota': 19}]",85
8856,"Joyce, Welch and Andersen",1993-02-03,"[{'azionista': 1631, 'quota': 81}, {'azionista': 228, 'quota': 19}]",63
8857,"Campbell, Nolan and Little",1971-01-31,"[{'azionista': 1015, 'quota': 86}, {'azionista': 3287, 'quota': 14}]",63
8858,Morris and Sons,1970-05-05,"[{'azionista': 1035, 'quota': 85}, {'azionista': 2970, 'quota': 15}]",5
8859,"Riley, Taylor and Nelson",1976-10-31,"[{'azionista': 878, 'quota': 70}, {'azionista': 4982, 'quota': 30}]",87
8860,Edwards LLC,1999-05-13,"[{'azionista': 4916, 'quota': 95}, {'azionista': 1235, 'quota': 5}]",68
8861,"Sanchez, Walker and Crawford",1979-06-24,"[{'azionista': 3547, 'quota': 34}, {'azionista': 4412, 'quota': 19}, {'azionista': 2346, 'quota': 45}, {'azionista': 1517, 'quota': 2}]",40
8862,"Horton, Kelly and Garcia",1967-11-15,"[{'azionista': 4397, 'quota': 43}, {'azionista': 2878, 'quota': 15}, {'azionista': 1912, 'quota': 42}]",62
8863,Young Ltd,1991-09-07,"[{'azionista': 1089, 'quota': 89}, {'azionista': 2907, 'quota': 11}]",0
8864,White Group,1986-01-05,"[{'azionista': 4651, 'quota': 68}, {'azionista': 3739, 'quota': 32}]",59
8865,"Smith, Smith and Hensley",1987-05-20,"[{'azionista': 1634, 'quota': 42}, {'azionista': 353, 'quota': 58}]",94
8866,Smith-Flores,1962-02-06,"[{'azionista': 1096, 'quota': 71}, {'azionista': 2222, 'quota': 5}, {'azionista': 776, 'quota': 24}]",91
8867,"Brown, Brown and Stevens",1961-10-12,"[{'azionista': 1687, 'quota': 71}, {'azionista': 2226, 'quota': 10}, {'azionista': 4883, 'quota': 19}]",28
8868,Russell and Sons,1992-12-21,"[{'azionista': 4494, 'quota': 57}, {'azionista': 2267, 'quota': 43}]",12
8869,Willis PLC,1974-08-25,"[{'azionista': 2372, 'quota': 42}, {'azionista': 2003, 'quota': 50}, {'azionista': 4757, 'quota': 8}]",47
8870,"Schmitt, King and Salazar",1990-07-14,"[{'azionista': 2283, 'quota': 87}, {'azionista': 2899, 'quota': 13}]",54
8871,Becker-Matthews,1969-05-10,"[{'azionista': 3369, 'quota': 81}, {'azionista': 2856, 'quota': 19}]",58
8872,Jones PLC,1982-01-01,"[{'azionista': 1061, 'quota': 51}, {'azionista': 3336, 'quota': 40}, {'azionista': 3548, 'quota': 9}]",43
8873,Kennedy-Crawford,1985-07-18,"[{'azionista': 2052, 'quota': 55}, {'azionista': 92, 'quota': 15}, {'azionista': 3554, 'quota': 30}]",26
8874,"Gordon, Casey and Williams",1986-01-09,"[{'azionista': 3249, 'quota': 32}, {'azionista': 405, 'quota': 13}, {'azionista': 1259, 'quota': 55}]",75
8875,Newman PLC,1973-11-04,"[{'azionista': 557, 'quota': 21}, {'azionista': 1448, 'quota': 76}, {'azionista': 4006, 'quota': 3}]",65
8876,Ross-Kemp,1988-12-25,"[{'azionista': 3653, 'quota': 94}, {'azionista': 3310, 'quota': 2}, {'azionista': 4954, 'quota': 4}]",8
8877,Estes Inc,1979-01-16,"[{'azionista': 3494, 'quota': 53}, {'azionista': 831, 'quota': 47}]",44
8878,Thomas-Soto,1989-01-31,"[{'azionista': 4167, 'quota': 31}, {'azionista': 4937, 'quota': 32}, {'azionista': 1714, 'quota': 14}, {'azionista': 3124, 'quota': 23}]",79
8879,Roberson Inc,1968-05-30,"[{'azionista': 2185, 'quota': 90}, {'azionista': 4599, 'quota': 10}]",20
8880,"Johnson, Poole and Ball",1967-08-01,"[{'azionista': 1564, 'quota': 83}, {'azionista': 3740, 'quota': 13}, {'azionista': 4041, 'quota': 4}]",77
8881,Jimenez Group,1985-08-28,"[{'azionista': 4321, 'quota': 68}, {'azionista': 4862, 'quota': 21}, {'azionista': 838, 'quota': 11}]",33
8882,Roberson-Smith,1989-11-29,"[{'azionista': 1652, 'quota': 67}, {'azionista': 3740, 'quota': 33}]",97
8883,Wilson-Hancock,1999-06-15,"[{'azionista': 3410, 'quota': 46}, {'azionista': 1573, 'quota': 45}, {'azionista': 4753, 'quota': 9}]",25
8884,"Taylor, Avery and Mosley",1999-06-29,"[{'azionista': 650, 'quota': 72}, {'azionista': 2704, 'quota': 10}, {'azionista': 583, 'quota': 18}]",70
8885,Best-Harding,1992-09-01,"[{'azionista': 3624, 'quota': 40}, {'azionista': 2192, 'quota': 60}]",86
8886,Green and Sons,1967-01-17,"[{'azionista': 579, 'quota': 69}, {'azionista': 4731, 'quota': 31}]",50
8887,Hines-Sawyer,1975-11-29,"[{'azionista': 1911, 'quota': 88}, {'azionista': 2639, 'quota': 12}]",7
8888,Bradford-Nelson,1961-12-08,"[{'azionista': 784, 'quota': 69}, {'azionista': 4123, 'quota': 31}]",5
8889,Jackson-Cole,1981-05-04,"[{'azionista': 3060, 'quota': 28}, {'azionista': 4564, 'quota': 41}, {'azionista': 1658, 'quota': 31}]",65
8890,Payne Ltd,1997-09-30,"[{'azionista': 1517, 'quota': 83}, {'azionista': 4937, 'quota': 17}]",41
8891,"Huff, Mills and Stewart",1977-01-19,"[{'azionista': 2895, 'quota': 45}, {'azionista': 1568, 'quota': 7}, {'azionista': 4719, 'quota': 48}]",60
8892,Hughes and Sons,1993-05-27,"[{'azionista': 2454, 'quota': 49}, {'azionista': 472, 'quota': 17}, {'azionista': 4648, 'quota': 34}]",41
8893,"Vaughan, Davis and Gonzalez",1960-09-13,"[{'azionista': 2516, 'quota': 63}, {'azionista': 1781, 'quota': 3}, {'azionista': 845, 'quota': 34}]",45
8894,Ryan-Smith,1993-08-10,"[{'azionista': 3096, 'quota': 40}, {'azionista': 4240, 'quota': 60}]",62
8895,Sutton-Gonzalez,1970-05-26,"[{'azionista': 1655, 'quota': 10}, {'azionista': 80, 'quota': 73}, {'azionista': 2742, 'quota': 4}, {'azionista': 1629, 'quota': 6}, {'azionista': 2517, 'quota': 7}]",72
8896,"Evans, Clark and Watkins",1976-02-23,"[{'azionista': 2509, 'quota': 35}, {'azionista': 3750, 'quota': 30}, {'azionista': 3826, 'quota': 35}]",46
8897,Coleman and Sons,1981-03-19,"[{'azionista': 1960, 'quota': 5}, {'azionista': 3136, 'quota': 91}, {'azionista': 3339, 'quota': 4}]",98
8898,"Powell, Garza and Carter",1982-02-11,"[{'azionista': 58, 'quota': 60}, {'azionista': 4834, 'quota': 40}]",90
8899,"Anderson, Ortiz and Hess",1989-06-04,"[{'azionista': 3440, 'quota': 6}, {'azionista': 2454, 'quota': 66}, {'azionista': 2540, 'quota': 28}]",2
8900,Martinez Ltd,1994-05-07,"[{'azionista': 134, 'quota': 92}, {'azionista': 1483, 'quota': 8}]",27
8901,Gallegos-Reid,1989-06-01,"[{'azionista': 1926, 'quota': 12}, {'azionista': 3570, 'quota': 52}, {'azionista': 4580, 'quota': 36}]",34
8902,"Koch, Lutz and Harrison",1965-08-29,"[{'azionista': 285, 'quota': 99}, {'azionista': 1165, 'quota': 1}]",34
8903,Brown Inc,1965-04-26,"[{'azionista': 2901, 'quota': 78}, {'azionista': 1885, 'quota': 22}]",90
8904,Arnold-Arnold,1960-09-21,"[{'azionista': 2888, 'quota': 13}, {'azionista': 2034, 'quota': 58}, {'azionista': 129, 'quota': 29}]",16
8905,Goodwin-Meyer,1975-07-05,"[{'azionista': 2483, 'quota': 77}, {'azionista': 1101, 'quota': 23}]",48
8906,Miller-Price,1996-08-26,"[{'azionista': 2306, 'quota': 42}, {'azionista': 2624, 'quota': 58}]",67
8907,Davis-Guzman,1981-10-23,"[{'azionista': 804, 'quota': 11}, {'azionista': 985, 'quota': 67}, {'azionista': 884, 'quota': 12}, {'azionista': 2032, 'quota': 8}, {'azionista': 1214, 'quota': 2}]",63
8908,Hutchinson LLC,1984-05-03,"[{'azionista': 3799, 'quota': 100}]",89
8909,Bailey and Sons,1984-09-21,"[{'azionista': 531, 'quota': 11}, {'azionista': 2998, 'quota': 89}]",23
8910,Taylor Ltd,1963-07-05,"[{'azionista': 1193, 'quota': 82}, {'azionista': 4639, 'quota': 18}]",70
8911,"Stone, Green and Miller",1976-07-02,"[{'azionista': 3834, 'quota': 13}, {'azionista': 2409, 'quota': 24}, {'azionista': 119, 'quota': 40}, {'azionista': 4535, 'quota': 23}]",8
8912,"Fowler, Webb and Ray",1984-11-30,"[{'azionista': 1271, 'quota': 23}, {'azionista': 3829, 'quota': 11}, {'azionista': 4526, 'quota': 62}, {'azionista': 3138, 'quota': 4}]",41
8913,Garcia Inc,1994-01-20,"[{'azionista': 4323, 'quota': 71}, {'azionista': 2369, 'quota': 21}, {'azionista': 2389, 'quota': 8}]",76
8914,Gibson-Brown,1978-03-17,"[{'azionista': 3896, 'quota': 90}, {'azionista': 2877, 'quota': 10}]",17
8915,Sexton-Wallace,1976-09-24,"[{'azionista': 251, 'quota': 84}, {'azionista': 191, 'quota': 14}, {'azionista': 4137, 'quota': 2}]",70
8916,Parker Ltd,1972-03-21,"[{'azionista': 1609, 'quota': 68}, {'azionista': 4983, 'quota': 32}]",26
8917,"Brennan, Johnson and Nunez",1994-01-19,"[{'azionista': 4141, 'quota': 63}, {'azionista': 4101, 'quota': 37}]",8
8918,"Fernandez, Miller and Medina",1972-04-03,"[{'azionista': 4533, 'quota': 1}, {'azionista': 3708, 'quota': 37}, {'azionista': 207, 'quota': 38}, {'azionista': 754, 'quota': 24}]",99
8919,Brooks and Sons,1972-02-22,"[{'azionista': 2318, 'quota': 43}, {'azionista': 4487, 'quota': 57}]",103
8920,Mack Group,1979-07-16,"[{'azionista': 832, 'quota': 91}, {'azionista': 3071, 'quota': 9}]",33
8921,Johnson PLC,1974-03-07,"[{'azionista': 2117, 'quota': 97}, {'azionista': 1594, 'quota': 3}]",37
8922,Nunez and Sons,1996-03-01,"[{'azionista': 3087, 'quota': 64}, {'azionista': 349, 'quota': 6}, {'azionista': 1161, 'quota': 30}]",14
8923,Johnson Ltd,1972-10-12,"[{'azionista': 4961, 'quota': 60}, {'azionista': 3191, 'quota': 40}]",34
8924,Rodriguez Ltd,1992-05-27,"[{'azionista': 3178, 'quota': 93}, {'azionista': 4729, 'quota': 7}]",81
8925,"Castillo, Scott and Snyder",1971-06-07,"[{'azionista': 73, 'quota': 40}, {'azionista': 1335, 'quota': 37}, {'azionista': 1339, 'quota': 23}]",51
8926,Riley-Cherry,1968-11-21,"[{'azionista': 3319, 'quota': 2}, {'azionista': 2196, 'quota': 14}, {'azionista': 2717, 'quota': 26}, {'azionista': 805, 'quota': 50}, {'azionista': 3234, 'quota': 8}]",73
8927,Burgess Inc,1971-03-19,"[{'azionista': 4319, 'quota': 8}, {'azionista': 2086, 'quota': 80}, {'azionista': 940, 'quota': 3}, {'azionista': 1847, 'quota': 9}]",98
8928,Henderson-Perkins,1965-08-02,"[{'azionista': 76, 'quota': 52}, {'azionista': 4700, 'quota': 48}]",73
8929,"Tucker, Robbins and Hill",1966-11-15,"[{'azionista': 4646, 'quota': 29}, {'azionista': 4936, 'quota': 71}]",11
8930,Jimenez PLC,1988-06-02,"[{'azionista': 684, 'quota': 98}, {'azionista': 4482, 'quota': 2}]",4
8931,"Clark, Jones and Best",1965-11-13,"[{'azionista': 3641, 'quota': 2}, {'azionista': 279, 'quota': 49}, {'azionista': 613, 'quota': 49}]",4
8932,Holland-White,1983-10-23,"[{'azionista': 2415, 'quota': 98}, {'azionista': 2755, 'quota': 2}]",5
8933,Nelson-Davis,1976-09-10,"[{'azionista': 3669, 'quota': 50}, {'azionista': 3432, 'quota': 11}, {'azionista': 3313, 'quota': 16}, {'azionista': 2660, 'quota': 23}]",42
8934,Fitzgerald-Ingram,1984-12-08,"[{'azionista': 4144, 'quota': 35}, {'azionista': 2533, 'quota': 21}, {'azionista': 4818, 'quota': 44}]",78
8935,Jones-Reid,1977-11-28,"[{'azionista': 4051, 'quota': 18}, {'azionista': 2444, 'quota': 3}, {'azionista': 2939, 'quota': 71}, {'azionista': 2554, 'quota': 8}]",31
