id,nome,data_fondazione,quotazioni,sede
38,Watkins Inc,1990-04-10,"[{'azionista': 5805, 'quota': 74}, {'azionista': 7598, 'quota': 16}, {'azionista': 11528, 'quota': 10}]",75
39,"Evans, Davis and Caldwell",1986-06-25,"[{'azionista': 11913, 'quota': 24}, {'azionista': 7105, 'quota': 7}, {'azionista': 8728, 'quota': 31}, {'azionista': 7492, 'quota': 38}]",97
40,Smith-Evans,1961-08-28,"[{'azionista': 5906, 'quota': 15}, {'azionista': 11342, 'quota': 43}, {'azionista': 6957, 'quota': 42}]",77
41,Robinson-Spencer,1985-12-20,"[{'azionista': 9672, 'quota': 9}, {'azionista': 5969, 'quota': 54}, {'azionista': 10817, 'quota': 37}]",2
42,Vaughn Ltd,1974-01-05,"[{'azionista': 7964, 'quota': 31}, {'azionista': 8893, 'quota': 5}, {'azionista': 13028, 'quota': 64}]",10
43,"Pearson, Cooper and Ellis",1981-11-14,"[{'azionista': 9440, 'quota': 23}, {'azionista': 12307, 'quota': 4}, {'azionista': 8836, 'quota': 41}, {'azionista': 7763, 'quota': 32}]",66
44,Smith LLC,1969-03-17,"[{'azionista': 8939, 'quota': 33}, {'azionista': 12395, 'quota': 6}, {'azionista': 12858, 'quota': 1}, {'azionista': 11353, 'quota': 59}, {'azionista': 11022, 'quota': 1}]",23
45,Griffin Inc,1989-02-09,"[{'azionista': 6462, 'quota': 70}, {'azionista': 7096, 'quota': 30}]",17
46,Lyons-Dougherty,1992-11-30,"[{'azionista': 12233, 'quota': 41}, {'azionista': 9928, 'quota': 59}]",77
47,Phillips-York,1978-04-08,"[{'azionista': 10127, 'quota': 29}, {'azionista': 12357, 'quota': 71}]",0
48,"Martin, Kelly and Ramsey",1993-11-18,"[{'azionista': 10254, 'quota': 83}, {'azionista': 8308, 'quota': 17}]",26
49,Anderson PLC,1969-05-06,"[{'azionista': 12599, 'quota': 65}, {'azionista': 8567, 'quota': 25}, {'azionista': 10171, 'quota': 10}]",74
50,"Rivera, Clayton and Johnson",1982-08-14,"[{'azionista': 5804, 'quota': 98}, {'azionista': 6277, 'quota': 2}]",87
51,Ingram Group,1963-12-17,"[{'azionista': 9880, 'quota': 9}, {'azionista': 6694, 'quota': 44}, {'azionista': 8674, 'quota': 47}]",96
52,Todd-Owens,1992-04-11,"[{'azionista': 12556, 'quota': 74}, {'azionista': 11769, 'quota': 26}]",34
53,Harris-Duncan,1992-06-11,"[{'azionista': 8193, 'quota': 18}, {'azionista': 6550, 'quota': 82}]",49
54,Long PLC,1961-07-13,"[{'azionista': 6219, 'quota': 52}, {'azionista': 9178, 'quota': 43}, {'azionista': 7046, 'quota': 5}]",43
55,"Thompson, Murphy and Wall",1992-04-07,"[{'azionista': 8390, 'quota': 28}, {'azionista': 7829, 'quota': 53}, {'azionista': 11378, 'quota': 19}]",74
56,Watson-Stanley,1969-10-12,"[{'azionista': 6558, 'quota': 97}, {'azionista': 7500, 'quota': 3}]",56
57,Tucker-Robinson,1972-03-28,"[{'azionista': 9226, 'quota': 52}, {'azionista': 8446, 'quota': 48}]",50
58,"Vaughn, Church and Sherman",1962-08-29,"[{'azionista': 7319, 'quota': 39}, {'azionista': 11608, 'quota': 43}, {'azionista': 8856, 'quota': 18}]",9
59,Delacruz-Newton,1991-09-29,"[{'azionista': 9840, 'quota': 20}, {'azionista': 6516, 'quota': 7}, {'azionista': 10733, 'quota': 40}, {'azionista': 13066, 'quota': 15}, {'azionista': 12281, 'quota': 18}]",34
60,"Lyons, Robinson and White",1983-09-22,"[{'azionista': 11463, 'quota': 94}, {'azionista': 10771, 'quota': 6}]",49
61,"Henry, Rhodes and Perry",1981-04-02,"[{'azionista': 5832, 'quota': 77}, {'azionista': 6366, 'quota': 23}]",73
62,"Barrett, Mills and Oliver",1991-10-28,"[{'azionista': 10271, 'quota': 38}, {'azionista': 11695, 'quota': 58}, {'azionista': 6246, 'quota': 4}]",103
63,Brown-Hobbs,1989-11-09,"[{'azionista': 10098, 'quota': 36}, {'azionista': 7509, 'quota': 64}]",35
64,Johnson-Garcia,1967-07-30,"[{'azionista': 8015, 'quota': 37}, {'azionista': 12415, 'quota': 24}, {'azionista': 13104, 'quota': 9}, {'azionista': 11037, 'quota': 30}]",83
65,"Hayes, Camacho and Jenkins",1991-08-01,"[{'azionista': 6214, 'quota': 4}, {'azionista': 10435, 'quota': 16}, {'azionista': 6107, 'quota': 63}, {'azionista': 12904, 'quota': 17}]",45
66,Smith-Johnson,1981-09-28,"[{'azionista': 6507, 'quota': 97}, {'azionista': 8102, 'quota': 3}]",18
67,Lyons Group,1992-10-01,"[{'azionista': 10910, 'quota': 43}, {'azionista': 6142, 'quota': 33}, {'azionista': 10654, 'quota': 24}]",51
68,"Hill, Hogan and Mayo",1982-10-10,"[{'azionista': 5916, 'quota': 89}, {'azionista': 10742, 'quota': 11}]",40
69,Simmons-Cox,1987-12-12,"[{'azionista': 8893, 'quota': 98}, {'azionista': 6233, 'quota': 2}]",39
70,Garcia Ltd,1992-01-12,"[{'azionista': 12230, 'quota': 48}, {'azionista': 8912, 'quota': 52}]",0
71,Jefferson LLC,1962-02-24,"[{'azionista': 10815, 'quota': 18}, {'azionista': 9686, 'quota': 37}, {'azionista': 7300, 'quota': 45}]",23
72,Carter PLC,1976-05-02,"[{'azionista': 12883, 'quota': 26}, {'azionista': 10392, 'quota': 74}]",31
73,Kelley-Curtis,1968-04-26,"[{'azionista': 8047, 'quota': 13}, {'azionista': 6560, 'quota': 75}, {'azionista': 12609, 'quota': 6}, {'azionista': 13017, 'quota': 6}]",66
74,Hebert and Sons,1995-04-02,"[{'azionista': 12720, 'quota': 69}, {'azionista': 8648, 'quota': 18}, {'azionista': 8879, 'quota': 13}]",68
75,Perez Ltd,1998-03-14,"[{'azionista': 11578, 'quota': 95}, {'azionista': 8116, 'quota': 5}]",90
76,Castro-Potter,1980-08-18,"[{'azionista': 10541, 'quota': 28}, {'azionista': 11236, 'quota': 31}, {'azionista': 10111, 'quota': 1}, {'azionista': 5961, 'quota': 40}]",15
77,"Moore, Collins and Cole",1978-06-15,"[{'azionista': 11147, 'quota': 48}, {'azionista': 6600, 'quota': 39}, {'azionista': 9212, 'quota': 13}]",102
78,Smith-Snyder,1991-01-21,"[{'azionista': 6037, 'quota': 22}, {'azionista': 11932, 'quota': 21}, {'azionista': 6014, 'quota': 57}]",1
79,"Price, Oconnor and Allen",1993-01-21,"[{'azionista': 6287, 'quota': 26}, {'azionista': 10199, 'quota': 45}, {'azionista': 12602, 'quota': 29}]",68
80,Scott-Dixon,1997-11-27,"[{'azionista': 7166, 'quota': 36}, {'azionista': 6906, 'quota': 64}]",3
81,"Williams, Martinez and Lane",1973-10-31,"[{'azionista': 11428, 'quota': 86}, {'azionista': 12004, 'quota': 14}]",34
82,Brown-Booker,1995-06-23,"[{'azionista': 12256, 'quota': 91}, {'azionista': 6357, 'quota': 9}]",56
83,"Dawson, Richardson and Wolfe",1967-08-04,"[{'azionista': 7414, 'quota': 27}, {'azionista': 11977, 'quota': 2}, {'azionista': 7992, 'quota': 4}, {'azionista': 5898, 'quota': 56}, {'azionista': 7678, 'quota': 11}]",70
84,"Hancock, Kline and Gordon",1999-10-16,"[{'azionista': 13118, 'quota': 30}, {'azionista': 11085, 'quota': 70}]",13
85,Miller and Sons,1999-02-17,"[{'azionista': 10968, 'quota': 57}, {'azionista': 10952, 'quota': 43}]",65
86,Williams LLC,1989-09-26,"[{'azionista': 9434, 'quota': 62}, {'azionista': 12500, 'quota': 36}, {'azionista': 12074, 'quota': 2}]",3
87,"Armstrong, Weber and Avery",1990-02-25,"[{'azionista': 8678, 'quota': 60}, {'azionista': 10099, 'quota': 7}, {'azionista': 6980, 'quota': 33}]",75
88,Hatfield-Weaver,1982-01-04,"[{'azionista': 8803, 'quota': 55}, {'azionista': 11469, 'quota': 45}]",35
89,Francis Ltd,1961-06-05,"[{'azionista': 6605, 'quota': 42}, {'azionista': 9223, 'quota': 58}]",21
90,Goodwin-Marshall,1988-02-15,"[{'azionista': 11016, 'quota': 10}, {'azionista': 9503, 'quota': 75}, {'azionista': 6037, 'quota': 15}]",47
91,"Roberts, Sanders and Salazar",1983-04-06,"[{'azionista': 6532, 'quota': 39}, {'azionista': 10095, 'quota': 61}]",33
92,Smith Ltd,1976-04-30,"[{'azionista': 12816, 'quota': 54}, {'azionista': 8083, 'quota': 46}]",97
93,Smith Ltd,1970-01-22,"[{'azionista': 12829, 'quota': 41}, {'azionista': 7061, 'quota': 46}, {'azionista': 7365, 'quota': 13}]",5
94,"Ellis, Ramsey and Wilson",1978-03-30,"[{'azionista': 6468, 'quota': 51}, {'azionista': 7429, 'quota': 49}]",56
95,"Taylor, Nash and House",1994-09-16,"[{'azionista': 8995, 'quota': 39}, {'azionista': 9234, 'quota': 61}]",25
96,Scott Group,1972-11-19,"[{'azionista': 13053, 'quota': 47}, {'azionista': 7081, 'quota': 53}]",47
97,"Powers, Thompson and Rice",1977-11-06,"[{'azionista': 11909, 'quota': 74}, {'azionista': 11279, 'quota': 26}]",24
98,Padilla-Tyler,1985-12-25,"[{'azionista': 5687, 'quota': 81}, {'azionista': 9637, 'quota': 19}]",38
99,"Griffin, Hall and Lewis",1986-12-05,"[{'azionista': 7733, 'quota': 41}, {'azionista': 12261, 'quota': 59}]",60
100,Hayes Inc,1969-08-28,"[{'azionista': 10942, 'quota': 7}, {'azionista': 10868, 'quota': 56}, {'azionista': 10206, 'quota': 11}, {'azionista': 7528, 'quota': 26}]",49
101,"Davis, Weiss and Mcknight",1980-07-27,"[{'azionista': 8861, 'quota': 91}, {'azionista': 12076, 'quota': 9}]",71
102,"Hill, Mcmahon and Garcia",1976-10-08,"[{'azionista': 12528, 'quota': 39}, {'azionista': 7611, 'quota': 61}]",87
103,Pitts-Johnson,1971-06-29,"[{'azionista': 11610, 'quota': 74}, {'azionista': 7649, 'quota': 9}, {'azionista': 6199, 'quota': 17}]",25
104,"Burns, Costa and Sampson",1966-12-20,"[{'azionista': 9940, 'quota': 38}, {'azionista': 10026, 'quota': 62}]",41
105,Tucker Group,1999-11-10,"[{'azionista': 10826, 'quota': 69}, {'azionista': 11926, 'quota': 31}]",103
106,Nichols Ltd,1960-11-06,"[{'azionista': 6434, 'quota': 1}, {'azionista': 7162, 'quota': 61}, {'azionista': 6366, 'quota': 38}]",33
107,Hughes-Johnson,1966-09-17,"[{'azionista': 11052, 'quota': 93}, {'azionista': 10611, 'quota': 7}]",85
108,"Berry, Reed and Davis",1967-11-07,"[{'azionista': 10845, 'quota': 60}, {'azionista': 11895, 'quota': 40}]",50
109,"Johnson, Collins and Walker",1967-08-14,"[{'azionista': 10162, 'quota': 56}, {'azionista': 9216, 'quota': 8}, {'azionista': 11773, 'quota': 36}]",28
110,Taylor and Sons,1979-10-02,"[{'azionista': 7770, 'quota': 80}, {'azionista': 6117, 'quota': 16}, {'azionista': 11492, 'quota': 4}]",36
111,Smith-Nash,1979-05-29,"[{'azionista': 8339, 'quota': 75}, {'azionista': 8787, 'quota': 25}]",41
112,Bell Inc,1974-10-10,"[{'azionista': 10840, 'quota': 13}, {'azionista': 10322, 'quota': 69}, {'azionista': 10516, 'quota': 18}]",76
113,Lee Ltd,1972-08-08,"[{'azionista': 7156, 'quota': 43}, {'azionista': 11992, 'quota': 21}, {'azionista': 6565, 'quota': 36}]",25
114,"Hall, Jenkins and Brown",1979-04-30,"[{'azionista': 11575, 'quota': 95}, {'azionista': 7039, 'quota': 5}]",51
115,Shaw and Sons,1960-11-12,"[{'azionista': 7946, 'quota': 44}, {'azionista': 7040, 'quota': 38}, {'azionista': 9735, 'quota': 18}]",36
116,"Ware, Gonzalez and Schroeder",1989-07-12,"[{'azionista': 6684, 'quota': 32}, {'azionista': 10343, 'quota': 16}, {'azionista': 7689, 'quota': 27}, {'azionista': 9858, 'quota': 25}]",103
117,Butler-Evans,1987-06-23,"[{'azionista': 5974, 'quota': 96}, {'azionista': 6647, 'quota': 4}]",82
118,Tucker-Perez,1963-11-26,"[{'azionista': 8736, 'quota': 65}, {'azionista': 11924, 'quota': 31}, {'azionista': 8962, 'quota': 4}]",10
119,"Davis, Powell and Patterson",1972-04-03,"[{'azionista': 12043, 'quota': 62}, {'azionista': 9665, 'quota': 16}, {'azionista': 12098, 'quota': 22}]",76
120,Miles-Rodriguez,1988-07-08,"[{'azionista': 8823, 'quota': 25}, {'azionista': 9151, 'quota': 19}, {'azionista': 5625, 'quota': 56}]",102
121,"Herrera, Obrien and Horne",1991-11-26,"[{'azionista': 11988, 'quota': 49}, {'azionista': 13085, 'quota': 26}, {'azionista': 9335, 'quota': 25}]",2
122,Cisneros-Stewart,1980-09-30,"[{'azionista': 10500, 'quota': 59}, {'azionista': 11410, 'quota': 11}, {'azionista': 12031, 'quota': 27}, {'azionista': 7666, 'quota': 2}, {'azionista': 10856, 'quota': 1}]",58
123,"Johnson, Williams and Smith",1968-04-22,"[{'azionista': 13092, 'quota': 20}, {'azionista': 5891, 'quota': 18}, {'azionista': 13114, 'quota': 5}, {'azionista': 10255, 'quota': 36}, {'azionista': 10154, 'quota': 21}]",35
124,"Sherman, Munoz and Diaz",1979-04-08,"[{'azionista': 7138, 'quota': 15}, {'azionista': 11203, 'quota': 85}]",37
125,Martinez-Robinson,1960-06-14,"[{'azionista': 12221, 'quota': 54}, {'azionista': 5815, 'quota': 46}]",95
126,Reynolds-Baker,1980-10-04,"[{'azionista': 9944, 'quota': 45}, {'azionista': 11936, 'quota': 36}, {'azionista': 5699, 'quota': 19}]",70
127,"Obrien, Martin and Fitzgerald",1991-06-07,"[{'azionista': 6692, 'quota': 62}, {'azionista': 9390, 'quota': 9}, {'azionista': 6728, 'quota': 29}]",9
128,Harrell Ltd,1980-12-11,"[{'azionista': 5960, 'quota': 90}, {'azionista': 9410, 'quota': 10}]",45
129,Russo-Graves,1961-04-01,"[{'azionista': 10233, 'quota': 52}, {'azionista': 7151, 'quota': 4}, {'azionista': 8056, 'quota': 10}, {'azionista': 12367, 'quota': 6}, {'azionista': 8078, 'quota': 28}]",63
130,"Stout, Banks and Smith",1990-12-11,"[{'azionista': 10278, 'quota': 75}, {'azionista': 12311, 'quota': 10}, {'azionista': 6626, 'quota': 15}]",82
131,"Conrad, Moore and Gonzalez",1979-06-09,"[{'azionista': 8229, 'quota': 46}, {'azionista': 10018, 'quota': 54}]",31
132,Mullins PLC,1964-08-28,"[{'azionista': 9066, 'quota': 24}, {'azionista': 12933, 'quota': 44}, {'azionista': 12958, 'quota': 32}]",6
133,"Sullivan, Stewart and Anderson",1975-04-11,"[{'azionista': 9069, 'quota': 75}, {'azionista': 6737, 'quota': 25}]",44
134,Mitchell-Zuniga,1981-10-31,"[{'azionista': 7724, 'quota': 71}, {'azionista': 12235, 'quota': 27}, {'azionista': 6330, 'quota': 2}]",21
135,"Smith, Cooper and Campbell",1976-04-10,"[{'azionista': 6406, 'quota': 79}, {'azionista': 12480, 'quota': 21}]",6
136,"Raymond, Olson and Walsh",1998-07-26,"[{'azionista': 11410, 'quota': 22}, {'azionista': 11993, 'quota': 13}, {'azionista': 10536, 'quota': 64}, {'azionista': 13036, 'quota': 1}]",66
137,Allen-Nelson,1975-03-30,"[{'azionista': 9435, 'quota': 71}, {'azionista': 9900, 'quota': 29}]",67
138,Jones LLC,1996-09-16,"[{'azionista': 8363, 'quota': 58}, {'azionista': 9678, 'quota': 42}]",19
139,Hood PLC,1980-08-12,"[{'azionista': 12171, 'quota': 63}, {'azionista': 9852, 'quota': 37}]",49
140,Rogers-Johnson,1967-08-03,"[{'azionista': 5666, 'quota': 49}, {'azionista': 7945, 'quota': 51}]",37
141,Murray-Osborne,1991-08-10,"[{'azionista': 8033, 'quota': 9}, {'azionista': 12742, 'quota': 69}, {'azionista': 7234, 'quota': 22}]",88
142,Vance-Lee,1998-09-19,"[{'azionista': 10398, 'quota': 11}, {'azionista': 12638, 'quota': 64}, {'azionista': 10286, 'quota': 25}]",83
143,Ortiz LLC,1989-08-23,"[{'azionista': 8731, 'quota': 6}, {'azionista': 7397, 'quota': 18}, {'azionista': 5778, 'quota': 76}]",6
144,Owens-Andrade,1990-11-04,"[{'azionista': 12217, 'quota': 8}, {'azionista': 11544, 'quota': 62}, {'azionista': 12528, 'quota': 30}]",87
145,Walker and Sons,1971-10-16,"[{'azionista': 7224, 'quota': 82}, {'azionista': 7752, 'quota': 18}]",84
146,"Walker, Rodriguez and Campbell",1971-01-30,"[{'azionista': 9561, 'quota': 36}, {'azionista': 12236, 'quota': 54}, {'azionista': 13022, 'quota': 10}]",22
147,Ward-Decker,1984-11-09,"[{'azionista': 11540, 'quota': 18}, {'azionista': 9904, 'quota': 27}, {'azionista': 11202, 'quota': 55}]",36
148,Mckenzie Ltd,1962-04-10,"[{'azionista': 10877, 'quota': 86}, {'azionista': 11206, 'quota': 7}, {'azionista': 11125, 'quota': 7}]",58
149,Burgess-Wilson,1981-05-10,"[{'azionista': 10813, 'quota': 1}, {'azionista': 11243, 'quota': 75}, {'azionista': 11344, 'quota': 24}]",11
150,Rodgers-Jones,1993-09-25,"[{'azionista': 9175, 'quota': 39}, {'azionista': 7241, 'quota': 30}, {'azionista': 11025, 'quota': 5}, {'azionista': 8909, 'quota': 26}]",45
151,"Young, Jones and Anderson",1961-03-29,"[{'azionista': 12794, 'quota': 59}, {'azionista': 11650, 'quota': 41}]",39
152,"Tran, Carlson and Ruiz",1977-11-16,"[{'azionista': 8642, 'quota': 17}, {'azionista': 9322, 'quota': 20}, {'azionista': 7854, 'quota': 61}, {'azionista': 12042, 'quota': 2}]",40
153,Brown-Boyd,1977-06-22,"[{'azionista': 7768, 'quota': 81}, {'azionista': 7842, 'quota': 19}]",5
154,"Martin, Romero and Hobbs",1963-12-18,"[{'azionista': 11892, 'quota': 48}, {'azionista': 5986, 'quota': 52}]",0
155,Gonzalez and Sons,1981-01-23,"[{'azionista': 11485, 'quota': 93}, {'azionista': 11882, 'quota': 7}]",1
156,"Smith, Wilson and Gonzales",1971-11-21,"[{'azionista': 11665, 'quota': 83}, {'azionista': 7519, 'quota': 17}]",68
157,"Cooper, Lee and Ball",1996-07-23,"[{'azionista': 12657, 'quota': 45}, {'azionista': 13046, 'quota': 53}, {'azionista': 9342, 'quota': 2}]",82
158,Wallace-Burns,1980-11-15,"[{'azionista': 10938, 'quota': 59}, {'azionista': 6215, 'quota': 41}]",51
159,Andrews PLC,1969-07-28,"[{'azionista': 11892, 'quota': 98}, {'azionista': 8273, 'quota': 1}, {'azionista': 13099, 'quota': 1}]",89
160,Gonzalez-Johnson,1974-01-31,"[{'azionista': 12709, 'quota': 5}, {'azionista': 11657, 'quota': 20}, {'azionista': 9774, 'quota': 45}, {'azionista': 12779, 'quota': 23}, {'azionista': 9776, 'quota': 7}]",86
161,Sellers PLC,1961-07-19,"[{'azionista': 7873, 'quota': 33}, {'azionista': 10876, 'quota': 67}]",64
162,Savage-Wood,1977-10-28,"[{'azionista': 9342, 'quota': 2}, {'azionista': 7857, 'quota': 32}, {'azionista': 12559, 'quota': 55}, {'azionista': 12147, 'quota': 11}]",95
163,"Weaver, Beltran and Mendoza",1974-10-01,"[{'azionista': 11539, 'quota': 47}, {'azionista': 8995, 'quota': 53}]",33
164,Werner Inc,1981-02-06,"[{'azionista': 10069, 'quota': 1}, {'azionista': 8741, 'quota': 27}, {'azionista': 10310, 'quota': 40}, {'azionista': 7685, 'quota': 8}, {'azionista': 6753, 'quota': 24}]",57
165,Branch-Bailey,1962-08-26,"[{'azionista': 10239, 'quota': 64}, {'azionista': 8804, 'quota': 36}]",15
166,"Jensen, Garcia and Morrison",1965-06-18,"[{'azionista': 5893, 'quota': 31}, {'azionista': 8816, 'quota': 18}, {'azionista': 8878, 'quota': 51}]",63
167,Gonzalez LLC,1997-11-19,"[{'azionista': 6781, 'quota': 69}, {'azionista': 9931, 'quota': 31}]",38
168,Washington-Hoffman,1978-10-03,"[{'azionista': 6457, 'quota': 87}, {'azionista': 10774, 'quota': 13}]",44
169,Wright Ltd,1981-03-30,"[{'azionista': 10125, 'quota': 32}, {'azionista': 6894, 'quota': 68}]",93
170,Wilson Group,1971-01-29,"[{'azionista': 11086, 'quota': 92}, {'azionista': 9040, 'quota': 8}]",75
171,White-Rowe,1964-05-27,"[{'azionista': 7893, 'quota': 7}, {'azionista': 11081, 'quota': 43}, {'azionista': 10667, 'quota': 42}, {'azionista': 8565, 'quota': 8}]",69
172,Reyes-Suarez,1961-09-12,"[{'azionista': 11290, 'quota': 43}, {'azionista': 8474, 'quota': 57}]",74
173,"Murphy, Miller and Gonzalez",1989-05-20,"[{'azionista': 7677, 'quota': 42}, {'azionista': 9067, 'quota': 58}]",11
174,Lewis Inc,1981-07-18,"[{'azionista': 11313, 'quota': 66}, {'azionista': 12184, 'quota': 3}, {'azionista': 6701, 'quota': 31}]",30
175,"Thompson, Green and Wu",1986-10-04,"[{'azionista': 12553, 'quota': 11}, {'azionista': 8262, 'quota': 80}, {'azionista': 12838, 'quota': 9}]",99
176,"Adams, Lynch and Martin",1982-11-27,"[{'azionista': 11697, 'quota': 56}, {'azionista': 6034, 'quota': 13}, {'azionista': 7213, 'quota': 31}]",49
177,"Brown, Garza and Tran",1994-09-05,"[{'azionista': 6026, 'quota': 70}, {'azionista': 10131, 'quota': 30}]",25
178,Armstrong-Soto,1984-05-23,"[{'azionista': 7649, 'quota': 71}, {'azionista': 9673, 'quota': 29}]",90
179,Edwards Group,1966-11-05,"[{'azionista': 9570, 'quota': 17}, {'azionista': 10460, 'quota': 29}, {'azionista': 5670, 'quota': 54}]",2
180,Fuller-Bates,1980-02-03,"[{'azionista': 12717, 'quota': 53}, {'azionista': 9127, 'quota': 13}, {'azionista': 5964, 'quota': 34}]",85
181,"Kelly, Snyder and Curry",1972-01-14,"[{'azionista': 10869, 'quota': 98}, {'azionista': 8054, 'quota': 2}]",74
182,James PLC,1970-11-24,"[{'azionista': 10838, 'quota': 93}, {'azionista': 11516, 'quota': 7}]",69
