azienda,azionista,quota,ubo
161,2708,21,0,
162,3653,9,0,
162,3489,47,0,
162,2348,32,0,
162,2906,12,0,
163,2412,59,0,
163,2433,41,0,
164,3494,8,0,
164,2047,77,0,
164,4353,15,0,
165,3312,84,0,
165,2762,16,0,
166,4017,30,0,
166,2597,45,0,
166,1896,19,0,
166,3569,6,0,
167,2475,57,0,
167,1951,43,0,
168,2008,39,0,
168,3761,50,0,
168,4055,11,0,
169,2432,15,0,
169,2417,41,0,
169,4070,44,0,
170,2847,2,0,
170,2618,63,0,
170,3858,35,0,
171,2071,83,0,
171,3242,17,0,
172,3335,72,0,
172,2322,10,0,
172,3847,18,0,
173,2428,37,0,
173,2204,44,0,
173,3035,19,0,
174,2479,38,0,
174,4131,25,0,
174,2602,37,0,
175,2700,17,0,
175,3193,16,0,
175,3012,67,0,
176,3945,47,0,
176,2114,20,0,
176,3190,10,0,
176,4107,23,0,
177,3435,93,0,
177,4121,7,0,
178,2058,76,0,
178,4314,24,0,
179,2107,3,0,
179,3824,17,0,
179,2521,63,0,
179,4307,9,0,
179,3903,8,0,
180,3286,28,0,
180,4219,54,0,
180,3533,18,0,
181,3476,39,0,
181,3930,40,0,
181,4228,21,0,
182,2656,2,0,
182,4152,12,0,
182,1998,54,0,
182,3034,32,0,
183,3085,96,0,
183,4115,4,0,
184,4085,72,0,
184,4288,28,0,
185,2054,20,0,
185,2146,3,0,
185,3350,77,0,
186,3880,61,0,
186,3981,39,0,
187,3450,14,0,
187,4342,24,0,
187,2137,14,0,
187,3119,7,0,
187,3840,22,0,
187,3326,19,0,
188,3265,96,0,
188,1880,4,0,
189,3171,54,0,
189,4058,4,0,
189,2913,42,0,
190,4137,29,0,
190,4205,57,0,
190,2329,14,0,
191,4138,97,0,
191,2583,3,0,
192,2155,21,0,
192,3977,28,0,
192,2119,5,0,
192,1984,46,0,
193,2463,72,0,
193,2231,28,0,
194,2993,94,0,
194,3274,6,0,
195,3938,83,0,
195,2380,17,0,
196,3950,68,0,
196,3700,32,0,
197,3107,75,0,
197,3643,25,0,
198,3176,98,0,
198,4291,2,0,
199,3519,15,0,
199,3851,25,0,
199,2802,32,0,
199,2629,28,0,
200,2138,53,0,
200,3386,28,0,
200,3417,19,0,
201,2742,25,0,
201,2992,44,0,
201,2461,31,0,
202,2825,9,0,
202,3345,26,0,
202,3108,9,0,
202,2506,45,0,
202,3283,11,0,
203,2852,56,0,
203,2728,44,0,
204,2108,33,0,
204,2396,67,0,
205,3015,61,0,
205,3106,39,0,
206,3139,94,0,
206,2360,6,0,
207,2782,68,0,
207,3959,32,0,
208,3688,2,0,
208,2298,5,0,
208,3314,91,0,
208,2023,2,0,
209,3410,1,0,
209,2114,91,0,
209,3532,8,0,
210,2972,21,0,
210,3183,52,0,
210,3379,16,0,
210,4271,11,0,
211,3810,31,0,
211,2458,11,0,
211,3764,58,0,
212,2923,68,0,
212,3560,24,0,
212,3204,8,0,
213,2417,65,0,
213,3313,35,0,
214,3123,22,0,
214,3414,66,0,
214,2219,11,0,
214,2168,1,0,
215,2131,64,0,
215,2733,28,0,
215,2298,7,0,
215,2399,1,0,
216,3836,32,0,
216,3526,68,0,
217,2622,14,0,
217,3106,1,0,
217,3797,85,0,
218,4353,6,0,
218,4140,30,0,
218,4227,2,0,
218,3964,62,0,
219,3470,16,0,
219,3200,36,0,
219,1981,48,0,
220,2363,9,0,
220,1906,43,0,
220,3610,32,0,
220,3490,16,0,
221,2575,1,0,
221,2308,78,0,
221,4243,21,0,
222,3736,43,0,
222,3593,48,0,
222,3325,9,0,
223,3820,33,0,
223,3397,34,0,
223,2085,33,0,
224,2729,68,0,
224,2131,32,0,
225,2333,43,0,
225,4307,57,0,
226,2398,52,0,
226,2230,48,0,
227,2938,63,0,
227,3183,37,0,
228,4066,70,0,
228,2987,30,0,
229,2018,90,0,
229,3522,10,0,
230,2000,17,0,
230,3855,63,0,
230,2387,20,0,
231,2103,58,0,
231,3571,2,0,
231,3639,19,0,
231,4031,21,0,
232,2460,77,0,
232,3848,23,0,
233,3493,97,0,
233,3989,3,0,
234,3951,41,0,
234,4280,8,0,
234,4257,27,0,
234,2311,18,0,
234,3087,6,0,
235,2188,87,0,
235,3731,13,0,
236,3758,43,0,
236,2981,57,0,
237,3999,67,0,
237,2245,30,0,
237,2850,3,0,
238,2537,8,0,
238,2533,25,0,
238,3189,35,0,
238,3919,32,0,
239,2177,93,0,
239,3895,7,0,
240,4279,77,0,
240,2733,23,0,
241,3925,20,0,
241,2574,71,0,
241,3129,9,0,
242,3470,45,0,
242,4209,30,0,
242,2828,25,0,
243,1985,33,0,
243,4278,12,0,
243,4368,54,0,
243,4068,1,0,
244,2995,29,0,
244,3901,11,0,
244,3380,60,0,
245,4143,89,0,
245,2181,11,0,
246,3811,6,0,
246,3352,62,0,
246,2455,32,0,
247,1937,25,0,
247,2547,29,0,
247,2371,46,0,
248,3580,100,0,
249,3691,31,0,
249,3887,3,0,
249,3122,52,0,
249,2854,14,0,
250,2093,60,0,
250,2970,40,0,
251,2180,3,0,
251,2828,6,0,
251,2162,16,0,
251,2463,17,0,
251,2059,25,0,
251,3693,13,0,
251,4308,20,0,
252,2781,99,0,
252,3006,1,0,
253,3007,10,0,
253,2798,81,0,
253,3119,9,0,
254,2783,99,0,
254,2933,1,0,
255,3632,99,0,
255,3337,1,0,
256,3784,23,0,
256,2013,16,0,
256,2857,2,0,
256,2232,36,0,
256,3040,23,0,
257,2035,81,0,
257,3970,16,0,
257,2870,3,0,
258,4016,10,0,
258,3053,5,0,
258,4338,25,0,
258,3833,60,0,
259,3689,62,0,
259,2059,38,0,
260,3401,66,0,
260,2589,34,0,
261,2706,25,0,
261,2375,28,0,
261,4314,47,0,
262,2098,66,0,
262,4351,34,0,
263,3231,81,0,
263,2698,19,0,
264,2463,21,0,
264,3746,49,0,
264,2455,27,0,
264,2347,3,0,
265,2427,94,0,
265,4115,6,0,
266,4230,44,0,
266,3711,56,0,
267,2669,27,0,
267,2450,73,0,
268,2955,73,0,
268,3843,27,0,
269,2540,14,0,
269,3255,17,0,
269,3788,13,0,
269,3133,44,0,
269,2710,12,0,
270,3239,97,0,
270,2410,3,0,
271,3717,97,0,
271,3387,3,0,
272,2809,11,0,
272,3293,75,0,
272,2270,14,0,
273,4320,44,0,
273,2848,56,0,
274,2970,85,0,
274,2335,15,0,
275,3814,51,0,
275,3559,49,0,
276,2756,62,0,
276,3308,7,0,
276,4168,31,0,
277,3215,100,0,
278,3870,95,0,
278,3852,5,0,
279,3459,29,0,
279,2136,40,0,
279,3553,31,0,
280,3340,20,0,
280,3542,2,0,
280,3632,73,0,
280,2629,5,0,
281,2883,2,0,
281,2287,9,0,
281,3764,56,0,
281,2109,33,0,
282,3590,37,0,
282,4104,63,0,
283,3508,28,0,
283,2548,5,0,
283,2096,45,0,
283,4071,22,0,
284,3726,76,0,
284,3012,24,0,
285,2948,1,0,
285,4092,43,0,
285,2190,56,0,
286,3447,91,0,
286,4111,9,0,
287,2521,86,0,
287,3057,14,0,
288,1993,31,0,
288,2415,69,0,
289,4113,12,0,
289,2789,59,0,
289,2970,29,0,
290,3776,60,0,
290,3267,40,0,
291,3436,62,0,
291,2990,1,0,
291,2575,31,0,
291,3459,6,0,
292,2056,97,0,
292,2151,3,0,
293,2286,76,0,
293,3190,24,0,
294,3057,100,0,
295,2346,97,0,
295,2755,3,0,
296,4331,84,0,
296,3052,16,0,
297,3178,74,0,
297,2234,26,0,
298,3374,27,0,
298,2240,45,0,
298,2452,28,0,
299,3399,19,0,
299,2592,77,0,
299,2657,4,0,
300,2261,50,0,
300,1882,50,0,
301,3202,20,0,
301,2079,80,0,
302,2968,15,0,
302,3581,10,0,
302,4084,2,0,
302,2422,73,0,
303,2084,34,0,
303,4305,66,0,
304,3531,12,0,
304,2362,69,0,
304,3557,19,0,
305,3751,92,0,
305,3725,8,0,
306,1937,37,0,
306,3270,63,0,
307,2619,60,0,
307,2509,39,0,
307,2084,1,0,
308,1970,44,0,
308,3310,14,0,
308,2492,13,0,
308,4258,29,0,
309,2427,7,0,
309,2565,27,0,
309,3925,13,0,
309,2718,4,0,
309,3507,35,0,
309,2165,14,0,
310,2331,31,0,
310,1929,32,0,
310,2956,37,0,
311,3933,77,0,
311,4008,23,0,
312,3291,87,0,
312,2431,13,0,
313,4324,34,0,
313,3668,36,0,
313,3967,30,0,
314,3909,52,0,
314,2695,34,0,
314,3881,14,0,
315,4307,100,0,
316,3635,37,0,
316,2470,42,0,
316,1923,21,0,
317,1973,71,0,
317,2438,29,0,
318,2588,5,0,
318,4080,87,0,
318,2958,2,0,
318,2299,6,0,
319,3955,18,0,
319,3523,82,0,
320,3811,19,0,
320,2882,36,0,
320,4348,45,0,
321,3369,56,0,
321,3996,25,0,
321,3703,19,0,
322,3306,94,0,
322,2003,1,0,
322,2083,5,0,
323,3901,67,0,
323,3679,24,0,
323,2652,9,0,
324,3421,32,0,
324,2413,38,0,
324,1906,30,0,
325,2473,33,0,
325,3210,31,0,
325,2149,22,0,
325,2975,14,0,
326,2771,2,0,
326,2110,20,0,
326,4294,78,0,
327,2911,27,0,
327,2228,38,0,
327,2310,35,0,
328,3254,63,0,
328,2893,4,0,
328,3943,13,0,
328,2429,20,0,
329,3976,72,0,
329,3962,28,0,
330,3342,65,0,
330,1888,1,0,
330,2583,1,0,
330,2129,3,0,
330,2187,30,0,
331,2389,94,0,
331,3389,6,0,
332,2696,31,0,
332,3170,63,0,
332,3658,6,0,
333,4007,90,0,
333,2552,10,0,
334,4241,52,0,
334,3766,35,0,
334,3133,9,0,
334,3991,4,0,
335,3440,75,0,
335,3569,25,0,
336,4110,89,0,
336,3721,11,0,
337,1951,26,0,
337,3273,74,0,
338,2208,11,0,
338,2984,2,0,
338,2147,59,0,
338,3390,22,0,
338,2980,6,0,
339,2874,66,0,
339,2394,15,0,
339,4054,19,0,
340,3361,56,0,
340,4100,36,0,
340,4321,8,0,
341,4104,86,0,
341,2882,14,0,
342,2299,40,0,
342,3799,60,0,
343,2016,84,0,
343,4271,16,0,
344,4177,80,0,
344,2370,20,0,
345,3429,8,0,
345,4322,81,0,
345,4271,11,0,
346,4286,93,0,
346,2099,7,0,
347,2402,57,0,
347,2799,43,0,
348,2010,80,0,
348,4324,20,0,
349,3533,53,0,
349,3445,21,0,
349,3207,26,0,
350,4055,24,0,
350,3391,76,0,
351,2217,62,0,
351,3769,16,0,
351,2755,22,0,
352,2195,77,0,
352,4154,23,0,
353,3835,80,0,
353,2704,20,0,
354,2101,99,0,
354,2381,1,0,
355,3548,92,0,
355,3051,8,0,
356,2521,64,0,
356,2194,36,0,
357,2121,4,0,
357,2108,96,0,
358,3444,50,0,
358,2712,50,0,
359,1906,36,0,
359,3233,41,0,
359,2545,23,0,
360,3761,35,0,
360,3374,59,0,
360,2072,6,0,
361,3846,55,0,
361,2431,21,0,
361,3531,24,0,
362,3701,83,0,
362,2235,10,0,
362,3169,7,0,
363,2230,43,0,
363,3811,45,0,
363,2495,12,0,
364,2843,17,0,
364,3351,25,0,
364,3744,58,0,
365,2367,48,0,
365,3186,52,0,
366,2485,56,0,
366,4328,44,0,
367,2953,60,0,
367,2874,40,0,
368,2051,83,0,
368,2274,17,0,
369,2953,55,0,
369,3755,45,0,
370,3769,94,0,
370,4229,5,0,
370,2141,1,0,
371,1994,51,0,
371,2548,49,0,
372,2976,2,0,
372,4335,76,0,
372,2276,22,0,
373,3581,44,0,
373,2353,56,0,
374,2224,92,0,
374,3254,1,0,
374,3265,7,0,
375,4104,88,0,
375,1875,12,0,
376,3596,48,0,
376,3235,52,0,
377,3333,62,0,
377,3579,38,0,
378,4323,50,0,
378,2156,50,0,
379,3259,48,0,
379,2638,52,0,
380,3444,86,0,
380,3371,14,0,
381,3312,2,0,
381,3397,98,0,
382,4051,55,0,
382,4026,45,0,
383,3644,1,0,
383,3380,87,0,
383,2991,3,0,
383,3845,9,0,
384,3036,73,0,
384,3786,27,0,
385,3808,15,0,
385,3369,49,0,
385,4178,16,0,
385,2713,20,0,
386,2886,100,0,
387,3943,22,0,
387,4068,9,0,
387,2276,51,0,
387,2549,18,0,
388,3237,15,0,
388,3455,52,0,
388,2661,33,0,
389,2238,95,0,
389,3245,5,0,
390,1921,5,0,
390,2968,6,0,
390,3352,21,0,
390,3986,10,0,
390,4051,16,0,
390,4166,28,0,
390,2717,12,0,
390,3305,2,0,
391,2843,2,0,
391,2026,15,0,
391,2817,69,0,
391,2997,14,0,
392,3404,89,0,
392,3680,2,0,
392,3335,9,0,
393,2893,53,0,
393,2453,47,0,
394,4314,34,0,
394,2935,13,0,
394,4114,53,0,
395,2858,93,0,
395,2203,7,0,
396,3049,46,0,
396,3306,52,0,
396,2794,2,0,
397,3030,87,0,
397,2288,9,0,
397,3065,4,0,
398,3518,38,0,
398,4045,8,0,
398,4236,47,0,
398,3447,7,0,
399,3592,18,0,
399,2698,28,0,
399,2272,54,0,
400,2992,30,0,
400,3505,57,0,
400,3108,13,0,
401,3413,62,0,
401,3396,38,0,
402,4171,4,0,
402,3873,90,0,
402,4078,6,0,
403,2168,89,0,
403,4222,11,0,
404,3992,100,0,
405,2905,44,0,
405,2037,56,0,
406,2241,31,0,
406,3805,20,0,
406,3275,49,0,
407,3135,35,0,
407,3850,65,0,
408,3829,63,0,
408,4006,37,0,
409,2576,98,0,
409,2344,2,0,
410,3147,38,0,
410,3562,48,0,
410,2418,14,0,
411,2805,22,0,
411,3624,61,0,
411,2213,17,0,
412,4062,87,0,
412,4331,13,0,
413,4017,100,0,
414,2204,15,0,
414,3292,15,0,
414,2580,70,0,
415,2832,3,0,
415,2415,21,0,
415,1995,67,0,
415,2724,9,0,
416,2379,13,0,
416,2968,70,0,
416,2309,17,0,
417,2544,88,0,
417,3484,12,0,
418,1958,26,0,
418,3939,66,0,
418,4129,8,0,
419,3575,30,0,
419,3803,49,0,
419,1999,21,0,
420,1913,96,0,
420,2982,4,0,
421,2451,95,0,
421,3369,5,0,
422,2182,83,0,
422,2153,5,0,
422,2013,12,0,
423,2150,82,0,
423,3982,16,0,
423,3763,2,0,
424,4094,83,0,
424,3527,17,0,
425,2036,24,0,
425,2723,18,0,
425,4117,11,0,
425,2818,26,0,
425,1887,21,0,
426,4210,80,0,
426,2437,20,0,
427,3551,89,0,
427,2459,11,0,
428,3972,57,0,
428,4137,43,0,
429,3988,20,0,
429,2805,65,0,
429,2878,15,0,
430,3215,9,0,
430,2585,69,0,
430,4342,22,0,
431,1977,95,0,
431,3491,5,0,
432,4251,93,0,
432,3249,7,0,
433,3907,56,0,
433,2658,44,0,
434,3356,62,0,
434,4013,7,0,
434,3665,31,0,
435,2271,53,0,
435,3982,11,0,
435,2306,36,0,
436,3182,35,0,
436,2516,65,0,
437,2956,97,0,
437,3844,3,0,
438,3358,32,0,
438,2748,68,0,
439,2696,39,0,
439,2167,60,0,
439,2380,1,0,
440,2560,1,0,
440,3368,48,0,
440,2130,26,0,
440,3501,25,0,
441,3911,44,0,
441,1969,56,0,
442,3713,27,0,
442,3425,73,0,
443,4307,6,0,
443,3382,38,0,
443,3417,15,0,
443,3475,41,0,
444,2332,100,0,
445,4219,65,0,
445,2024,35,0,
446,2589,78,0,
446,4265,22,0,
447,3510,44,0,
447,1940,14,0,
447,2981,42,0,
448,2646,53,0,
448,3628,12,0,
448,4270,35,0,
449,3646,74,0,
449,4034,26,0,
450,4328,82,0,
450,4035,18,0,
451,3267,46,0,
451,4177,54,0,
452,4294,85,0,
452,2075,15,0,
453,1994,86,0,
453,3359,14,0,
454,2224,45,0,
454,3118,21,0,
454,2626,34,0,
455,3743,92,0,
455,3434,8,0,
456,2863,32,0,
456,2369,9,0,
456,2275,41,0,
456,3943,18,0,
457,3424,43,0,
457,2659,1,0,
457,2604,56,0,
458,3190,83,0,
458,4285,17,0,
459,3004,38,0,
459,4347,10,0,
459,3748,22,0,
459,2078,1,0,
459,2889,29,0,
460,3688,48,0,
460,3834,52,0,
461,3934,83,0,
461,3199,17,0,
462,2682,51,0,
462,3008,27,0,
462,2449,22,0,
463,2052,37,0,
463,2302,21,0,
463,3831,42,0,
464,2629,81,0,
464,2833,19,0,
465,3010,17,0,
465,4129,74,0,
465,2810,9,0,
466,3201,87,0,
466,3863,13,0,
467,2478,79,0,
467,3786,21,0,
468,3814,61,0,
468,2858,26,0,
468,2435,13,0,
469,2035,81,0,
469,2127,19,0,
470,2106,82,0,
470,2817,18,0,
471,2456,10,0,
471,2748,50,0,
471,3694,40,0,
472,3857,65,0,
472,3214,35,0,
473,4076,45,0,
473,2930,55,0,
474,4219,5,0,
474,2780,25,0,
474,3926,27,0,
474,3176,16,0,
474,2883,27,0,
475,3516,57,0,
475,3418,31,0,
475,2694,12,0,
476,2016,27,0,
476,2765,26,0,
476,3461,22,0,
476,3750,25,0,
477,3756,52,0,
477,3793,48,0,
478,3887,26,0,
478,3982,28,0,
478,3395,22,0,
478,4271,12,0,
478,2621,9,0,
478,1936,3,0,
479,2130,86,0,
479,3793,14,0,
480,2992,96,0,
480,3759,4,0,
481,3451,5,0,
481,2848,81,0,
481,2621,14,0,
482,2356,57,0,
482,3630,43,0,
483,1980,48,0,
483,2244,52,0,
484,3284,74,0,
484,3588,7,0,
484,4031,19,0,
485,2554,82,0,
485,3840,18,0,
486,3628,72,0,
486,2026,23,0,
486,2850,5,0,
487,3820,72,0,
487,4311,28,0,
488,3851,65,0,
488,2408,35,0,
489,3932,88,0,
489,3814,12,0,
490,2557,22,0,
490,4185,78,0,
491,4228,14,0,
491,4212,79,0,
491,2220,7,0,
492,3469,81,0,
492,2019,19,0,
493,3929,37,0,
493,2220,63,0,
494,2565,50,0,
494,2500,50,0,
495,3451,24,0,
495,2532,39,0,
495,2931,37,0,
496,2494,44,0,
496,1983,8,0,
496,3595,48,0,
497,3998,38,0,
497,3921,13,0,
497,2945,49,0,
498,3515,90,0,
498,4300,10,0,
499,3713,50,0,
499,3020,50,0,
500,4158,85,0,
500,1934,15,0,
501,3071,61,0,
501,2798,39,0,
502,2296,32,0,
502,3959,57,0,
502,3150,11,0,
503,2190,12,0,
503,1974,66,0,
503,3794,2,0,
503,3930,20,0,
504,3946,91,0,
504,4303,9,0,
505,3630,8,0,
505,3907,25,0,
505,3360,67,0,
506,2077,86,0,
506,2326,14,0,
507,2018,42,0,
507,2146,48,0,
507,2983,10,0,
508,2251,59,0,
508,1910,41,0,
509,3031,32,0,
509,4245,68,0,
510,2672,12,0,
510,2959,88,0,
511,2462,21,0,
511,2671,46,0,
511,3684,33,0,
512,2080,70,0,
512,3898,25,0,
512,2676,5,0,
513,2974,49,0,
513,1982,50,0,
513,2115,1,0,
514,3074,68,0,
514,3795,32,0,
515,2747,46,0,
515,3037,38,0,
515,2295,1,0,
515,4252,15,0,
516,3271,91,0,
516,3462,9,0,
517,3045,62,0,
517,2585,38,0,
518,3208,60,0,
518,2595,40,0,
519,2482,40,0,
519,2672,11,0,
519,2578,33,0,
519,2129,16,0,
520,3629,19,0,
520,1905,33,0,
520,4341,3,0,
520,3074,10,0,
