id,codice_transazione,importo,emittente,beneficiario,banca,data
137,208991,557101.28,15207,5295,57,2005-12-30
138,957138,749596.17,10097,14224,36,2001-12-05
139,309937,333603.4,14036,4504,87,2012-08-18
140,723011,45711.8,733,6819,109,2005-08-22
141,928663,382678.73,16822,3275,86,2007-04-14
142,942684,969317.58,6482,14978,54,2003-04-21
143,734212,607134.51,15307,2975,4,2005-05-11
144,736374,382340.51,1508,7148,116,2014-07-23
145,593528,409623.2,67,4546,92,2008-10-06
146,648157,34059.41,10218,12368,87,2007-11-25
147,155031,613836.82,8725,18471,16,2018-11-16
148,834739,670904.77,17767,8882,81,2015-10-30
149,621269,627450.01,12726,1975,99,2012-09-23
150,666689,742526.27,7963,7038,83,2012-01-23
151,172355,349894.03,12233,2863,22,2015-07-09
152,48400,295050.16,9554,5787,9,2012-09-20
153,700903,878187.52,4058,9122,35,2009-05-05
154,97164,965381.69,435,3920,107,2021-01-02
155,587585,932042.24,7235,7301,109,2021-05-03
156,871168,826005.48,2964,18119,13,2021-04-19
157,554973,225015.55,18349,14701,96,2014-06-19
158,241594,192779.16,7786,9189,70,2021-09-15
159,893038,485200.41,6463,8288,6,2006-12-23
160,77657,883133.83,2574,2245,70,2015-06-24
161,110571,590410.39,4166,7890,74,2005-08-16
162,495473,896617.0,6484,15303,80,2016-09-13
163,334358,457747.43,14690,13297,10,2013-09-26
164,347903,131820.36,7980,16044,1,2016-02-28
165,798544,251605.12,3427,8822,62,2007-04-05
166,166662,23343.72,8319,1854,76,2022-05-12
167,967640,563745.36,11938,13996,24,2017-08-27
168,699233,109131.26,13465,17222,109,2018-11-24
169,331540,648934.21,263,10778,65,2012-10-15
170,661306,705307.93,2021,17076,11,2013-06-07
171,199938,171306.38,7029,2860,83,2008-09-26
172,795766,111734.4,18554,11175,78,2000-04-25
173,896649,645587.14,7079,5473,116,2014-10-10
174,174606,654175.72,7681,9124,103,2017-11-02
175,794214,207865.83,13617,8318,12,2000-02-15
176,590673,234078.22,9138,16466,92,2014-11-15
177,565334,31855.58,13338,10975,116,2005-05-13
178,450207,715496.49,14651,10732,0,2003-12-16
179,654123,907547.93,16193,15832,11,2000-08-21
180,306066,293271.59,15058,7493,64,2008-08-02
181,692809,975389.76,9403,18244,16,2018-02-16
182,988698,280870.1,1692,1777,76,2018-12-25
183,577538,321019.12,1754,4990,54,2019-09-22
184,240500,974930.45,14274,14705,103,2010-03-31
185,774622,730257.83,13988,10514,79,2012-10-13
186,300806,424684.88,7634,2198,35,2002-07-02
187,5178,282875.35,13621,12175,85,2017-01-11
188,7819,503713.11,1481,1708,98,2011-04-15
189,681852,466243.26,3721,3221,20,2022-05-01
190,415647,550013.28,5315,15480,118,2015-10-13
191,934364,59339.47,7853,7076,79,2006-07-22
192,9225,238813.27,9897,10816,92,2010-07-28
193,675613,115454.65,6947,2206,11,2011-08-05
194,801537,217540.64,7634,18114,7,2018-12-30
195,431177,558639.24,220,710,12,2014-11-20
196,948156,368135.31,1584,17020,5,2012-02-25
197,962017,210343.16,4706,2999,39,2021-11-23
198,154234,550476.62,14205,14462,67,2006-03-08
199,500187,288308.65,7009,17783,89,2010-09-03
200,409530,256558.54,6195,3182,3,2004-05-21
201,954004,735761.8,17279,87,68,2022-03-11
202,524875,619370.17,3577,14063,82,2009-06-16
203,428687,991499.36,10412,14632,110,2019-05-19
204,315233,178395.46,1025,3463,7,2010-11-05
205,316515,45118.98,17967,9478,49,2014-06-06
206,566012,375057.21,17936,11789,1,2009-07-20
207,772141,757062.25,16842,4471,87,2015-02-05
208,806282,490161.75,4691,8952,75,2011-06-16
209,334260,844627.1,15564,13783,94,2019-08-12
210,978755,432683.95,9855,1718,51,2010-12-29
211,632654,936061.55,5644,18358,107,2017-01-03
212,196776,294489.32,10761,1114,8,2004-05-28
213,889839,439152.85,18436,4630,78,2011-12-27
214,481650,31144.08,5700,7344,48,2012-12-09
215,111328,767924.35,2160,7074,91,2016-08-11
216,873143,797781.23,14103,2518,111,2014-07-04
217,322969,84115.63,10802,11079,79,2013-01-01
218,735838,408044.28,4876,8194,11,2013-08-14
219,559830,276408.91,13686,164,41,2011-09-28
220,729718,553118.17,11779,10096,92,2008-07-30
221,610963,559729.72,3721,16891,66,2003-08-20
222,374585,427920.1,11003,17387,97,2016-04-25
223,751183,767740.18,11743,329,46,2012-07-15
224,619760,92092.43,10985,9427,61,2003-02-09
225,940889,705928.2,15639,6581,37,2011-08-06
226,179720,165108.89,18686,14141,17,2018-02-13
227,146501,385288.56,13338,8479,50,2001-11-18
228,633458,215638.7,17171,421,104,2018-01-31
229,201961,858846.23,14833,3782,23,2006-11-17
230,633553,130232.23,9800,11987,30,2015-06-29
231,508624,399911.01,16554,3164,89,2000-06-06
232,205195,803827.45,6780,7941,11,2014-02-24
233,973281,305068.72,2784,9192,30,2017-10-17
234,328393,786819.45,13482,16701,44,2012-11-04
235,766450,405710.64,8730,7037,33,2014-08-10
236,228017,455084.93,10603,14765,66,2019-07-30
237,104951,123427.51,4933,6045,50,2003-02-20
238,44269,836404.06,10200,11082,110,2000-08-20
239,691348,893094.21,13362,93,37,2006-11-20
240,812362,263309.73,10544,4379,52,2000-10-12
241,747594,33988.64,2856,2935,119,2015-09-04
242,742819,401272.77,2889,14695,97,2007-07-29
243,13162,321646.17,15008,13856,19,2014-11-06
244,442506,4046.71,3385,5973,33,2004-12-04
245,803299,543649.76,2680,5548,116,2010-05-27
246,504784,506302.83,15125,17385,27,2019-08-13
247,943226,519419.77,16441,1651,37,2010-10-03
248,941455,595468.41,4376,13789,12,2016-06-24
249,222711,290582.1,12849,18035,75,2014-02-11
250,598119,642522.44,2832,6890,92,2004-12-05
251,119251,909000.31,18647,6245,43,2006-01-29
252,703937,627850.68,368,16931,118,2012-05-03
253,710708,522209.22,14084,3393,70,2016-08-27
254,835843,707672.46,18493,15357,31,2007-10-26
255,18440,844915.56,9037,18342,26,2015-10-13
256,705294,729080.73,7267,10004,25,2020-11-19
257,216850,158353.18,3468,730,9,2020-08-06
258,904263,285018.3,4900,12447,54,2009-01-21
259,734348,312627.94,12561,12511,104,2020-02-28
260,482064,320510.55,4053,17661,79,2022-04-29
261,549575,197564.76,10996,12775,73,2011-02-09
262,749211,497504.84,942,2483,111,2020-03-18
263,87739,717226.16,249,13642,119,2013-02-11
264,676024,636232.85,6140,11510,62,2013-05-27
265,769825,61885.63,10278,1547,116,2006-03-21
266,282713,921404.11,4721,69,19,2005-06-14
267,213579,564407.2,15962,14511,8,2014-03-14
268,83097,167209.07,14607,18041,102,2001-12-24
269,823207,307691.44,7111,2348,115,2000-08-26
270,367234,881296.01,17686,4499,61,2010-02-23
271,348028,188026.6,13722,15538,63,2022-01-14
272,35052,560920.6,11099,3111,100,2012-10-13
273,827064,248225.8,2352,14110,34,2001-03-30
274,919461,139133.83,6860,3332,53,2013-10-10
275,519421,784450.51,5951,14696,0,2012-12-26
276,138072,508961.97,17497,992,56,2018-02-02
277,986024,195340.64,13328,11612,16,2003-04-30
278,659456,652024.9,8252,506,64,2021-10-13
279,905024,67362.42,1809,16455,44,2002-03-04
280,656431,932675.58,17810,12769,10,2007-03-26
281,404837,933343.64,10543,17309,24,2005-01-03
282,260043,647211.96,3357,4139,105,2005-04-11
283,465343,773005.27,8579,6712,72,2018-02-24
284,407411,936535.94,15706,4104,75,2021-07-20
285,59374,422532.01,8697,2789,6,2017-08-12
286,749937,319739.69,2262,18476,3,2008-02-29
287,513421,144090.98,10587,16864,52,2001-09-29
288,861935,964889.15,5295,7771,79,2022-03-12
289,921541,778180.16,2540,7150,89,2003-04-10
290,172378,468160.28,5888,4781,12,2003-09-27
291,208918,142196.11,12125,9910,53,2022-04-14
292,528595,652427.41,14705,10032,55,2020-05-08
293,819806,148994.49,9023,14737,87,2014-09-05
294,423329,482729.29,438,5226,15,2019-08-01
295,430506,662817.93,5979,2618,119,2017-09-21
296,238362,568092.81,16725,17564,76,2021-11-06
297,237472,772802.76,5541,18081,50,2006-02-12
298,329770,858428.61,7636,8151,33,2012-04-25
299,479127,431131.03,15708,2989,36,2005-12-23
300,455098,936025.43,232,9073,84,2003-06-28
301,700101,30406.34,3480,11103,19,2015-09-02
302,105711,69660.65,15905,8977,55,2010-07-02
303,834607,413393.27,7846,7179,51,2019-01-12
304,176831,534193.17,6527,14112,77,2010-03-03
305,562346,842472.63,10762,17286,31,2004-04-22
306,353531,433361.05,9446,7231,86,2019-03-02
307,61164,15956.93,12685,11390,18,2010-02-12
308,40303,92383.2,11439,14404,60,2021-10-16
309,249255,641581.38,6402,16385,97,2003-03-31
310,458333,688175.88,6462,4769,103,2017-11-12
311,362030,184911.42,14434,8336,34,2020-05-25
312,743629,642149.62,15849,6243,76,2000-02-07
313,278700,223150.57,8691,4247,29,2019-08-06
314,265356,474928.6,9747,1814,69,2011-02-28
315,225343,428962.57,267,12390,8,2000-02-02
316,616335,881543.08,11125,18171,63,2004-08-13
317,227974,904761.54,8891,9222,93,2001-07-02
318,456393,25010.06,3405,17956,40,2019-06-14
319,959622,910060.02,3340,15740,62,2013-07-08
320,522476,217868.3,3229,16055,28,2010-11-18
321,809812,671285.67,12828,7946,29,2006-04-16
322,759461,519182.9,16731,16379,18,2020-09-29
323,843178,108683.21,2751,9706,62,2006-07-27
324,198009,479877.18,2311,9964,52,2011-02-10
325,891077,652861.61,3973,10529,37,2015-03-02
326,45351,319983.33,15372,2999,104,2008-02-03
327,434800,22104.46,11119,5316,61,2002-04-06
328,416537,253164.09,2364,695,77,2019-02-15
329,980439,356669.02,10717,5921,103,2001-06-21
330,822752,558838.35,6386,1549,108,2009-04-08
331,968972,54734.15,11638,17977,96,2006-08-12
332,606201,883296.57,3484,11093,65,2009-09-28
333,150482,537359.11,15312,1688,8,2007-02-24
334,964573,120333.0,718,18401,42,2006-07-28
335,929700,673866.09,11819,1068,70,2020-04-03
336,139736,653686.33,14026,10166,80,2015-07-26
337,929489,691338.06,14954,11985,104,2018-10-04
338,931002,501876.11,5868,10206,61,2017-06-28
339,800678,515676.06,18475,16770,52,2020-11-27
340,843778,440377.42,18325,6087,7,2017-04-07
341,928150,629477.3,10765,2218,14,2008-12-23
342,723477,842094.33,9238,4260,93,2006-04-08
343,227280,211475.63,17175,4979,62,2010-03-07
344,745963,549471.86,3816,6718,54,2014-07-01
345,608249,883052.06,16798,15064,68,2020-02-04
346,120846,312044.61,3948,16209,17,2016-04-22
347,781420,902840.14,1871,16200,3,2011-08-12
348,365816,148040.45,10473,12540,38,2018-10-03
349,72437,660136.71,13039,15886,14,2000-03-09
350,343818,325592.98,1570,6665,7,2012-04-22
351,625083,546197.5,18622,831,78,2017-05-28
352,954060,745404.62,9667,17809,43,2010-01-15
353,84378,416827.08,12201,17684,95,2011-03-12
354,256358,867463.61,16179,11052,117,2004-10-19
355,565635,405505.84,17588,6102,68,2018-11-27
356,340961,402158.76,14044,3590,67,2020-11-10
357,779810,138221.28,9836,3570,39,2006-03-30
358,439878,470810.95,2024,13880,92,2008-04-07
359,503651,563498.33,13429,16440,86,2012-05-02
360,981918,1083.41,869,11934,5,2011-12-09
361,73760,389229.86,6917,18172,26,2020-10-16
362,117504,876860.44,16356,14540,63,2012-12-17
363,879033,177304.14,15464,8943,32,2022-02-23
364,78256,971068.56,12003,12095,24,2020-01-06
365,935528,79043.52,11816,14342,18,2002-06-23
366,289482,886669.7,10157,12256,106,2007-11-30
367,64106,872741.67,3000,4881,69,2008-12-26
368,331978,866788.18,16287,14032,81,2003-09-21
369,32712,413621.24,6569,2400,5,2007-08-09
370,693801,850472.45,1518,3067,64,2014-05-07
371,881224,649220.7,12194,8010,104,2013-11-26
372,979146,952113.96,12952,2989,90,2022-01-14
373,474751,10145.68,2418,6772,87,2005-10-07
374,516857,610922.0,8914,12229,87,2012-10-18
375,450265,376127.37,18170,523,87,2020-03-03
376,647463,238624.67,16541,2799,94,2012-06-11
377,717978,765373.88,11388,11763,44,2014-04-20
378,93594,825786.84,16154,18385,39,2004-01-14
379,312244,910801.17,798,9735,88,2020-11-20
380,172377,394507.41,1669,2097,5,2011-05-10
381,537916,512323.38,15876,11175,59,2006-09-18
382,783163,240696.0,5421,12689,21,2006-02-02
383,422111,904836.54,3289,3131,85,2015-06-27
384,869504,883273.31,7457,6346,71,2006-06-28
385,224114,96149.53,15332,5312,6,2004-04-28
386,651759,276654.7,12053,3181,26,2007-10-22
387,390046,24447.06,17362,14301,117,2017-06-24
388,61813,305666.93,7844,15054,70,2003-12-09
389,907888,589844.58,5346,1733,14,2001-01-08
390,448251,75322.36,16945,17581,107,2019-04-18
391,936274,890873.21,9606,4844,107,2005-02-19
392,581371,306685.45,16083,4258,12,2018-04-23
393,698705,297624.15,17579,11487,81,2011-10-31
394,767216,557585.93,1275,3491,94,2015-03-11
395,619001,941778.57,4249,5388,47,2002-06-18
396,832736,578816.58,5825,17435,105,2002-12-09
397,793612,64353.35,16616,1118,28,2010-01-23
398,919178,12238.99,8094,11278,46,2001-01-22
399,380420,885585.55,10962,8707,50,2010-05-03
400,143244,886037.16,12545,16975,14,2012-12-06
401,778863,542588.9,4503,14373,22,2018-04-22
402,563176,196181.37,16780,14457,30,2010-04-12
403,945039,590017.49,13342,14346,12,2008-06-27
404,497792,907442.9,3230,8946,85,2018-09-07
405,759881,191778.31,18647,5032,50,2008-11-30
406,356360,287144.1,12081,18547,81,2001-07-04
407,163301,683935.73,9208,9590,79,2007-03-18
408,414226,431977.85,12611,15086,12,2019-11-03
409,466235,598495.71,2088,8488,74,2014-06-04
410,578417,776780.14,16480,11765,103,2001-07-21
411,930514,371932.24,8612,9351,99,2009-02-10
412,193334,168457.1,1740,15102,52,2001-10-27
413,77527,388950.01,14326,5708,29,2013-08-30
414,645116,945162.59,516,4478,62,2012-06-06
415,224177,368947.75,16940,4990,62,2012-08-22
416,401541,193715.72,16588,3924,50,2022-03-05
417,347475,547338.88,17965,6727,56,2006-04-15
418,843402,739790.48,4939,6710,111,2011-01-21
419,910220,651913.85,7392,4147,71,2010-04-16
420,870565,500667.06,13550,4395,33,2009-07-25
421,469270,26026.19,12885,3394,40,2014-05-21
422,23691,517857.1,7453,5563,87,2009-09-07
423,63516,189488.2,15868,6875,101,2005-04-03
424,643112,62838.64,13532,17883,87,2013-03-20
425,654228,268731.54,4248,11992,51,2009-01-24
426,228990,789804.21,10578,7460,6,2005-09-19
427,999300,293420.42,16338,11664,101,2020-02-23
428,329369,297174.74,5063,5095,26,2000-09-21
429,888804,119396.41,16615,14976,109,2004-04-01
430,662940,585708.07,11244,1679,17,2005-01-27
431,798667,983429.44,17742,5720,6,2009-05-12
432,601806,306008.55,4140,1608,24,2014-03-06
433,630201,267575.73,16283,17122,27,2007-08-05
434,930346,411390.45,12389,2959,72,2005-04-30
435,35728,331251.99,12200,15774,93,2006-10-02
436,847631,413925.39,8337,15387,100,2006-11-04
437,163690,372520.89,756,944,29,2005-02-26
438,897776,190357.22,11159,1425,19,2012-05-14
439,768380,47942.99,7694,18359,89,2022-02-17
440,418393,950185.58,2587,18182,66,2007-09-28
441,457936,691475.14,9091,11262,13,2003-03-23
442,890439,828000.83,11970,14615,110,2007-11-03
443,303146,393828.25,13028,3982,96,2003-01-18
444,51808,868835.2,13292,4026,64,2001-01-20
445,513690,951155.44,11574,5204,86,2006-10-28
446,859977,943788.17,5563,6943,76,2014-03-02
447,304172,576614.76,18183,5426,82,2021-07-20
448,882791,678669.56,3520,11103,108,2002-11-28
449,359475,472866.89,5329,14044,86,2004-07-31
450,78383,649172.59,701,399,12,2006-12-26
451,230488,172798.24,11661,15310,97,2011-08-01
452,319660,276795.73,17710,10054,67,2015-09-20
453,695751,439685.92,11774,18605,100,2015-06-05
454,206025,513348.23,17928,3917,35,2020-03-14
455,237660,8242.73,16262,15005,71,2018-12-22
456,679530,942696.63,18403,636,8,2017-09-21
457,628825,238612.33,15619,13410,13,2015-02-15
458,597937,39658.79,154,18430,6,2016-07-21
459,15889,509811.11,5645,4414,7,2019-04-13
460,985732,651194.88,2580,833,10,2022-04-30
461,252617,826320.9,16372,8266,114,2006-11-27
462,302808,866198.93,10326,7682,92,2001-06-27
463,2499,421718.46,15564,15454,43,2009-07-04
464,9733,552075.24,10402,17713,40,2005-07-23
465,998674,949036.3,3464,5329,43,2002-06-30
466,55204,674257.9,1707,16844,16,2001-08-27
467,754946,878138.05,14945,16268,84,2020-02-28
468,728849,761668.02,16751,14243,65,2006-12-26
469,609440,657780.08,17821,1131,114,2005-12-02
470,284734,351135.61,18447,11093,105,2011-05-22
471,645206,14115.46,1679,4558,48,2012-10-24
472,402455,240666.95,9809,18011,100,2012-09-22
473,227110,823934.7,934,3583,64,2008-08-13
474,820978,139710.12,18703,16249,7,2005-08-10
475,540144,682308.15,14950,7549,55,2013-04-17
476,617961,571821.26,10423,9985,107,2008-11-11
477,857174,957563.56,6364,5114,72,2019-09-12
478,86764,952500.65,5858,5063,90,2009-07-28
479,500386,774886.3,4593,14450,44,2007-11-10
480,661599,688930.23,12042,3198,40,2008-01-08
481,78340,178729.89,17284,11909,88,2010-12-10
482,161878,828901.28,16290,13105,22,2000-05-07
483,169183,261030.82,14134,13220,5,2000-07-10
484,890979,656777.41,14802,8424,100,2015-03-11
485,86231,208073.56,14852,7888,1,2021-07-26
486,695320,580319.93,18726,4384,32,2007-11-16
487,371628,904675.2,9479,12243,53,2015-01-12
488,29270,760628.84,1637,12511,66,2013-07-03
489,809153,21487.87,8739,12619,115,2020-06-17
490,121159,3248.66,7191,17098,45,2000-08-12
491,91876,754969.64,6537,13984,60,2008-05-05
492,931853,605595.63,12229,49,86,2002-03-27
493,670016,506606.83,11337,9281,116,2014-06-27
494,788971,421563.09,2240,14257,81,2004-12-10
495,33251,454821.41,16664,4076,18,2006-04-23
496,492925,174469.82,12509,1064,106,2018-04-23
497,997581,709868.3,9626,18553,106,2009-10-19
498,348871,158243.48,1751,16835,34,2010-07-07
499,948431,329018.84,17797,7009,26,2015-02-10
500,523192,99486.34,3459,75,109,2016-07-08
501,690016,139026.53,10629,376,50,2008-11-16
502,702215,176481.33,14961,6730,34,2013-08-10
503,848206,954388.2,12897,9112,26,2015-05-26
504,899058,959883.91,15234,12394,11,2005-12-10
505,152366,311911.71,7654,1586,37,2004-12-18
506,997955,144411.95,11055,16443,77,2003-05-25
507,274478,845125.6,3523,14905,77,2021-04-21
508,491766,365580.6,15692,13702,49,2007-04-14
509,678560,677345.35,2255,10669,27,2019-03-18
510,737428,279011.05,13609,4828,71,2015-03-12
511,45295,441947.71,7370,166,30,2020-07-05
512,746829,698970.21,12140,12371,64,2007-10-19
513,255299,142181.48,10020,2038,86,2005-01-19
514,459285,563498.84,15781,13703,72,2016-10-13
515,617531,580179.8,16856,7113,0,2005-02-06
516,294489,485194.08,8118,11575,80,2020-05-26
517,560665,674592.69,3999,14874,24,2021-12-13
518,266790,649790.99,16011,13117,75,2014-05-10
519,860066,718362.26,8220,13254,81,2011-11-19
520,975457,193070.79,13773,10862,40,2003-12-02
521,284194,447133.36,5634,9439,87,2008-04-13
522,405487,67634.26,6464,18133,6,2006-04-12
523,412742,478968.21,180,2234,21,2020-08-04
524,416860,691722.5,17352,11477,35,2014-09-26
525,792199,339313.91,15976,5902,103,2016-09-18
526,599082,219108.46,17350,10771,118,2020-08-30
527,556621,16067.57,16152,13512,47,2009-09-07
528,535830,862366.3,17566,677,45,2000-12-23
529,565080,543785.31,1040,8710,33,2005-12-23
530,463464,133668.15,11784,7113,102,2020-11-23
531,636937,157935.41,18342,2916,49,2014-09-07
532,265862,735369.45,10434,8994,4,2018-03-16
533,395226,850078.32,2878,12417,100,2007-05-29
534,253841,191290.53,13106,14688,37,2020-04-02
535,742457,4810.19,5847,7075,68,2016-06-13
536,19907,798465.31,12028,16168,10,2012-11-08
537,596714,689394.3,13039,2586,86,2006-10-20
538,957158,930261.42,7075,3984,59,2012-09-23
539,311388,553656.46,18163,5359,46,2001-04-06
540,517304,510554.13,4160,17085,114,2012-06-30
541,194246,890255.72,16391,9959,52,2009-06-19
542,581188,40799.88,16951,4441,107,2015-02-01
543,373455,158219.17,144,15663,75,2021-08-05
544,802925,436295.45,13909,5107,81,2017-10-06
545,256524,50182.83,7054,2692,85,2021-10-14
546,221706,634268.47,12593,5088,49,2010-07-21
547,369030,782601.76,8960,13797,6,2000-04-17
548,364611,152901.77,3816,12170,74,2005-10-31
549,296455,3969.59,1745,2975,32,2009-04-02
550,562536,229419.79,14429,9823,63,2004-09-07
551,724211,315556.81,9302,2476,60,2004-08-20
552,770102,813288.67,11940,8545,116,2010-05-11
553,315540,789385.39,17741,3356,112,2006-04-06
554,514288,703150.05,11223,8095,54,2011-03-29
555,285902,202334.91,11999,15742,83,2003-02-08
556,709663,262671.02,18368,13510,35,2009-02-24
557,322928,99253.53,7512,9199,10,2016-12-24
558,573692,90210.41,1174,2005,70,2007-06-27
559,324350,707684.55,17226,14542,115,2003-05-16
