id,nome,data_fondazione,quotazioni,sede
33,Wheeler-Goodwin,1978-10-01,"[{'azionista': 12086, 'quota': 45}, {'azionista': 9614, 'quota': 55}]",96
34,"Ford, Miller and Hayes",1999-04-14,"[{'azionista': 10170, 'quota': 6}, {'azionista': 10325, 'quota': 80}, {'azionista': 13312, 'quota': 14}]",52
35,Chambers-Patel,1967-10-15,"[{'azionista': 16780, 'quota': 98}, {'azionista': 14053, 'quota': 1}, {'azionista': 9368, 'quota': 1}]",53
36,Hines-Lloyd,1992-08-20,"[{'azionista': 13790, 'quota': 83}, {'azionista': 13537, 'quota': 17}]",57
37,Pearson PLC,1998-05-10,"[{'azionista': 13174, 'quota': 57}, {'azionista': 15073, 'quota': 43}]",17
38,Gibson Inc,1971-02-16,"[{'azionista': 9089, 'quota': 14}, {'azionista': 9397, 'quota': 71}, {'azionista': 9890, 'quota': 15}]",50
39,Andrade Ltd,1986-07-05,"[{'azionista': 10735, 'quota': 96}, {'azionista': 16073, 'quota': 4}]",50
40,Pace LLC,1965-03-28,"[{'azionista': 9832, 'quota': 98}, {'azionista': 10725, 'quota': 2}]",32
41,"Ramos, Kim and Costa",1965-07-05,"[{'azionista': 9201, 'quota': 71}, {'azionista': 11613, 'quota': 29}]",25
42,Francis Inc,1969-07-12,"[{'azionista': 10025, 'quota': 57}, {'azionista': 16245, 'quota': 43}]",93
43,"Franco, Smith and Stephens",1988-02-24,"[{'azionista': 9339, 'quota': 4}, {'azionista': 13873, 'quota': 96}]",87
44,"Jennings, Thomas and Harvey",1990-10-08,"[{'azionista': 8877, 'quota': 32}, {'azionista': 14942, 'quota': 30}, {'azionista': 10797, 'quota': 38}]",61
45,"Walker, Velez and Williams",1964-08-16,"[{'azionista': 9530, 'quota': 1}, {'azionista': 17145, 'quota': 41}, {'azionista': 16902, 'quota': 26}, {'azionista': 13060, 'quota': 14}, {'azionista': 10188, 'quota': 5}, {'azionista': 17338, 'quota': 13}]",72
46,"Lewis, Quinn and Colon",1967-07-18,"[{'azionista': 12040, 'quota': 85}, {'azionista': 12743, 'quota': 15}]",3
47,"Sanchez, Rowe and Bennett",1970-11-10,"[{'azionista': 15836, 'quota': 32}, {'azionista': 15087, 'quota': 68}]",91
48,Anderson-Wilson,1985-02-13,"[{'azionista': 16496, 'quota': 69}, {'azionista': 11479, 'quota': 28}, {'azionista': 14719, 'quota': 3}]",30
49,Stone PLC,1967-02-13,"[{'azionista': 15971, 'quota': 2}, {'azionista': 15055, 'quota': 74}, {'azionista': 8523, 'quota': 24}]",77
50,"Collins, Myers and Johnston",1992-09-23,"[{'azionista': 10119, 'quota': 20}, {'azionista': 14784, 'quota': 32}, {'azionista': 12389, 'quota': 34}, {'azionista': 16963, 'quota': 14}]",59
51,Beck-Farrell,1974-01-16,"[{'azionista': 13830, 'quota': 54}, {'azionista': 16336, 'quota': 46}]",55
52,Robinson-Melendez,1983-05-16,"[{'azionista': 7901, 'quota': 92}, {'azionista': 14033, 'quota': 8}]",60
53,Reid Inc,1969-03-30,"[{'azionista': 7914, 'quota': 63}, {'azionista': 7911, 'quota': 37}]",85
54,Jordan PLC,1973-04-28,"[{'azionista': 13759, 'quota': 75}, {'azionista': 17324, 'quota': 25}]",75
55,Miller-Ortiz,1972-04-24,"[{'azionista': 11063, 'quota': 48}, {'azionista': 8060, 'quota': 52}]",4
56,Torres-Whitaker,1987-04-17,"[{'azionista': 15105, 'quota': 71}, {'azionista': 14389, 'quota': 29}]",76
57,"Keller, Vasquez and Perry",1979-11-28,"[{'azionista': 17131, 'quota': 93}, {'azionista': 13485, 'quota': 7}]",1
58,"Bauer, Wilson and Hinton",1960-07-05,"[{'azionista': 11607, 'quota': 71}, {'azionista': 8771, 'quota': 29}]",53
59,"Peterson, Olson and Jones",1962-02-25,"[{'azionista': 10417, 'quota': 2}, {'azionista': 9879, 'quota': 71}, {'azionista': 12317, 'quota': 7}, {'azionista': 13763, 'quota': 20}]",64
60,"Morales, Beasley and Williams",1991-03-31,"[{'azionista': 13962, 'quota': 59}, {'azionista': 15817, 'quota': 41}]",37
61,Guerra Inc,1968-03-11,"[{'azionista': 13414, 'quota': 1}, {'azionista': 15394, 'quota': 61}, {'azionista': 11784, 'quota': 38}]",79
62,"Mayer, Molina and Martin",1964-11-23,"[{'azionista': 11818, 'quota': 94}, {'azionista': 11783, 'quota': 5}, {'azionista': 16893, 'quota': 1}]",40
63,Cruz LLC,1981-05-16,"[{'azionista': 7709, 'quota': 76}, {'azionista': 11836, 'quota': 24}]",62
64,Maldonado Ltd,1996-11-10,"[{'azionista': 16621, 'quota': 86}, {'azionista': 8275, 'quota': 5}, {'azionista': 9518, 'quota': 9}]",99
65,"Williams, Roman and Johnson",1985-02-16,"[{'azionista': 12181, 'quota': 44}, {'azionista': 15541, 'quota': 56}]",29
66,Phillips-Jordan,1961-01-01,"[{'azionista': 16808, 'quota': 98}, {'azionista': 16491, 'quota': 2}]",20
67,"Rivera, Hayes and Hamilton",1988-03-28,"[{'azionista': 15623, 'quota': 53}, {'azionista': 16979, 'quota': 47}]",76
68,Finley LLC,1996-04-16,"[{'azionista': 14665, 'quota': 51}, {'azionista': 10106, 'quota': 47}, {'azionista': 15269, 'quota': 2}]",46
69,Humphrey Inc,1964-11-08,"[{'azionista': 14237, 'quota': 4}, {'azionista': 8593, 'quota': 58}, {'azionista': 16585, 'quota': 38}]",62
70,"Turner, Ruiz and Fuller",1996-09-02,"[{'azionista': 15821, 'quota': 86}, {'azionista': 12752, 'quota': 14}]",79
71,Chung-Valdez,1979-09-11,"[{'azionista': 9659, 'quota': 70}, {'azionista': 14092, 'quota': 30}]",73
72,"Mcdonald, Jones and Hurley",1962-05-23,"[{'azionista': 14761, 'quota': 59}, {'azionista': 15176, 'quota': 41}]",16
73,Floyd Inc,1983-10-06,"[{'azionista': 16978, 'quota': 15}, {'azionista': 8582, 'quota': 56}, {'azionista': 11712, 'quota': 29}]",37
74,Moore Ltd,1965-12-26,"[{'azionista': 8046, 'quota': 60}, {'azionista': 7747, 'quota': 31}, {'azionista': 10693, 'quota': 9}]",51
75,Small-Vincent,1970-11-26,"[{'azionista': 14008, 'quota': 21}, {'azionista': 11229, 'quota': 27}, {'azionista': 11957, 'quota': 52}]",26
76,"Harrison, Alexander and Ruiz",1996-11-21,"[{'azionista': 9544, 'quota': 1}, {'azionista': 13208, 'quota': 18}, {'azionista': 15513, 'quota': 9}, {'azionista': 16641, 'quota': 72}]",11
77,Harris-Gonzalez,1963-03-25,"[{'azionista': 13593, 'quota': 72}, {'azionista': 15793, 'quota': 14}, {'azionista': 12539, 'quota': 14}]",17
78,Cruz-Brown,1976-09-18,"[{'azionista': 8763, 'quota': 7}, {'azionista': 16892, 'quota': 44}, {'azionista': 8934, 'quota': 49}]",24
79,Serrano LLC,1981-03-09,"[{'azionista': 9480, 'quota': 54}, {'azionista': 12075, 'quota': 46}]",12
80,"Fisher, James and Davis",1992-03-26,"[{'azionista': 17195, 'quota': 83}, {'azionista': 7855, 'quota': 17}]",45
81,Williams-Juarez,1989-02-07,"[{'azionista': 11201, 'quota': 40}, {'azionista': 17253, 'quota': 57}, {'azionista': 15544, 'quota': 3}]",7
82,"Bennett, Shannon and Richardson",1992-10-21,"[{'azionista': 10959, 'quota': 95}, {'azionista': 8519, 'quota': 5}]",1
83,Gould LLC,1983-11-22,"[{'azionista': 12993, 'quota': 95}, {'azionista': 12921, 'quota': 1}, {'azionista': 17298, 'quota': 4}]",19
84,Ortega-Caldwell,1970-06-15,"[{'azionista': 16964, 'quota': 21}, {'azionista': 8610, 'quota': 79}]",41
85,Carter LLC,1988-01-08,"[{'azionista': 7891, 'quota': 37}, {'azionista': 16634, 'quota': 50}, {'azionista': 15616, 'quota': 13}]",42
86,Johnson-Jackson,1972-07-14,"[{'azionista': 9666, 'quota': 48}, {'azionista': 13367, 'quota': 12}, {'azionista': 11289, 'quota': 40}]",45
87,"Wright, Thompson and Gonzalez",1988-02-10,"[{'azionista': 11599, 'quota': 91}, {'azionista': 16307, 'quota': 9}]",101
88,Turner Group,1981-05-26,"[{'azionista': 11878, 'quota': 97}, {'azionista': 11038, 'quota': 3}]",49
89,Fritz Group,1982-04-05,"[{'azionista': 10330, 'quota': 44}, {'azionista': 12496, 'quota': 56}]",74
90,"Kane, Rocha and Ortiz",1974-02-05,"[{'azionista': 10464, 'quota': 69}, {'azionista': 9473, 'quota': 31}]",5
91,Goodwin Group,1974-07-13,"[{'azionista': 11505, 'quota': 77}, {'azionista': 13918, 'quota': 23}]",92
92,Alexander-Harris,1977-02-07,"[{'azionista': 17252, 'quota': 36}, {'azionista': 9731, 'quota': 64}]",39
93,Gonzalez-Herrera,1988-08-10,"[{'azionista': 17473, 'quota': 12}, {'azionista': 10807, 'quota': 20}, {'azionista': 8148, 'quota': 1}, {'azionista': 12947, 'quota': 67}]",47
94,Fernandez-Coffey,1967-09-04,"[{'azionista': 8238, 'quota': 49}, {'azionista': 13037, 'quota': 51}]",91
95,"Conrad, Kelley and Moore",1960-07-19,"[{'azionista': 8147, 'quota': 42}, {'azionista': 13701, 'quota': 17}, {'azionista': 7639, 'quota': 41}]",0
96,David-Krause,1970-02-20,"[{'azionista': 15597, 'quota': 7}, {'azionista': 12534, 'quota': 56}, {'azionista': 11466, 'quota': 37}]",73
97,"Martin, Brown and Mendez",1973-06-12,"[{'azionista': 7801, 'quota': 48}, {'azionista': 12917, 'quota': 52}]",59
98,"Horne, Jones and Barnett",1995-08-08,"[{'azionista': 16888, 'quota': 2}, {'azionista': 8431, 'quota': 59}, {'azionista': 16654, 'quota': 9}, {'azionista': 10444, 'quota': 30}]",21
99,Smith-Hayes,1991-07-27,"[{'azionista': 14332, 'quota': 24}, {'azionista': 11910, 'quota': 60}, {'azionista': 8268, 'quota': 16}]",79
100,Smith PLC,1964-01-09,"[{'azionista': 8927, 'quota': 65}, {'azionista': 8682, 'quota': 35}]",64
101,"Gonzalez, Mccall and Lopez",1993-06-22,"[{'azionista': 14236, 'quota': 77}, {'azionista': 11807, 'quota': 23}]",87
102,Mosley-Shepard,1991-07-15,"[{'azionista': 17104, 'quota': 56}, {'azionista': 16013, 'quota': 44}]",88
103,Wells-Clark,1998-02-12,"[{'azionista': 9369, 'quota': 72}, {'azionista': 12859, 'quota': 28}]",43
104,Hunter PLC,1989-01-05,"[{'azionista': 12231, 'quota': 8}, {'azionista': 16753, 'quota': 69}, {'azionista': 11172, 'quota': 23}]",74
105,Brown-Fleming,1996-05-17,"[{'azionista': 10256, 'quota': 27}, {'azionista': 8921, 'quota': 37}, {'azionista': 15588, 'quota': 36}]",50
106,Huber Ltd,1974-03-01,"[{'azionista': 11923, 'quota': 92}, {'azionista': 11883, 'quota': 8}]",73
107,Hill-Munoz,1970-09-20,"[{'azionista': 17323, 'quota': 67}, {'azionista': 12497, 'quota': 33}]",39
108,Kelley-Chen,1986-12-21,"[{'azionista': 16372, 'quota': 61}, {'azionista': 13560, 'quota': 13}, {'azionista': 9355, 'quota': 26}]",29
109,"Huffman, Mcguire and Wells",1982-03-11,"[{'azionista': 13327, 'quota': 57}, {'azionista': 15613, 'quota': 22}, {'azionista': 8610, 'quota': 21}]",44
110,"Ryan, Anderson and Moore",1969-09-14,"[{'azionista': 17462, 'quota': 21}, {'azionista': 11267, 'quota': 79}]",33
111,Simon Ltd,1979-09-15,"[{'azionista': 16708, 'quota': 9}, {'azionista': 12333, 'quota': 15}, {'azionista': 17157, 'quota': 58}, {'azionista': 8358, 'quota': 18}]",41
112,"Santana, Hart and Hansen",1974-08-24,"[{'azionista': 17131, 'quota': 47}, {'azionista': 9733, 'quota': 53}]",85
113,Hunter LLC,1980-11-10,"[{'azionista': 11906, 'quota': 47}, {'azionista': 10059, 'quota': 53}]",26
114,"Mccormick, Hammond and Lee",1995-09-06,"[{'azionista': 9778, 'quota': 93}, {'azionista': 17410, 'quota': 7}]",61
115,"Keller, Garcia and Rogers",1999-05-11,"[{'azionista': 13440, 'quota': 96}, {'azionista': 12253, 'quota': 4}]",95
116,French-Velazquez,1968-07-02,"[{'azionista': 7590, 'quota': 53}, {'azionista': 14501, 'quota': 3}, {'azionista': 17113, 'quota': 44}]",37
117,Long Inc,1997-09-25,"[{'azionista': 15025, 'quota': 42}, {'azionista': 7682, 'quota': 58}]",10
118,Diaz PLC,1990-07-08,"[{'azionista': 14603, 'quota': 59}, {'azionista': 7722, 'quota': 41}]",97
119,Moore-Cochran,1994-12-29,"[{'azionista': 8983, 'quota': 82}, {'azionista': 11799, 'quota': 18}]",92
120,"Small, Lara and Adams",1975-01-06,"[{'azionista': 16235, 'quota': 15}, {'azionista': 11784, 'quota': 35}, {'azionista': 12417, 'quota': 50}]",9
121,Donaldson PLC,1976-02-16,"[{'azionista': 15313, 'quota': 76}, {'azionista': 8215, 'quota': 7}, {'azionista': 8026, 'quota': 17}]",82
122,Peterson PLC,1960-09-05,"[{'azionista': 10279, 'quota': 21}, {'azionista': 12355, 'quota': 66}, {'azionista': 9103, 'quota': 13}]",20
123,Smith Inc,1964-08-15,"[{'azionista': 16700, 'quota': 85}, {'azionista': 11399, 'quota': 15}]",61
124,Whitney Group,1993-07-15,"[{'azionista': 8953, 'quota': 3}, {'azionista': 14169, 'quota': 38}, {'azionista': 12150, 'quota': 59}]",45
125,Shaw-Everett,1985-02-13,"[{'azionista': 8015, 'quota': 23}, {'azionista': 16762, 'quota': 77}]",76
126,"Walker, Wolfe and Newton",1981-03-27,"[{'azionista': 15886, 'quota': 42}, {'azionista': 14625, 'quota': 26}, {'azionista': 13994, 'quota': 32}]",41
127,Davis-Wright,1986-05-13,"[{'azionista': 14743, 'quota': 32}, {'azionista': 9157, 'quota': 68}]",1
128,"Lewis, Griffin and Franklin",1970-06-08,"[{'azionista': 9357, 'quota': 17}, {'azionista': 15273, 'quota': 42}, {'azionista': 8112, 'quota': 27}, {'azionista': 13737, 'quota': 14}]",48
129,Robinson Group,1962-08-21,"[{'azionista': 14990, 'quota': 7}, {'azionista': 14535, 'quota': 30}, {'azionista': 12674, 'quota': 63}]",102
130,Brown Group,1984-07-19,"[{'azionista': 11550, 'quota': 87}, {'azionista': 8332, 'quota': 13}]",11
131,Cunningham-Dominguez,1995-08-07,"[{'azionista': 7887, 'quota': 66}, {'azionista': 10056, 'quota': 34}]",102
132,Reyes-Carlson,1973-05-18,"[{'azionista': 10394, 'quota': 3}, {'azionista': 9873, 'quota': 29}, {'azionista': 8852, 'quota': 42}, {'azionista': 9919, 'quota': 26}]",54
133,"Price, Barker and Zimmerman",1961-10-10,"[{'azionista': 13070, 'quota': 97}, {'azionista': 16204, 'quota': 3}]",90
134,Ferguson-Phillips,1965-12-01,"[{'azionista': 11147, 'quota': 67}, {'azionista': 9630, 'quota': 22}, {'azionista': 10189, 'quota': 11}]",33
135,"Brown, Saunders and Bennett",1995-09-25,"[{'azionista': 11940, 'quota': 46}, {'azionista': 9559, 'quota': 20}, {'azionista': 7672, 'quota': 34}]",32
136,Wade-Cohen,1977-06-27,"[{'azionista': 9900, 'quota': 94}, {'azionista': 16153, 'quota': 6}]",64
137,Stewart-Thompson,1961-10-14,"[{'azionista': 13825, 'quota': 6}, {'azionista': 11383, 'quota': 13}, {'azionista': 15100, 'quota': 62}, {'azionista': 13413, 'quota': 19}]",23
138,Houston-Wilson,1978-01-12,"[{'azionista': 8459, 'quota': 64}, {'azionista': 9930, 'quota': 36}]",73
139,Herman-Lee,1964-08-23,"[{'azionista': 8135, 'quota': 57}, {'azionista': 12912, 'quota': 43}]",33
140,"Peterson, Evans and Cortez",1982-11-20,"[{'azionista': 15839, 'quota': 42}, {'azionista': 16415, 'quota': 3}, {'azionista': 16144, 'quota': 55}]",2
141,"Roberts, Carroll and Riggs",1972-04-12,"[{'azionista': 8358, 'quota': 86}, {'azionista': 10127, 'quota': 14}]",37
142,"Craig, Long and Key",1967-03-06,"[{'azionista': 12998, 'quota': 60}, {'azionista': 8463, 'quota': 40}]",36
143,Gomez and Sons,1991-11-18,"[{'azionista': 15162, 'quota': 31}, {'azionista': 15306, 'quota': 69}]",80
144,Taylor-Lopez,1997-04-13,"[{'azionista': 8812, 'quota': 77}, {'azionista': 13224, 'quota': 23}]",90
145,Zimmerman Ltd,1971-07-12,"[{'azionista': 11687, 'quota': 84}, {'azionista': 14353, 'quota': 2}, {'azionista': 16109, 'quota': 5}, {'azionista': 10237, 'quota': 9}]",93
146,"Khan, Cohen and Benson",1976-01-22,"[{'azionista': 15267, 'quota': 42}, {'azionista': 7510, 'quota': 19}, {'azionista': 14331, 'quota': 28}, {'azionista': 13082, 'quota': 11}]",55
147,"Higgins, Garcia and Sanchez",1999-02-17,"[{'azionista': 11297, 'quota': 81}, {'azionista': 10771, 'quota': 13}, {'azionista': 14549, 'quota': 6}]",17
148,Austin PLC,1972-07-31,"[{'azionista': 16422, 'quota': 90}, {'azionista': 15300, 'quota': 3}, {'azionista': 12785, 'quota': 7}]",90
149,Vargas-Rodriguez,1990-12-30,"[{'azionista': 12146, 'quota': 77}, {'azionista': 16387, 'quota': 23}]",26
150,Francis-George,1985-01-13,"[{'azionista': 8160, 'quota': 54}, {'azionista': 16412, 'quota': 46}]",92
151,Cuevas-Ramos,1973-06-14,"[{'azionista': 8157, 'quota': 95}, {'azionista': 13515, 'quota': 5}]",42
152,"Clay, Alexander and Jones",1993-03-14,"[{'azionista': 11400, 'quota': 59}, {'azionista': 15932, 'quota': 2}, {'azionista': 16589, 'quota': 39}]",29
153,Martinez-Tran,1974-02-28,"[{'azionista': 10644, 'quota': 69}, {'azionista': 9108, 'quota': 31}]",100
154,"Garcia, Martin and Vazquez",1988-06-20,"[{'azionista': 10961, 'quota': 19}, {'azionista': 10514, 'quota': 70}, {'azionista': 7574, 'quota': 11}]",25
155,Brooks-Aguirre,1980-11-29,"[{'azionista': 11766, 'quota': 36}, {'azionista': 10774, 'quota': 38}, {'azionista': 10366, 'quota': 9}, {'azionista': 14042, 'quota': 17}]",69
156,Freeman-Clark,1965-01-24,"[{'azionista': 17245, 'quota': 61}, {'azionista': 9754, 'quota': 8}, {'azionista': 7541, 'quota': 31}]",91
157,Mata-Callahan,1976-11-09,"[{'azionista': 10641, 'quota': 42}, {'azionista': 13647, 'quota': 27}, {'azionista': 11913, 'quota': 3}, {'azionista': 16571, 'quota': 13}, {'azionista': 15683, 'quota': 15}]",4
158,Harris Ltd,1971-06-04,"[{'azionista': 16239, 'quota': 89}, {'azionista': 15172, 'quota': 11}]",13
159,"Jones, Atkins and Winters",1994-08-07,"[{'azionista': 14316, 'quota': 66}, {'azionista': 15243, 'quota': 34}]",86
160,Weaver-Lara,1976-11-24,"[{'azionista': 13834, 'quota': 74}, {'azionista': 16235, 'quota': 26}]",76
161,Wright and Sons,1984-02-20,"[{'azionista': 16257, 'quota': 97}, {'azionista': 9340, 'quota': 3}]",4
162,"Mosley, Bishop and Marshall",1985-05-12,"[{'azionista': 12605, 'quota': 65}, {'azionista': 10123, 'quota': 20}, {'azionista': 15098, 'quota': 11}, {'azionista': 8745, 'quota': 4}]",69
163,"Rodriguez, Cunningham and Hicks",1998-07-11,"[{'azionista': 13143, 'quota': 70}, {'azionista': 14465, 'quota': 30}]",87
164,"Williams, Alvarez and Long",1970-08-20,"[{'azionista': 10654, 'quota': 83}, {'azionista': 13396, 'quota': 17}]",56
165,"Johnson, Olson and Hayes",1971-03-27,"[{'azionista': 11032, 'quota': 73}, {'azionista': 8516, 'quota': 27}]",15
166,Green-Barr,1970-08-14,"[{'azionista': 12412, 'quota': 19}, {'azionista': 15076, 'quota': 24}, {'azionista': 15548, 'quota': 42}, {'azionista': 17382, 'quota': 15}]",67
167,Elliott and Sons,1993-03-08,"[{'azionista': 13553, 'quota': 1}, {'azionista': 11305, 'quota': 98}, {'azionista': 9521, 'quota': 1}]",36
168,Johnson PLC,1998-02-23,"[{'azionista': 9017, 'quota': 53}, {'azionista': 8412, 'quota': 31}, {'azionista': 17397, 'quota': 16}]",49
169,Mccullough-Scott,1994-06-05,"[{'azionista': 13859, 'quota': 42}, {'azionista': 10189, 'quota': 1}, {'azionista': 11678, 'quota': 57}]",41
170,"Sutton, Lynch and Gillespie",1960-12-19,"[{'azionista': 10119, 'quota': 80}, {'azionista': 8881, 'quota': 20}]",53
171,"Carpenter, Roberts and Phillips",1963-01-27,"[{'azionista': 10274, 'quota': 93}, {'azionista': 7773, 'quota': 7}]",11
172,"Lewis, Clark and Adams",1994-08-02,"[{'azionista': 14041, 'quota': 68}, {'azionista': 12072, 'quota': 32}]",34
173,Smith-Holder,1974-03-10,"[{'azionista': 14452, 'quota': 75}, {'azionista': 17499, 'quota': 25}]",11
174,Ellison-Jones,1996-06-28,"[{'azionista': 12708, 'quota': 85}, {'azionista': 14325, 'quota': 15}]",4
175,"Maxwell, Campbell and Moore",1975-12-10,"[{'azionista': 7898, 'quota': 53}, {'azionista': 11302, 'quota': 47}]",21
176,Jenkins Ltd,1973-08-16,"[{'azionista': 8539, 'quota': 7}, {'azionista': 14674, 'quota': 34}, {'azionista': 9335, 'quota': 28}, {'azionista': 16898, 'quota': 15}, {'azionista': 17131, 'quota': 16}]",80
177,"Torres, Richardson and Young",1993-11-18,"[{'azionista': 11323, 'quota': 25}, {'azionista': 7623, 'quota': 3}, {'azionista': 11876, 'quota': 72}]",20
178,Reed-Walters,1994-12-24,"[{'azionista': 14092, 'quota': 74}, {'azionista': 11973, 'quota': 26}]",60
179,Johnston Inc,1964-11-21,"[{'azionista': 9555, 'quota': 81}, {'azionista': 12683, 'quota': 19}]",96
180,Kirby-Garcia,1975-05-06,"[{'azionista': 11120, 'quota': 32}, {'azionista': 11679, 'quota': 13}, {'azionista': 11589, 'quota': 55}]",86
181,Tran-Hood,1989-06-20,"[{'azionista': 14927, 'quota': 80}, {'azionista': 10244, 'quota': 20}]",49
182,Perez-Davis,1990-12-10,"[{'azionista': 7975, 'quota': 42}, {'azionista': 12303, 'quota': 58}]",26
183,"Sparks, Ryan and Warner",1982-03-27,"[{'azionista': 13086, 'quota': 58}, {'azionista': 7834, 'quota': 42}]",53
184,Mcclure LLC,1969-01-24,"[{'azionista': 13834, 'quota': 42}, {'azionista': 13731, 'quota': 58}]",91
185,Holt-Dixon,1975-07-24,"[{'azionista': 14824, 'quota': 23}, {'azionista': 15670, 'quota': 77}]",67
186,Brooks Group,1992-12-27,"[{'azionista': 13267, 'quota': 68}, {'azionista': 13783, 'quota': 16}, {'azionista': 10031, 'quota': 16}]",42
187,Clark Inc,1986-03-28,"[{'azionista': 11931, 'quota': 66}, {'azionista': 15122, 'quota': 26}, {'azionista': 9508, 'quota': 8}]",41
188,"Brown, Walker and Jenkins",1973-11-22,"[{'azionista': 15769, 'quota': 2}, {'azionista': 9087, 'quota': 57}, {'azionista': 11605, 'quota': 40}, {'azionista': 10132, 'quota': 1}]",77
189,Harris-Thompson,1990-08-22,"[{'azionista': 9307, 'quota': 75}, {'azionista': 12533, 'quota': 7}, {'azionista': 17158, 'quota': 18}]",33
